Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000139291,TMEM19,6,-2.0455,49,1.03221,17,-0.6084,23,-0.1897,32,0.34991,21,-0.2817,11,-1.3745,46,0.93795,38,0.61188,29,0.20051
ENSG00000080371,RAB21,78,-0.1996,89,0.01043,116,0.42970,105,0.27418,59,-0.6198,81,-0.1473,79,-0.1916,91,0.04457,119,0.47300,78,-0.2090
ENSG00000121749,TBC1D15,29,0.00334,38,0.45480,26,-0.1631,30,0.06562,10,-1.4927,28,-0.0142,23,-0.3504,34,0.26853,32,0.15456,41,0.59382
ENSG00000072657,TRHDE,0,-7.4950,12,-1.0825,43,0.85675,20,-0.3975,17,-0.6461,8,-1.6562,16,-0.8139,119,2.83250,21,-0.2771,10,-1.4540
ENSG00000253719,ATXN7L3B,80,-1.0290,165,0.08630,249,0.75674,188,0.29429,131,-0.2848,137,-0.2065,139,-0.2038,248,0.74747,123,-0.3740,122,-0.3921
ENSG00000166006,KCNC2,19,-2.7381,77,-0.6908,153,0.38483,107,-0.1802,241,1.15369,71,-0.8156,103,-0.2636,367,1.93809,37,-1.7879,44,-1.5430
ENSG00000111615,KRR1,32,-0.4323,52,0.33776,53,0.35809,26,-0.7586,21,-1.0342,27,-0.6649,43,0.03836,93,1.31892,41,-0.0434,32,-0.4191
ENSG00000139289,PHLDA1,142,1.76151,21,-1.3099,43,-0.2599,46,-0.1318,33,-0.6619,58,0.22471,27,-1.0373,84,0.82513,36,-0.5406,39,-0.3938
ENSG00000187109,NAP1L1,405,0.38958,329,0.05220,325,0.03608,308,-0.0498,271,-0.2531,196,-0.7506,285,-0.1926,461,0.60145,346,0.13505,287,-0.1599
ENSG00000091039,OSBPL8,52,-0.5580,90,0.29615,130,0.89999,100,0.45742,75,0.00673,31,-1.3258,67,-0.1809,103,0.50459,59,-0.3604,48,-0.6737
ENSG00000186908,ZDHHC17,45,-0.3142,78,0.55605,104,1.03346,60,0.12955,34,-0.7609,50,-0.1741,37,-0.6729,49,-0.1945,61,0.14605,54,-0.0265
ENSG00000175183,CSRP2,20,-0.2565,12,-0.9664,15,-0.6329,19,-0.3272,38,0.79219,26,0.18358,20,-0.2452,17,-0.4824,29,0.32564,40,0.86454
ENSG00000067798,NAV3,26,-0.8905,67,0.58040,85,0.98323,35,-0.4315,23,-1.0794,34,-0.4768,34,-0.5337,57,0.31172,84,0.96679,33,-0.5138
ENSG00000067715,SYT1,322,-1.9342,1863,0.78772,2483,1.28809,1119,-0.0428,1194,0.05965,532,-1.1862,1050,-0.1587,1640,0.57442,1004,-0.2139,392,-1.6423
ENSG00000058272,PPP1R12A,46,-0.9426,138,0.79095,100,0.25826,74,-0.2201,68,-0.3440,66,-0.4050,90,0.10615,75,-0.1880,114,0.47703,73,-0.2409
ENSG00000111052,LIN7A,34,-0.1630,47,0.32686,41,0.12679,40,0.07369,53,0.55070,49,0.39589,40,0.11524,30,-0.3761,11,-1.8845,32,-0.2625
ENSG00000139220,PPFIA2,42,-2.1801,361,1.15812,149,-0.2958,346,1.08765,147,-0.3120,215,0.28718,203,0.22204,118,-0.6504,92,-1.0275,98,-0.9391
ENSG00000133773,CCDC59,47,0.95241,28,0.11484,23,-0.2112,17,-0.6620,28,0.12734,31,0.25720,21,-0.3635,30,0.24010,21,-0.3575,20,-0.3951
ENSG00000072041,SLC6A15,28,-1.0815,122,1.26348,52,-0.1483,75,0.44040,60,0.08557,65,0.22372,57,0.00436,62,0.12767,25,-1.2524,23,-1.3600
ENSG00000182050,MGAT4C,3,-2.7574,10,-1.0097,37,1.03745,18,-0.1390,26,0.46605,19,-0.0650,12,-0.7650,29,0.60419,20,0.05181,29,0.63503
ENSG00000133641,C12orf29,10,-2.3004,48,-0.0380,52,0.06258,68,0.49978,44,-0.1981,62,0.35258,65,0.48766,49,-0.0321,39,-0.3727,44,-0.1789
ENSG00000198707,CEP290,51,0.80847,26,-0.2658,53,0.88798,10,-1.6847,15,-1.1219,15,-1.0547,16,-1.0530,57,1.00094,51,0.79453,29,-0.0753
ENSG00000139324,TMTC3,20,-0.0932,46,1.29173,23,0.13457,19,-0.1868,25,0.24105,13,-0.7100,17,-0.4005,13,-0.7477,20,-0.0806,20,-0.0523
ENSG00000049130,KITLG,16,-0.8477,50,0.95299,31,0.18135,51,1.00541,22,-0.3704,13,-1.0968,35,0.41012,11,-1.3420,21,-0.4404,20,-0.5218
ENSG00000139318,DUSP6,33,-0.8004,118,1.25949,91,0.81063,35,-0.7157,45,-0.3246,55,0.00627,80,0.68700,24,-1.2750,20,-1.5015,26,-1.1396
ENSG00000070961,ATP2B1,75,-2.3990,852,1.41123,512,0.53272,398,0.12129,219,-0.8034,333,-0.1610,367,-0.0063,304,-0.2997,407,0.15819,218,-0.8131
ENSG00000271614,ATP2B1-AS1,9,-1.5975,38,0.63059,29,0.18678,35,0.49687,27,0.11435,37,0.60847,27,0.11543,14,-0.9496,26,0.01123,12,-1.1430
ENSG00000011465,DCN,827,3.52646,43,-1.7813,157,0.17919,54,-1.4497,115,-0.3033,23,-2.6724,62,-1.3427,59,-1.3146,66,-1.1436,71,-1.0389
ENSG00000133639,BTG1,129,1.64245,37,-0.4541,40,-0.3209,36,-0.4754,61,0.33077,34,-0.5814,41,-0.3091,59,0.29751,24,-1.0726,39,-0.3757
ENSG00000102189,EEA1,65,0.36904,53,0.05153,79,0.68579,43,-0.2767,46,-0.2001,28,-0.9463,40,-0.4341,93,0.94953,43,-0.3012,39,-0.4250
ENSG00000173598,NUDT4,179,-0.0277,285,0.72845,287,0.74164,180,-0.0174,201,0.15476,176,-0.0539,177,-0.0499,100,-0.9237,131,-0.5124,110,-0.7803
ENSG00000177889,UBE2N,96,-1.1093,285,0.59361,268,0.49138,193,-0.0365,161,-0.3268,198,0.00140,234,0.30143,178,-0.1633,152,-0.4074,175,-0.1900
ENSG00000198015,MRPL42,40,-0.0463,35,-0.2177,73,0.95293,25,-0.7591,34,-0.2641,40,-0.0242,38,-0.1020,48,0.24785,30,-0.4849,47,0.21199
ENSG00000136040,PLXNC1,63,0.45011,54,0.19868,49,0.05232,30,-0.6989,34,-0.5228,19,-1.3941,39,-0.3372,128,1.69282,40,-0.2756,27,-0.8386
ENSG00000184752,NDUFA12,135,-0.4709,157,-0.2336,142,-0.3916,182,-0.0011,278,0.68545,184,0.02029,194,0.11502,191,0.07724,142,-0.3881,204,0.17806
ENSG00000028203,VEZT,32,-0.9293,114,1.07995,59,-0.0064,50,-0.2659,78,0.44567,52,-0.2072,59,-0.0108,45,-0.4333,63,0.10971,40,-0.6056
ENSG00000111142,METAP2,109,0.65135,59,-0.3344,71,-0.0366,65,-0.1791,68,-0.0973,47,-0.6666,55,-0.4648,125,0.87803,73,0.00571,73,-0.0006
ENSG00000074527,NTN4,21,-0.4942,6,-2.1901,56,1.05843,14,-1.1511,94,2.02261,7,-2.1639,5,-2.6690,88,1.90804,14,-1.0981,11,-1.4722
ENSG00000139343,SNRPF,71,-0.1717,68,-0.2304,45,-0.8679,117,0.63399,91,0.22705,77,-0.0316,89,0.21676,77,-0.0432,68,-0.2347,76,-0.0567
ENSG00000111144,LTA4H,38,0.12436,44,0.35294,46,0.42928,47,0.47477,54,0.69981,27,-0.4088,27,-0.4667,28,-0.3321,18,-1.0244,31,-0.2208
ENSG00000059758,CDK17,52,-1.0688,224,1.28144,94,-0.1612,172,0.83011,74,-0.5327,114,0.14636,107,0.05004,47,-1.2012,84,-0.3301,67,-0.6677
ENSG00000120802,TMPO,23,0.05246,21,-0.0842,38,0.86799,24,0.14975,14,-0.7325,10,-1.2228,15,-0.6424,33,0.64108,35,0.73374,16,-0.5086
ENSG00000075415,SLC25A3,272,-0.2109,345,0.16468,261,-0.2787,332,0.10169,375,0.29798,264,-0.2597,340,0.15814,340,0.13739,249,-0.3483,306,-0.0258
ENSG00000185046,ANKS1B,83,-1.3646,294,0.60337,252,0.35049,147,-0.5030,157,-0.4050,332,0.80379,184,-0.1666,251,0.34054,220,0.12760,126,-0.7329
ENSG00000111647,UHRF1BP1L,38,0.32901,39,0.36595,44,0.58804,31,0.03667,30,-0.0250,34,0.15885,28,-0.1416,21,-0.5633,17,-0.8951,26,-0.2302
ENSG00000075089,ACTR6,17,-1.1864,43,0.23869,65,0.90432,38,0.04106,24,-0.6782,19,-1.0160,41,0.16988,63,0.84043,33,-0.2082,26,-0.5492
ENSG00000136021,SCYL2,14,-1.2619,42,0.45986,37,0.23303,24,-0.4147,36,0.21030,19,-0.7564,40,0.43643,41,0.39137,29,-0.1615,26,-0.2962
ENSG00000120805,ARL1,50,-0.7599,118,0.60122,88,0.11713,72,-0.1879,98,0.29170,58,-0.5194,86,0.09637,91,0.17480,90,0.16041,59,-0.5062
ENSG00000196091,MYBPC1,59,-0.3260,22,-1.8250,62,-0.2611,66,-0.1722,69,-0.1031,61,-0.2713,72,-0.0178,86,0.25633,63,-0.2309,172,1.43866
ENSG00000111666,CHPT1,49,-0.7546,63,-0.3569,105,0.44670,84,0.08790,65,-0.3212,94,0.26091,53,-0.6852,79,-0.0112,111,0.53429,120,0.65826
ENSG00000111670,GNPTAB,46,-1.4424,168,0.57587,142,0.29988,144,0.31929,70,-0.7990,129,0.14916,125,0.10839,120,0.02796,127,0.12569,98,-0.2836
ENSG00000120860,WASHC3,59,-0.2221,86,0.38774,67,-0.0258,70,0.04660,64,-0.0787,68,0.01855,81,0.31466,59,-0.2157,58,-0.2462,52,-0.4045
ENSG00000139352,ASCL1,18,-0.2206,15,-0.5431,24,0.23096,10,-1.0518,13,-0.7396,18,-0.2690,16,-0.5007,24,0.21222,39,0.99495,39,1.00167
ENSG00000111696,NT5DC3,34,-1.5267,135,0.61652,72,-0.3815,133,0.59523,91,-0.0260,179,1.09826,114,0.38873,43,-1.1613,40,-1.2643,58,-0.7241
ENSG00000166598,HSP90B1,371,0.23728,460,0.58949,248,-0.3983,300,-0.1000,220,-0.5808,272,-0.2561,316,-0.0231,461,0.59076,320,-0.0017,235,-0.4815
ENSG00000204954,C12orf73,21,-0.7756,36,0.03047,44,0.35016,36,0.04215,49,0.53577,50,0.56983,41,0.29247,17,-1.1259,33,-0.0830,17,-1.0572
ENSG00000111727,HCFC2,11,-0.6992,18,0.07367,8,-1.2033,42,1.44953,11,-0.6835,13,-0.4761,23,0.47153,10,-0.8699,22,0.36125,12,-0.5561
ENSG00000120837,NFYB,32,-0.2619,44,0.22476,43,0.19300,39,0.03647,35,-0.1339,35,-0.1363,32,-0.2908,35,-0.1099,56,0.62297,35,-0.1271
ENSG00000198431,TXNRD1,40,-0.5979,83,0.57100,87,0.64076,28,-1.1069,71,0.31349,71,0.31559,59,0.01107,41,-0.5605,67,0.22776,36,-0.7282
ENSG00000151131,C12orf45,28,-0.4133,35,-0.0599,48,0.44072,20,-0.9414,40,0.14406,59,0.77975,38,0.04841,32,-0.2171,41,0.19958,23,-0.6863
ENSG00000136051,WASHC4,11,-0.6706,18,0.02787,20,0.16603,14,-0.4153,13,-0.4826,19,0.07393,12,-0.6881,20,0.17551,26,0.59680,32,0.94751
ENSG00000136044,APPL2,33,0.57931,11,-1.0768,20,-0.1970,36,0.72452,21,-0.1096,25,0.15754,17,-0.4939,9,-1.3457,28,0.32031,33,0.60974
ENSG00000074590,NUAK1,42,-1.5624,179,0.67229,260,1.31279,130,0.15179,104,-0.1993,45,-1.4671,124,0.08467,123,0.05645,114,-0.0606,56,-1.1404
ENSG00000136026,CKAP4,43,0.06908,33,-0.3433,55,0.48615,28,-0.5741,42,0.05370,29,-0.5544,29,-0.6053,111,1.69287,31,-0.4384,21,-0.9903
ENSG00000111783,RFX4,7,-1.1958,6,-1.3257,8,-0.9667,20,0.37778,14,-0.2093,7,-1.2534,6,-1.5564,9,-0.8832,35,1.33475,55,2.18898
ENSG00000111785,RIC8B,15,-0.4691,44,1.30491,10,-1.0534,12,-0.7933,30,0.62117,14,-0.4995,19,-0.1083,18,-0.1332,11,-0.8794,29,0.56147
ENSG00000151135,TMEM263,28,-0.7953,40,-0.2420,60,0.41406,55,0.26223,56,0.28902,54,0.25404,40,-0.2747,54,0.22820,34,-0.4718,51,0.15480
ENSG00000120832,MTERF2,16,0.21734,22,0.71932,18,0.46217,10,-0.4454,8,-0.7988,19,0.46954,13,-0.0309,2,-2.4401,10,-0.4825,19,0.52086
ENSG00000136045,PWP1,26,-0.4010,56,0.83075,34,0.02275,49,0.59435,26,-0.3894,37,0.15137,28,-0.3181,28,-0.3013,31,-0.1328,27,-0.3152
ENSG00000110851,PRDM4,15,-0.4523,25,0.30954,26,0.38070,17,-0.2998,20,0.00699,23,0.16084,27,0.50567,18,-0.1562,8,-1.3711,18,-0.2010
ENSG00000075035,WSCD2,20,-0.4089,37,0.50970,24,-0.1904,42,0.72890,36,0.46773,35,0.45164,27,0.01999,18,-0.5817,8,-1.7928,19,-0.4960
ENSG00000075856,SART3,22,-0.6312,45,0.50573,57,0.90380,51,0.70695,24,-0.4818,27,-0.2994,30,-0.1541,19,-0.7820,26,-0.3354,29,-0.1963
ENSG00000136003,ISCU,180,-0.3965,232,-0.0012,211,-0.1498,271,0.24867,285,0.32985,334,0.59025,247,0.11599,222,-0.0672,146,-0.7173,175,-0.4406
ENSG00000110880,CORO1C,34,-0.2208,50,0.37170,53,0.48449,44,0.18984,35,-0.1939,20,-1.0154,28,-0.5557,57,0.58970,25,-0.6695,57,0.61067
ENSG00000084112,SSH1,28,0.23466,33,0.53705,29,0.29183,27,0.18143,26,0.16434,20,-0.2932,19,-0.3887,28,0.28776,26,0.11526,7,-1.7311
ENSG00000166111,SVOP,44,-1.2090,167,0.88097,99,0.02816,94,-0.0552,119,0.32157,81,-0.2901,135,0.59215,77,-0.3770,69,-0.5323,52,-0.9598
ENSG00000135093,USP30,6,-1.6386,26,0.44848,17,-0.2733,17,-0.2155,32,0.74763,15,-0.4479,14,-0.5919,26,0.43435,22,0.18779,29,0.59528
ENSG00000076248,UNG,14,-0.6600,12,-0.8242,18,-0.2648,28,0.43050,20,-0.0921,18,-0.2241,8,-1.4844,31,0.64949,20,-0.0464,54,1.57337
ENSG00000110906,KCTD10,89,1.09688,63,0.50463,35,-0.4205,42,-0.1264,41,-0.1685,34,-0.4668,47,0.02682,47,0.03566,28,-0.7428,32,-0.5735
ENSG00000151148,UBE3B,2,-3.7320,36,0.38942,33,0.27867,27,-0.0377,52,1.00987,26,-0.1239,29,0.07980,27,-0.0581,24,-0.2533,22,-0.3476
ENSG00000139428,MMAB,32,-0.3079,40,0.05512,46,0.27291,27,-0.5513,64,0.81681,48,0.33396,39,0.00155,18,-1.2028,36,-0.1120,38,-0.0256
ENSG00000110921,MVK,0,-4.6437,22,0.70534,13,-0.0738,29,1.23148,5,-1.4932,14,-0.0078,13,-0.1341,9,-0.6175,19,0.51815,15,0.14037
ENSG00000139433,GLTP,27,0.05870,16,-0.7756,23,-0.1836,7,-1.8626,15,-0.8586,23,-0.2136,10,-1.4778,15,-0.8844,88,2.09612,54,1.19574
ENSG00000139436,GIT2,25,0.01538,43,0.92470,39,0.76399,14,-0.7917,15,-0.7731,18,-0.4773,22,-0.2046,20,-0.2739,30,0.32639,21,-0.2590
ENSG00000174456,C12orf76,38,-1.6105,136,0.35735,132,0.30612,113,0.05465,98,-0.1682,131,0.29333,131,0.33494,89,-0.3120,96,-0.2039,104,-0.0812
ENSG00000174437,ATP2A2,196,-0.8147,571,0.89517,384,0.23580,277,-0.2821,438,0.44910,356,0.11424,316,-0.0787,304,-0.1340,233,-0.5463,251,-0.4360
ENSG00000196510,ANAPC7,17,-1.0461,60,0.89603,31,-0.1862,41,0.28446,28,-0.3360,34,-0.0433,20,-0.9113,69,1.14292,31,-0.1716,29,-0.2493
ENSG00000111229,ARPC3,233,0.09354,245,0.16998,132,-0.7871,288,0.43299,365,0.82604,226,0.04260,234,0.10901,163,-0.4690,113,-1.0222,187,-0.2586
ENSG00000204856,FAM216A,23,-0.7652,45,0.24436,38,-0.0296,59,0.67399,82,1.25163,24,-0.7601,25,-0.7546,65,0.82809,21,-0.9520,20,-1.0090
ENSG00000111237,VPS29,109,-0.0717,125,0.14321,127,0.17483,143,0.36475,106,-0.1084,124,0.13523,111,-0.0435,88,-0.4108,112,-0.0356,98,-0.2394
ENSG00000196850,PPTC7,14,-0.8447,28,0.24346,40,0.79139,12,-1.1185,44,0.97814,12,-1.0753,16,-0.7320,57,1.40304,9,-1.4757,21,-0.2392
ENSG00000204852,TCTN1,20,0.09607,25,0.43629,6,-1.6087,34,0.99057,22,0.28724,23,0.34263,19,0.03711,5,-1.8101,11,-0.8115,20,0.12191
ENSG00000186298,PPP1CC,68,-0.2830,82,0.01403,74,-0.1561,87,0.11456,86,0.09593,57,-0.5634,71,-0.2327,112,0.50980,96,0.26036,91,0.17936
ENSG00000111249,CUX2,15,-1.1353,23,-0.5123,0,-5.7618,53,0.79078,25,-0.3912,93,1.79744,58,1.10397,19,-0.8172,1,-4.3217,11,-1.6490
ENSG00000204842,ATXN2,59,-0.2130,81,0.27703,69,0.02353,69,0.02001,41,-0.7821,58,-0.2632,56,-0.3199,88,0.40857,80,0.26490,91,0.45763
ENSG00000089234,BRAP,28,0.57641,25,0.39378,35,0.94573,27,0.49650,20,0.01544,18,-0.1421,13,-0.6443,11,-0.8239,8,-1.2951,17,-0.2619
ENSG00000111275,ALDH2,213,-0.3394,112,-1.3135,229,-0.2239,201,-0.4267,214,-0.3322,220,-0.2888,265,0.00873,288,0.13795,376,0.57396,521,1.12742
ENSG00000234608,MAPKAPK5-AS1,31,-0.4089,33,-0.3013,31,-0.3898,52,0.40504,48,0.26700,34,-0.2556,58,0.65405,42,0.04504,32,-0.3563,25,-0.7183
ENSG00000089022,MAPKAPK5,18,-0.4900,24,-0.1016,19,-0.4232,30,0.26123,17,-0.5800,34,0.47168,27,0.14095,33,0.44415,23,-0.1672,25,-0.0330
ENSG00000089248,ERP29,88,-0.3103,133,0.33799,107,-0.0090,197,0.98967,63,-0.8303,59,-0.9176,80,-0.4970,189,0.91946,80,-0.4586,107,-0.0045
ENSG00000111300,NAA25,6,-1.6753,32,0.87440,18,-0.0693,20,0.16016,16,-0.2212,21,0.19052,15,-0.3698,20,0.08894,25,0.47322,16,-0.1822
ENSG00000173064,HECTD4,44,-1.0146,98,0.22262,137,0.77298,135,0.75034,75,-0.1996,95,0.17987,78,-0.1509,66,-0.3927,77,-0.1523,53,-0.7409
ENSG00000089009,RPL6,1270,0.63100,470,-0.9369,635,-0.4748,595,-0.5760,629,-0.4908,887,0.04687,1035,0.33244,993,0.22776,881,0.03715,1039,0.30104
ENSG00000179295,PTPN11,85,-0.7475,135,-0.0301,170,0.33806,173,0.36857,128,-0.1219,121,-0.1997,130,-0.1032,137,-0.0134,171,0.34888,135,-0.0292
ENSG00000089169,RPH3A,55,-1.3140,95,-0.4849,343,1.66672,91,-0.5428,135,0.07454,75,-0.8322,90,-0.6085,169,0.42976,207,0.76702,70,-0.9369
ENSG00000135144,DTX1,10,-1.5099,28,-0.0055,17,-0.7775,44,0.73318,26,-0.1185,33,0.26000,22,-0.4009,37,0.43653,27,-0.0546,42,0.64783
ENSG00000111344,RASAL1,16,-1.0082,63,1.11610,38,0.25273,45,0.55230,26,-0.3027,40,0.34174,23,-0.5301,12,-1.4286,46,0.59142,18,-0.8502
ENSG00000123064,DDX54,62,0.03471,79,0.41397,30,-1.1021,89,0.61111,78,0.39660,95,0.71343,65,0.10917,29,-1.1193,34,-0.8925,45,-0.4814
ENSG00000139405,RITA1,27,-0.6285,45,0.15810,39,-0.0376,34,-0.2770,58,0.58038,57,0.56776,38,-0.1227,54,0.46531,29,-0.5153,26,-0.6868
ENSG00000186815,TPCN1,35,0.40332,21,-0.4115,15,-0.8788,37,0.48407,29,0.07392,35,0.37371,23,-0.3338,5,-2.4424,35,0.37146,44,0.77998
ENSG00000151176,PLBD2,30,-1.1316,97,0.71563,98,0.73730,70,0.20007,71,0.20876,37,-0.7994,63,0.02606,35,-0.8911,82,0.44012,38,-0.7454
ENSG00000123066,MED13L,46,0.54318,31,-0.0924,55,0.83173,40,0.30475,15,-1.1508,19,-0.8327,19,-0.9154,52,0.74663,36,0.12982,30,-0.1614
ENSG00000111412,C12orf49,20,-1.5267,57,0.02520,60,0.12715,64,0.21718,69,0.35005,53,-0.0907,60,0.12843,56,0.01072,63,0.19595,51,-0.1464
ENSG00000135119,RNFT2,18,-1.2040,39,-0.0430,63,0.72837,50,0.35608,34,-0.2643,32,-0.3523,28,-0.5845,68,0.85751,36,-0.1514,44,0.14824
ENSG00000135116,HRK,21,0.10021,30,0.65444,21,0.11717,18,-0.1685,8,-1.3397,22,0.15304,35,1.07367,2,-3.0507,10,-1.0246,16,-0.3636
ENSG00000088992,TESC,38,-0.7892,83,0.42907,7,-3.3096,108,0.85893,43,-0.6030,147,1.40498,93,0.69344,35,-0.9211,14,-2.2550,40,-0.7276
ENSG00000135108,FBXO21,50,-0.9174,151,0.83702,95,0.08641,130,0.58603,93,0.03877,113,0.36257,74,-0.3377,49,-0.9371,95,0.08067,69,-0.4150
ENSG00000171435,KSR2,20,-0.8970,61,0.86773,24,-0.6496,55,0.67288,18,-1.0201,36,0.00013,35,-0.0355,54,0.65146,26,-0.4967,31,-0.2159
ENSG00000176871,WSB2,123,-1.1320,247,-0.0585,349,0.49801,353,0.51552,310,0.30313,246,-0.0645,316,0.38033,147,-0.8588,190,-0.4669,222,-0.2265
ENSG00000089220,PEBP1,858,-0.8569,1674,0.18439,1949,0.43096,1520,0.03011,1764,0.26950,1550,0.06114,1466,-0.0292,1493,0.00167,1248,-0.2802,1414,-0.0834
ENSG00000135090,TAOK3,28,-1.1647,65,0.14009,82,0.51929,76,0.39452,40,-0.5932,64,0.11464,51,-0.2764,94,0.73602,52,-0.2140,52,-0.2119
ENSG00000111707,SUDS3,26,-0.5764,45,0.26126,61,0.74832,29,-0.4468,36,-0.0993,46,0.29422,31,-0.3716,48,0.37377,45,0.27148,23,-0.7989
ENSG00000139767,SRRM4,15,-1.8269,72,0.57539,79,0.74304,42,-0.2786,49,-0.0476,48,-0.0783,60,0.31858,55,0.13361,42,-0.2576,30,-0.7647
ENSG00000152137,HSPB8,52,0.24076,21,-1.1317,52,0.23321,49,0.15738,32,-0.5121,30,-0.6189,21,-1.2088,39,-0.2240,100,1.34882,73,0.80744
ENSG00000111725,PRKAB1,19,0.34546,19,0.35806,20,0.44346,8,-0.9788,21,0.53169,13,-0.2228,9,-0.8497,6,-1.3202,18,0.25767,25,0.76638
ENSG00000122966,CIT,34,-1.2327,95,0.34649,48,-0.7219,118,0.70489,71,-0.1035,142,1.02129,79,0.07207,69,-0.1481,45,-0.8046,58,-0.4344
ENSG00000135127,BICDL1,1,-3.3947,22,0.31711,39,1.27615,9,-1.0108,50,1.71419,20,0.18862,12,-0.6325,8,-1.2699,14,-0.3707,10,-0.8895
ENSG00000111737,RAB35,18,-1.1681,51,0.41208,54,0.48557,36,-0.1634,36,-0.1545,52,0.44044,42,0.09322,49,0.34497,25,-0.6893,31,-0.3981
ENSG00000089154,GCN1,29,0.26582,27,0.14473,22,-0.1914,24,-0.0068,23,-0.0699,15,-0.7817,24,0.00290,28,0.23872,19,-0.3591,32,0.44956
ENSG00000089157,RPLP0,516,0.60207,200,-0.8939,296,-0.2916,327,-0.1327,283,-0.3591,283,-0.3585,374,0.08765,358,0.00972,410,0.22634,494,0.52939
ENSG00000111775,COX6A1,1328,-0.6745,1055,-1.0250,1226,-0.7965,1862,-0.1503,2364,0.22954,2604,0.38602,3086,0.76411,1856,-0.1553,1600,-0.3869,2459,0.29328
ENSG00000170855,TRIAP1,9,-0.8109,15,-0.0946,10,-0.7169,16,-0.0340,28,0.87180,20,0.31140,20,0.42941,13,-0.3348,15,-0.1364,11,-0.6009
ENSG00000257218,GATC,36,0.15428,45,0.51789,55,0.84072,18,-0.9205,26,-0.3519,30,-0.1588,32,-0.0427,30,-0.1369,22,-0.6241,35,0.08542
ENSG00000111786,SRSF9,96,-0.0782,93,-0.1254,99,-0.0281,93,-0.1218,102,0.01444,62,-0.7580,106,0.07891,164,0.78857,82,-0.3280,108,0.10790
ENSG00000088986,DYNLL1,758,-0.6604,1184,0.03429,916,-0.3676,1753,0.67362,926,-0.3507,1738,0.65906,1323,0.23806,947,-0.3158,899,-0.3979,974,-0.2726
ENSG00000110871,COQ5,22,0.30945,23,0.43228,20,0.18893,11,-0.7733,16,-0.1840,14,-0.3632,15,-0.2220,15,-0.2020,23,0.42460,20,0.18167
ENSG00000022840,RNF10,91,0.06580,90,0.05200,94,0.12141,116,0.46152,108,0.35585,71,-0.3165,70,-0.3727,92,0.09597,71,-0.3175,83,-0.0684
ENSG00000167272,POP5,24,-0.0911,21,-0.2774,16,-0.6900,29,0.19264,38,0.63265,24,-0.0848,18,-0.5386,30,0.24947,31,0.34478,29,0.23077
ENSG00000157782,CABP1,120,-0.6165,256,0.58013,254,0.56306,215,0.29371,300,0.84589,185,0.05297,149,-0.3164,100,-0.8998,119,-0.6323,121,-0.6085
ENSG00000110917,MLEC,62,-0.1202,77,0.22194,61,-0.1561,70,0.05862,74,0.13927,70,0.06738,52,-0.4395,117,0.90987,64,-0.0683,40,-0.7937
ENSG00000175970,UNC119B,14,-0.2986,16,-0.1488,19,0.14418,23,0.41763,17,-0.0299,11,-0.6355,15,-0.2696,25,0.54977,20,0.19157,17,-0.0299
ENSG00000122971,ACADS,22,0.45254,13,-0.3649,13,-0.3377,12,-0.4479,16,-0.0324,21,0.40653,11,-0.6653,10,-0.7311,27,0.82122,23,0.57896
ENSG00000157837,SPPL3,64,-0.6080,117,0.33411,154,0.77970,96,0.01613,138,0.59736,68,-0.5286,62,-0.7310,108,0.19696,108,0.19931,71,-0.4553
ENSG00000157895,C12orf43,14,-1.1882,39,0.36370,42,0.49608,34,0.15007,32,0.05117,41,0.46665,22,-0.5409,41,0.45548,29,-0.1266,23,-0.4506
ENSG00000089041,P2RX7,7,-1.3705,32,1.02489,7,-1.3137,5,-1.7010,6,-1.5812,10,-0.8646,13,-0.4561,14,-0.2735,63,2.28364,18,0.11155
ENSG00000110931,CAMKK2,93,-0.2879,164,0.60967,81,-0.5047,115,0.04325,102,-0.1468,180,0.77036,154,0.57316,83,-0.4699,45,-1.3808,63,-0.8867
ENSG00000089053,ANAPC5,77,-0.0612,93,0.24860,84,0.08121,95,0.27607,63,-0.3575,72,-0.1682,63,-0.4132,116,0.60945,77,-0.0645,75,-0.0899
ENSG00000170633,RNF34,36,-0.3935,68,0.60430,64,0.49367,49,0.07457,63,0.48155,43,-0.1375,32,-0.6486,61,0.42281,36,-0.4145,31,-0.6323
ENSG00000089094,KDM2B,24,0.12877,13,-0.8020,50,1.40018,33,0.66444,15,-0.5182,12,-0.8336,16,-0.4745,26,0.28145,14,-0.7118,19,-0.2137
ENSG00000188735,TMEM120B,16,-0.2126,26,0.52624,18,-0.0415,28,0.63895,35,1.04974,15,-0.3212,16,-0.2388,7,-1.5225,16,-0.2203,11,-0.7920
ENSG00000139725,RHOF,23,0.49056,25,0.63436,20,0.27372,21,0.35633,17,0.07482,9,-0.9386,16,-0.0670,5,-1.7607,12,-0.5251,20,0.26967
