Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000129159,KCNC1,7,-2.8258,54,0.26493,35,-0.4268,81,1.52840,5,-3.1152,10,-2.2404,38,-0.3024
ENSG00000129158,SERGEF,48,-0.3180,72,0.31752,62,0.09264,56,-0.0828,44,-0.4539,85,0.58465,53,-0.1627
ENSG00000110768,GTF2H1,13,-1.4299,35,0.01520,44,0.40117,40,0.32244,21,-0.7425,62,0.91931,19,-0.9924
ENSG00000134333,LDHA,81,-2.2497,384,0.09284,480,0.49991,544,0.99838,304,-0.2724,121,-1.6640,162,-1.3070
ENSG00000074319,TSG101,64,0.00265,68,0.10971,69,0.13392,71,0.25216,65,0.02821,44,-0.5638,50,-0.4050
ENSG00000151116,UEVLD,28,1.70538,7,-0.4862,10,-0.0233,5,-1.1626,2,-2.2371,13,0.44247,14,0.61521
ENSG00000110786,PTPN5,3,-4.8756,72,-0.4516,91,-0.0913,170,1.51638,56,-0.8373,57,-0.8139,52,-1.0088
ENSG00000177054,ZDHHC13,9,-0.9470,20,0.19483,25,0.65772,16,-0.1525,10,-0.8268,31,0.92992,12,-0.6330
ENSG00000166833,NAV2,23,0.58492,8,-1.0781,20,0.34694,17,0.09986,12,-0.4207,12,-0.4165,15,-0.0737
ENSG00000270607,AC009549.1,3,-2.3739,31,1.22553,21,0.60514,17,0.36636,0,-6.8061,15,0.02433,8,-0.8998
ENSG00000109854,HTATIP2,29,1.38648,12,-0.0592,12,-0.0091,17,0.66036,5,-1.2797,0,-5.9742,6,-1.1442
ENSG00000185238,PRMT3,28,1.50933,0,-3.8667,10,-0.1589,13,0.39282,0,-6.4103,3,-1.8091,15,0.44185
ENSG00000165973,NELL1,3,-4.2171,56,-0.0090,85,0.73045,92,1.21449,7,-3.1115,9,-2.7040,34,-0.8184
ENSG00000171714,ANO5,7,-2.0123,43,0.62373,11,-1.4608,52,1.55287,17,-0.8157,11,-1.4503,19,-0.6737
ENSG00000091664,SLC17A6,0,-5.4381,6,-1.9317,13,-0.9753,48,1.91538,4,-2.5496,14,-0.8035,24,-0.0278
ENSG00000183161,FANCF,18,0.37773,10,-0.5318,18,0.41170,16,0.29058,10,-0.5138,6,-1.2850,13,-0.1833
ENSG00000198168,SVIP,134,0.33219,122,0.18665,108,-0.0087,105,-0.0641,63,-0.8262,153,0.54476,97,-0.1995
ENSG00000187398,LUZP2,48,0.22661,34,-0.3220,40,-0.0872,39,-0.1560,25,-0.7925,58,0.53625,50,0.33571
ENSG00000134343,ANO3,2,-3.2111,15,-0.4841,39,1.16087,22,0.12599,4,-2.2236,19,-0.1323,21,0.05016
ENSG00000176971,FIBIN,63,1.45195,2,-3.4646,4,-2.7374,23,-0.2567,47,0.92852,4,-2.6840,49,1.14775
ENSG00000129151,BBOX1,68,0.80302,26,-0.7056,9,-2.4114,18,-1.5578,127,1.91062,23,-0.8615,81,1.27745
ENSG00000109881,CCDC34,10,-1.4638,55,1.13528,35,0.41806,14,-1.2372,17,-0.7400,48,0.90325,36,0.48627
ENSG00000205213,LGR4,26,0.51911,3,-2.3789,10,-0.9216,17,-0.2124,10,-0.9248,5,-1.9143,46,1.74517
ENSG00000148943,LIN7C,42,-0.4860,36,-0.7009,57,-0.0197,62,0.18293,80,0.54018,25,-1.2308,71,0.36817
ENSG00000176697,BDNF,0,-7.3922,8,-0.8437,11,-0.4398,24,1.36874,13,-0.1099,7,-0.9693,11,-0.3316
ENSG00000169519,METTL15,14,0.23581,7,-0.7011,18,0.69884,16,0.65708,1,-3.3528,0,-4.1142,11,-0.1763
ENSG00000152219,ARL14EP,12,-0.6997,7,-1.4564,25,0.44059,24,0.46753,15,-0.3878,30,0.68931,11,-0.8501
ENSG00000066382,MPPED2,0,-7.7413,7,-1.3927,19,0.11480,34,1.79636,10,-0.8184,5,-1.7263,8,-1.2465
ENSG00000170946,DNAJC24,24,0.04930,11,-1.0588,26,0.16780,21,-0.1605,16,-0.5566,62,1.63566,14,-0.8288
ENSG00000148950,IMMP1L,33,-0.7397,67,0.34863,39,-0.5558,60,0.24332,70,0.41681,70,0.41775,44,-0.3388
ENSG00000109911,ELP4,27,0.48131,17,-0.2615,19,-0.0839,13,-0.8729,42,1.19065,5,-1.9019,30,0.72231
ENSG00000007372,PAX6,42,1.18164,5,-1.8729,7,-1.6923,9,-1.4946,56,1.70697,3,-2.4804,43,1.43487
ENSG00000049449,RCN1,57,0.24443,31,-0.6950,14,-1.9990,56,0.28313,104,1.22321,54,0.15944,46,-0.1090
ENSG00000149100,EIF3M,77,-0.7728,161,0.37290,140,0.16454,135,0.11705,133,0.06455,123,-0.0572,109,-0.2699
ENSG00000060749,QSER1,46,1.49859,21,0.18345,11,-0.7858,8,-1.5589,11,-0.7216,43,1.36054,24,0.42365
ENSG00000280798,LINC00294,9,-1.8720,46,0.52448,61,1.10661,33,-0.0325,31,-0.1041,24,-0.5049,18,-0.9712
ENSG00000176102,CSTF3,23,-0.9456,46,0.11248,57,0.51841,50,0.34807,36,-0.2652,22,-0.9742,36,-0.3054
ENSG00000110422,HIPK3,37,-0.4202,42,-0.2172,50,0.06364,40,-0.3800,96,1.11424,92,1.04139,26,-0.9921
ENSG00000110427,KIAA1549L,9,-3.6064,86,-0.3875,192,1.02488,166,1.00816,73,-0.6296,47,-1.2835,30,-2.0704
ENSG00000085063,CD59,209,-0.4438,215,-0.4035,212,-0.4628,290,0.08983,582,1.21232,228,-0.3150,262,-0.1037
ENSG00000110429,FBXO3,40,-1.2235,53,-0.7952,149,0.95152,101,0.29688,79,-0.1825,41,-1.1806,75,-0.2897
ENSG00000135363,LMO2,32,-0.9360,14,-2.1283,17,-1.9626,41,-0.7030,278,2.81229,90,0.68201,47,-0.3763
ENSG00000135387,CAPRIN1,100,-0.3500,147,0.24978,111,-0.2059,137,0.19458,155,0.33308,133,0.08423,101,-0.3763
ENSG00000135372,NAT10,21,0.14550,12,-0.7269,11,-0.9440,28,0.95941,27,0.57966,7,-1.3618,13,-0.6128
ENSG00000121691,CAT,117,2.24416,8,-2.0506,11,-1.7393,5,-2.9561,111,2.13078,15,-1.1543,46,0.63069
ENSG00000149089,APIP,39,1.50393,15,-0.0568,10,-0.6698,14,-0.1917,7,-1.1170,3,-2.4756,23,0.67618
ENSG00000110435,PDHX,27,-1.0783,60,0.13635,60,0.13388,74,0.68425,13,-2.1241,66,0.26453,41,-0.5047
ENSG00000026508,CD44,251,4.05761,1,-4.9719,0,-9.3494,1,-5.3118,137,2.43301,0,-7.5093,10,-1.8546
ENSG00000110436,SLC1A2,379,-1.8667,415,-1.7313,775,-0.8579,649,-1.3241,1293,-0.0079,899,-0.5713,4234,2.56855
ENSG00000149090,PAMR1,15,-0.7791,11,-1.2712,14,-0.9789,26,0.01582,57,1.28454,14,-0.9171,40,0.79984
ENSG00000179431,FJX1,15,-0.9578,43,0.66635,34,0.31774,24,-0.3024,38,0.45693,1,-3.9972,38,0.53431
ENSG00000166326,TRIM44,70,-0.5944,166,0.76911,119,0.25194,98,-0.1027,71,-0.5793,138,0.47116,80,-0.4239
ENSG00000110442,COMMD9,40,-0.7086,80,0.38793,61,-0.0583,71,0.28111,76,0.30410,55,-0.2099,48,-0.4443
ENSG00000166352,C11orf74,19,-0.2704,43,1.05739,25,0.17313,25,0.21820,15,-0.6427,11,-1.0007,16,-0.5445
ENSG00000148948,LRRC4C,6,-2.3572,46,0.58410,62,1.24810,26,-0.4117,8,-1.9965,30,-0.0951,32,0.00015
ENSG00000166181,API5,70,-0.3146,75,-0.2012,104,0.35033,93,0.18551,32,-1.5027,118,0.51599,75,-0.2169
ENSG00000052841,TTC17,15,-0.1119,12,-0.5322,18,0.12649,15,-0.1384,30,0.94331,5,-1.8516,20,0.30683
ENSG00000149084,HSD17B12,167,0.96656,72,-0.3891,74,-0.3663,95,0.07640,50,-0.9267,64,-0.5475,111,0.32664
ENSG00000166199,ALKBH3,17,0.71906,4,-1.3462,7,-0.7490,14,0.58305,7,-0.5415,0,-4.6142,15,0.64498
ENSG00000187479,C11orf96,28,-1.2919,52,-0.3465,60,-0.1289,72,0.21848,231,2.19977,29,-1.2298,16,-2.1490
ENSG00000151348,EXT2,30,-0.2935,55,0.67040,30,-0.3358,48,0.62159,13,-1.5428,36,-0.0208,26,-0.5461
ENSG00000085117,CD82,75,2.20699,10,-1.1214,25,0.28783,8,-1.7256,18,-0.2544,12,-0.8466,27,0.47694
ENSG00000175274,TP53I11,8,-2.6961,69,0.47250,34,-0.6641,85,1.30635,14,-1.9576,44,-0.2283,35,-0.6317
ENSG00000019505,SYT13,37,-2.2796,178,0.08513,288,0.99158,210,0.50786,41,-2.1047,90,-0.9588,129,-0.4433
ENSG00000254427,LINC02696,8,-0.2897,10,-0.0809,7,-0.6531,7,-0.8431,17,0.77563,9,-0.1877,20,1.18277
ENSG00000175264,CHST1,35,-2.7206,199,-0.1209,487,1.60096,190,-0.2611,115,-0.9636,168,-0.3770,164,-0.4553
ENSG00000121671,CRY2,31,-1.5929,62,-0.5693,122,0.54752,109,0.43360,115,0.39860,49,-0.9202,70,-0.4093
ENSG00000121653,MAPK8IP1,375,0.66502,245,-0.0196,273,0.16766,231,-0.1494,179,-0.5039,156,-0.7189,275,0.18229
ENSG00000121680,PEX16,40,-0.0859,33,-0.3689,44,0.06485,51,0.43784,19,-1.2168,36,-0.2345,43,0.02585
ENSG00000135365,PHF21A,23,0.42476,13,-0.4440,14,-0.4174,17,-0.0793,17,-0.0329,22,0.34844,20,0.24674
ENSG00000157613,CREB3L1,0,-6.5380,14,0.22473,35,2.26597,4,-1.6909,15,0.43456,13,0.10561,5,-1.2001
ENSG00000149091,DGKZ,57,-2.3525,443,0.78700,443,0.89798,276,0.03530,132,-1.1020,255,-0.1023,192,-0.5811
ENSG00000110492,MDK,58,1.43469,2,-3.4367,6,-2.1021,8,-2.0379,126,3.02527,19,-0.4113,22,-0.1576
ENSG00000110497,AMBRA1,18,-0.3794,20,-0.1983,36,0.81337,26,0.31636,20,-0.1707,13,-0.8584,13,-0.9295
ENSG00000175224,ATG13,109,0.68662,53,-0.4502,100,0.62725,71,0.00814,42,-0.8066,44,-0.7368,59,-0.3182
ENSG00000175220,ARHGAP1,116,1.14575,25,-1.2887,62,0.14096,60,0.10353,33,-0.8703,48,-0.2732,52,-0.1898
ENSG00000175216,CKAP5,68,-0.3221,115,0.50083,68,-0.3546,108,0.58890,69,-0.2918,45,-0.9515,70,-0.3003
ENSG00000134569,LRP4,65,1.11850,13,-1.3444,9,-1.9492,11,-1.8919,76,1.39883,19,-0.8247,77,1.67926
ENSG00000149179,C11orf49,52,-0.8225,67,-0.4467,91,0.03193,119,0.66991,68,-0.4155,85,-0.0750,71,-0.3886
ENSG00000149182,ARFGAP2,117,-0.0548,143,0.26586,187,0.78470,109,-0.2301,95,-0.3770,107,-0.1965,92,-0.4599
ENSG00000134575,ACP2,24,-1.0460,57,0.26908,65,0.54499,52,0.16185,57,0.27751,21,-1.2488,40,-0.3162
ENSG00000110514,MADD,47,-1.5918,139,0.03793,226,0.93518,152,0.24401,60,-1.2385,114,-0.2660,105,-0.4279
ENSG00000066336,SPI1,15,0.34093,27,1.26184,10,-0.3779,5,-1.7164,28,1.34226,14,0.15727,13,0.06432
ENSG00000165915,SLC39A13,26,0.14313,14,-0.7499,14,-0.8345,24,0.04692,47,1.11102,31,0.44726,20,-0.2776
ENSG00000165916,PSMC3,108,-0.4046,144,0.03657,173,0.37219,149,0.13132,138,-0.0285,128,-0.1495,112,-0.3780
ENSG00000149187,CELF1,47,-1.3218,100,-0.1916,161,0.64234,129,0.29073,48,-1.3054,69,-0.7551,127,0.20338
ENSG00000213619,NDUFS3,85,-0.6585,150,0.22322,141,0.13057,140,0.15762,134,0.04663,137,0.07858,108,-0.3147
ENSG00000110536,PTPMT1,79,0.64538,42,-0.3326,31,-0.8706,58,0.22893,59,0.17535,21,-1.3607,67,0.43484
ENSG00000123444,KBTBD4,18,-0.2752,20,-0.1617,20,-0.1375,30,0.74006,31,0.56005,8,-1.4056,12,-0.9351
ENSG00000172247,C1QTNF4,39,-2.3259,240,0.43858,343,1.18558,168,-0.1675,88,-1.1183,136,-0.4548,163,-0.1874
ENSG00000109919,MTCH2,71,0.29512,63,0.11286,61,0.05577,71,0.40895,27,-1.1649,24,-1.3623,59,-0.0076
ENSG00000109920,FNBP4,28,0.36093,11,-1.1221,22,-0.0518,29,0.60140,32,0.53956,7,-1.6268,16,-0.5946
ENSG00000149177,PTPRJ,23,-0.6710,18,-0.9965,48,0.51475,46,0.56723,6,-2.6042,33,-0.1241,35,-0.0396
ENSG00000086205,FOLH1,171,6.35772,0,-7.6704,1,-3.3051,0,-7.4528,0,-6.8968,0,-6.4079,9,-0.9585
ENSG00000134817,APLNR,349,3.03868,10,-2.7994,9,-3.1270,19,-2.2752,222,2.04422,24,-1.5366,57,-0.2919
ENSG00000149115,TNKS1BP1,12,-0.6782,22,0.24519,26,0.58881,24,0.56027,1,-3.8868,0,-4.8911,21,0.17480
ENSG00000149136,SSRP1,25,-1.1477,72,0.45000,55,0.01839,67,0.47198,45,-0.3008,50,-0.1168,41,-0.4711
ENSG00000186907,RTN4RL2,0,-8.8186,42,-0.3860,71,0.50710,86,1.19117,17,-1.7534,19,-1.5726,40,-0.4928
ENSG00000134809,TIMM10,54,-0.1653,123,1.16057,45,-0.4984,58,-0.0940,56,-0.1302,69,0.20882,51,-0.2810
ENSG00000156587,UBE2L6,35,-0.4400,43,-0.1062,34,-0.5260,37,-0.4819,147,1.96297,25,-0.9663,47,0.00966
ENSG00000149131,SERPING1,21,-0.6973,5,-2.6220,21,-0.7544,14,-1.6039,150,2.69031,33,-0.0313,47,0.60819
ENSG00000166793,YPEL4,22,-0.5883,31,-0.0464,37,0.26181,47,0.97492,3,-3.3569,5,-2.6854,29,-0.1774
ENSG00000156599,ZDHHC5,14,-0.6678,19,-0.2387,24,0.13481,30,0.66854,8,-1.5677,9,-1.3288,25,0.19981
ENSG00000156603,MED19,20,-0.6147,46,0.67405,33,0.16757,34,0.28934,26,-0.2082,5,-2.5001,30,-0.0089
ENSG00000213593,TMX2,122,0.26888,79,-0.4082,104,0.01530,118,0.30001,108,0.07789,77,-0.4540,85,-0.3185
ENSG00000211450,SELENOH,89,-1.4613,340,0.60395,195,-0.3057,301,0.59483,203,-0.2191,284,0.31115,145,-0.7954
ENSG00000198561,CTNND1,47,0.56990,16,-1.0593,18,-0.9512,32,-0.0551,50,0.67941,17,-0.9484,49,0.72607
ENSG00000186660,ZFP91,99,1.10775,33,-0.6534,44,-0.2093,47,-0.1351,67,0.45318,37,-0.4834,45,-0.1864
ENSG00000110042,DTX4,59,1.21626,54,1.07010,35,0.38391,22,-0.5050,4,-2.7141,8,-1.7848,26,-0.0868
ENSG00000110048,OSBP,29,-0.4756,30,-0.3815,49,0.41837,44,0.27886,36,-0.1129,37,-0.0864,30,-0.4397
ENSG00000166889,PATL1,25,0.90615,9,-0.6738,12,-0.2426,18,0.51481,0,-6.7118,15,0.12907,12,-0.2042
ENSG00000166900,STX3,5,-1.7903,11,-0.8282,28,0.73660,25,0.69201,2,-2.9402,31,0.81549,9,-1.2160
ENSG00000166902,MRPL16,52,0.55401,54,0.62359,23,-0.7894,41,0.25483,37,-0.0033,22,-0.7574,32,-0.2053
ENSG00000110104,CCDC86,11,-0.5292,15,0.01805,11,-0.5505,22,0.91684,11,-0.4576,1,-3.4368,17,0.13713
ENSG00000110107,PRPF19,61,-1.0547,141,0.24148,154,0.43496,162,0.69020,69,-0.8515,74,-0.7575,74,-0.8054
ENSG00000110108,TMEM109,28,0.04747,16,-0.7452,20,-0.4720,25,-0.1256,82,1.86890,5,-2.4595,25,-0.1044
ENSG00000006118,TMEM132A,129,-0.2017,43,-1.8460,94,-0.7476,218,0.96279,156,0.08643,50,-1.6369,164,0.18904
ENSG00000167987,VPS37C,14,-0.6885,36,0.82855,19,-0.1823,20,-0.1326,35,0.75837,32,0.61006,11,-1.0266
ENSG00000167986,DDB1,137,-0.0357,71,-1.0329,127,-0.1633,181,0.59453,200,0.56581,78,-0.9037,109,-0.4291
ENSG00000149476,TKFC,20,-1.3454,78,0.77800,78,0.87131,49,0.03192,17,-1.5730,83,0.88271,14,-1.8882
ENSG00000162144,CYB561A3,35,1.37345,28,0.99072,10,-0.7068,13,-0.2840,25,0.80794,4,-1.7409,8,-0.9756
ENSG00000149532,CPSF7,70,0.41408,35,-0.6788,67,0.39757,50,-0.1442,84,0.71385,20,-1.4712,51,-0.1061
ENSG00000167985,SDHAF2,46,0.52115,44,0.47091,32,-0.0486,27,-0.3892,72,1.27994,8,-2.0582,26,-0.3930
ENSG00000011347,SYT7,21,-2.3849,112,0.10345,230,1.51310,89,-0.3394,53,-1.0392,80,-0.4156,89,-0.2836
ENSG00000134780,DAGLA,9,-1.9557,41,0.23365,42,0.29720,50,0.85332,20,-0.8380,20,-0.8593,24,-0.6572
ENSG00000124920,MYRF,534,5.87499,0,-8.1493,6,-3.2614,5,-3.9001,1,-5.2540,9,-2.5541,27,-1.0682
ENSG00000134825,TMEM258,292,1.06318,143,-0.0961,72,-1.2255,164,0.16379,167,0.14815,147,-0.0488,138,-0.1595
ENSG00000168496,FEN1,18,0.01909,12,-0.5817,23,0.41337,28,1.05420,2,-3.1236,3,-2.3296,12,-0.6859
ENSG00000134824,FADS2,277,1.05702,135,-0.1096,84,-0.9080,82,-1.0915,338,1.40737,134,-0.1202,179,0.37015
ENSG00000149485,FADS1,206,1.71919,51,-0.5682,53,-0.5590,43,-1.0302,79,0.10951,99,0.45446,87,0.28179
ENSG00000221968,FADS3,24,-1.3150,63,0.17538,61,0.14338,67,0.36649,90,0.74479,34,-0.7938,39,-0.5976
ENSG00000167995,BEST1,115,4.07811,0,-7.5364,9,-0.7958,1,-3.7997,10,-0.6677,0,-6.3774,19,0.32851
ENSG00000167996,FTH1,8003,1.62313,2459,-0.3349,1475,-1.1888,1876,-0.9542,2646,-0.2212,4224,0.52217,4397,0.66213
ENSG00000162174,ASRGL1,35,-0.7059,45,-0.3012,44,-0.3623,50,-0.1972,65,0.26463,42,-0.4224,92,0.94651
ENSG00000124942,AHNAK,217,1.21977,29,-1.8978,20,-2.5819,29,-2.2596,460,2.68963,86,-0.2784,146,0.62052
ENSG00000254772,EEF1G,495,0.40007,279,-0.5004,243,-0.7645,299,-0.5171,628,0.79116,626,0.78673,454,0.29248
ENSG00000149480,MTA2,16,0.42512,9,-0.4567,12,0.00164,8,-0.6985,0,-4.1465,25,1.13628,19,0.77576
ENSG00000149499,EML3,39,1.40827,8,-1.1053,4,-2.0239,6,-1.7025,56,2.10005,22,0.47379,19,0.25322
ENSG00000149489,ROM1,70,2.23967,5,-1.8550,5,-2.0716,8,-1.6076,23,0.30602,42,1.27825,24,0.38466
ENSG00000149541,B3GAT3,47,-0.6742,100,0.50551,87,0.31792,71,-0.0629,81,0.16393,69,-0.0891,60,-0.3289
ENSG00000089597,GANAB,96,0.61301,47,-0.5086,88,0.53039,65,0.00519,74,0.19100,24,-1.4833,52,-0.3689
ENSG00000185085,INTS5,8,-0.4538,4,-1.4739,10,-0.2362,18,1.05743,0,-6.4605,1,-2.7048,16,0.62867
ENSG00000214756,CSKMT,48,0.76124,25,-0.2724,16,-0.9704,31,0.06063,15,-0.9877,35,0.26604,39,0.48548
ENSG00000204922,UQCC3,38,-0.2115,57,0.40055,35,-0.3906,58,0.64034,29,-0.6451,36,-0.2939,33,-0.4758
ENSG00000162191,UBXN1,93,0.34992,90,0.29033,51,-0.6379,75,0.00856,80,0.10864,96,0.39258,68,-0.1615
ENSG00000168000,BSCL2,132,-1.8493,418,-0.1102,502,0.19831,682,1.03925,325,-0.4990,290,-0.6726,242,-1.0180
ENSG00000162188,GNG3,51,-3.1557,771,0.96577,576,0.54069,473,0.23546,272,-0.6921,556,0.42386,207,-1.1772
ENSG00000214753,HNRNPUL2,89,-0.1366,130,0.45994,141,0.66896,94,-0.0803,51,-0.9877,76,-0.3774,82,-0.2862
ENSG00000162222,TTC9C,12,-1.1010,27,0.06195,28,0.10534,36,0.80346,29,0.14789,21,-0.3453,11,-1.3805
ENSG00000168002,POLR2G,140,0.68256,114,0.34768,73,-0.3883,89,-0.0628,100,0.13720,83,-0.1461,80,-0.2273
ENSG00000162227,TAF6L,19,0.27755,23,0.54425,6,-1.5355,14,-0.2764,38,1.39612,6,-1.3972,19,0.32674
ENSG00000168569,TMEM223,25,0.62487,4,-1.8970,14,-0.2617,16,-0.0649,38,1.36189,4,-2.0127,17,0.08911
ENSG00000185475,TMEM179B,50,1.27601,5,-2.2566,14,-0.7786,12,-1.1781,81,2.15282,3,-2.9098,30,0.45934
ENSG00000162231,NXF1,29,0.27697,21,-0.2059,27,0.16308,32,0.58850,19,-0.3609,22,-0.1348,10,-1.3443
ENSG00000162236,STX5,39,0.15839,31,-0.2072,54,0.75088,26,-0.6234,63,0.91242,24,-0.6007,29,-0.3531
ENSG00000133316,WDR74,24,-0.3217,40,0.46258,32,0.14071,36,0.39889,16,-0.9535,34,0.22147,18,-0.8127
ENSG00000255717,SNHG1,32,1.50313,18,0.55944,11,-0.2556,10,-0.5181,0,-6.2070,7,-0.9469,18,0.56593
ENSG00000168003,SLC3A2,130,-0.0711,80,-0.8129,80,-0.8771,85,-0.9291,510,2.31545,85,-0.7156,164,0.33089
ENSG00000168539,CHRM1,8,-3.6042,89,-0.1921,165,0.91077,133,0.65790,46,-1.1886,67,-0.6281,67,-0.6839
ENSG00000133321,PLAAT4,103,1.77556,8,-2.2121,6,-2.6070,15,-1.5722,136,2.32463,21,-0.8271,44,0.37565
ENSG00000176485,PLAAT3,508,3.03180,35,-1.5710,37,-1.5868,48,-1.3586,95,-0.0676,60,-0.7761,112,0.21173
ENSG00000184743,ATL3,50,1.22846,3,-2.8321,9,-1.4164,11,-1.3301,71,1.86259,29,0.36049,31,0.52295
ENSG00000133318,RTN3,639,-1.0696,1179,-0.1341,1982,0.79166,1691,0.64505,743,-0.8433,685,-0.9668,719,-0.9580
ENSG00000188070,C11orf95,4,-2.6972,36,0.48705,29,0.17046,28,0.07144,12,-1.2341,23,-0.2253,38,0.62430
ENSG00000168005,SPINDOC,0,-4.6982,25,1.00271,16,0.34249,13,-0.0032,12,-0.0858,16,0.28893,10,-0.4407
ENSG00000072518,MARK2,26,-0.8380,44,0.00241,60,0.52658,50,0.26483,18,-1.3206,46,0.07072,39,-0.2157
ENSG00000176340,COX8A,317,-0.7142,821,0.79213,300,-0.8542,497,-0.0233,701,0.53055,435,-0.2268,585,0.26692
ENSG00000167770,OTUB1,85,-1.2985,261,0.43262,265,0.51191,255,0.57672,132,-0.6296,134,-0.6091,112,-0.9426
ENSG00000133315,MACROD1,9,-0.8900,34,1.13972,19,0.22836,21,0.46125,3,-2.5283,9,-0.8617,13,-0.4766
ENSG00000126500,FLRT1,11,-0.5857,9,-0.9102,37,1.59829,14,-0.2587,7,-1.2427,17,0.13123,9,-0.8918
ENSG00000168439,STIP1,46,-0.9474,127,0.62716,75,-0.2262,123,0.87151,48,-0.8877,78,-0.1563,44,-1.0905
ENSG00000149743,TRPT1,34,-0.0829,34,-0.0847,16,-1.2482,42,0.33213,60,0.82186,46,0.40942,28,-0.3968
ENSG00000149761,NUDT22,23,-0.2580,24,-0.1983,20,-0.5255,37,0.69375,35,0.38639,13,-1.1099,23,-0.2946
ENSG00000110011,DNAJC4,39,-0.0510,16,-1.3382,17,-1.3468,53,0.62048,42,0.06040,68,0.84555,36,-0.1793
ENSG00000173511,VEGFB,159,0.24075,130,-0.0851,46,-1.7539,130,-0.1171,212,0.70639,133,-0.0444,199,0.67764
ENSG00000173486,FKBP2,30,-0.0438,48,0.68970,11,-1.6333,30,-0.0850,42,0.45785,52,0.81519,30,-0.0569
ENSG00000173457,PPP1R14B,65,-0.0430,60,-0.1476,23,-1.6853,48,-0.6361,181,1.68096,76,0.21933,88,0.49350
ENSG00000002330,BAD,118,-0.2115,149,0.15063,122,-0.1801,136,0.01247,191,0.54485,141,0.06589,119,-0.2232
ENSG00000173264,GPR137,44,-0.0354,61,0.47844,36,-0.3950,53,0.34725,38,-0.2482,32,-0.5244,42,-0.1272
ENSG00000182450,KCNK4,0,-7.4058,49,1.45215,24,0.26591,20,-0.0135,0,-7.2481,15,-0.4279,26,0.42144
ENSG00000173153,ESRRA,8,-1.8860,13,-1.3152,21,-0.6195,43,0.79762,75,1.48291,4,-2.7840,26,-0.2387
ENSG00000173113,TRMT112,139,-0.0543,139,-0.0546,130,-0.1759,148,0.05071,182,0.36652,231,0.75751,94,-0.7047
ENSG00000126432,PRDX5,285,-0.4673,546,0.56139,343,-0.1947,416,0.17355,382,-0.0086,500,0.41973,275,-0.5608
ENSG00000162302,RPS6KA4,28,-0.7300,50,0.15993,72,0.84145,48,0.10936,33,-0.4801,24,-0.9507,37,-0.3513
ENSG00000110076,NRXN2,59,-2.1753,248,-0.0265,508,1.33318,165,-0.8370,184,-0.4873,220,-0.2112,319,0.41804
ENSG00000068831,RASGRP2,7,-1.9846,21,-0.3139,14,-0.9626,41,1.12898,47,0.92912,21,-0.3553,12,-1.1999
ENSG00000068976,PYGM,40,1.35981,9,-1.0277,6,-1.6415,9,-1.1849,14,-0.3167,10,-0.8249,43,1.80149
ENSG00000168066,SF1,156,0.43477,131,0.15737,110,-0.1255,110,-0.1553,213,0.95291,72,-0.7655,95,-0.3786
ENSG00000168067,MAP4K2,15,-0.9662,28,0.00640,27,-0.0963,20,-0.6415,60,1.22039,38,0.47132,31,0.18097
ENSG00000133895,MEN1,21,-0.5544,23,-0.3857,48,0.85227,33,0.21137,7,-2.0202,32,0.13993,23,-0.3982
ENSG00000110047,EHD1,67,0.62856,32,-0.5468,34,-0.4702,34,-0.5925,119,1.61695,61,0.47190,31,-0.6504
ENSG00000110046,ATG2A,25,-0.2571,48,0.80101,41,0.59936,25,-0.2910,20,-0.5508,22,-0.4476,26,-0.1917
ENSG00000068971,PPP2R5B,33,-1.2055,62,-0.2723,83,0.21335,92,0.50592,62,-0.2702,82,0.16216,56,-0.4695
ENSG00000213465,ARL2,229,0.05561,277,0.35499,266,0.32253,168,-0.5569,260,0.25554,206,-0.1080,239,0.13520
ENSG00000110025,SNX15,43,0.29782,33,-0.1258,46,0.44540,33,-0.1923,34,-0.0557,40,0.15893,28,-0.4006
ENSG00000168061,SAC3D1,15,-0.4754,38,0.97489,22,0.11526,16,-0.5152,23,0.18115,25,0.28803,19,-0.1087
ENSG00000162300,ZFPL1,61,1.06205,21,-0.6499,24,-0.4779,34,0.17244,22,-0.5468,43,0.48382,24,-0.4415
ENSG00000149823,VPS51,99,-0.1100,114,0.11668,94,-0.1965,128,0.42719,87,-0.3076,90,-0.2597,91,-0.2616
ENSG00000149809,TM7SF2,127,0.09763,65,-0.9382,124,0.05700,166,0.78339,76,-0.6950,95,-0.3579,80,-0.6667
ENSG00000149806,FAU,1246,0.62075,1102,0.41976,434,-1.0988,692,-0.4169,1074,0.37873,1180,0.53149,961,0.22268
ENSG00000162298,SYVN1,51,0.53929,26,-0.4899,36,-0.0188,43,0.37413,68,1.00515,0,-5.5471,23,-0.7213
ENSG00000149792,MRPL49,21,-0.4395,16,-0.7883,26,-0.1135,44,1.15348,19,-0.6044,11,-1.3341,19,-0.6455
