Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000160695,VPS11,27,-0.3150,26,-0.5114,37,0.19511,37,0.25184,46,0.57714,37,0.22481
ENSG00000188486,H2AFX,53,0.78645,22,-0.8263,32,-0.0346,43,0.49106,41,0.35144,27,-0.2787
ENSG00000172269,DPAGT1,12,-0.5702,16,-0.2670,27,0.63129,22,0.37745,16,-0.1750,17,-0.1280
ENSG00000172375,C2CD2L,26,-1.5968,70,-0.1682,70,-0.1060,94,0.40755,70,-0.1080,117,0.73582
ENSG00000172273,HINFP,15,-0.2683,19,0.22674,16,-0.1274,25,0.65182,5,-1.7874,13,-0.5230
ENSG00000110395,CBL,4,-2.0154,15,-0.2855,25,0.60574,22,0.42367,18,0.03449,21,0.31944
ENSG00000173456,RNF26,21,-0.0059,11,-1.2729,35,0.83631,29,0.59683,28,0.44465,24,0.19557
ENSG00000036672,USP2,21,-0.8114,22,-0.9824,60,0.84526,38,0.11557,62,0.89195,50,0.52316
ENSG00000154096,THY1,430,-1.4409,974,-0.2712,1307,0.28597,1512,0.60981,1012,-0.1265,1281,0.25402
ENSG00000110400,NECTIN1,40,-0.3535,50,-0.0233,50,-0.0207,68,0.56198,39,-0.3941,39,-0.4009
ENSG00000184232,OAF,66,1.19237,20,-0.9729,27,-0.2923,7,-2.2892,116,2.31632,18,-0.9087
ENSG00000196914,ARHGEF12,101,-0.3347,104,-0.4084,135,0.13028,127,0.02957,196,0.74658,144,0.23743
ENSG00000109929,SC5D,92,-0.0556,69,-0.7061,111,0.23764,123,0.46951,132,0.52164,98,0.04392
ENSG00000137642,SORL1,138,-0.2418,137,-0.3646,234,0.61148,228,0.65282,137,-0.2517,97,-0.7909
ENSG00000255248,MIR100HG,58,-0.3063,59,-0.4170,111,0.74084,74,0.08698,81,0.22492,73,0.05009
ENSG00000109971,HSPA8,539,-0.8691,832,-0.2855,1174,0.35842,1349,0.68456,737,-0.3877,936,-0.0081
ENSG00000023171,GRAMD1B,53,-0.3643,56,-0.4092,80,0.28654,79,0.31438,94,0.54714,60,-0.1654
ENSG00000166257,SCN3B,187,-1.0838,290,-0.5771,429,0.21440,518,0.60811,436,0.24095,508,0.49224
ENSG00000154144,TBRG1,32,-1.0920,61,-0.1993,102,0.71824,99,0.77832,41,-0.7368,43,-0.6537
ENSG00000110013,SIAE,19,-0.8195,26,-0.5412,32,-0.0171,54,0.96752,18,-0.8909,47,0.58392
ENSG00000064199,SPA17,15,-0.4751,20,0.01150,14,-0.5113,26,0.44875,17,-0.2891,23,0.21159
ENSG00000154146,NRGN,1290,-0.9926,2549,0.10653,2194,-0.1693,2743,0.21469,2205,-0.1613,3028,0.35065
ENSG00000165478,HEPACAM,147,0.91191,65,-0.5765,89,0.07203,42,-1.1719,192,1.39356,74,-0.2082
ENSG00000165495,PKNOX2,20,-0.3592,25,-0.0148,21,-0.2374,21,-0.2769,23,-0.1195,44,0.91075
ENSG00000149557,FEZ1,211,0.05811,217,0.16268,162,-0.3625,177,-0.2452,190,-0.1045,247,0.31698
ENSG00000149547,EI24,56,-0.4328,59,-0.4795,82,0.18695,103,0.64969,49,-0.6380,103,0.54918
ENSG00000134910,STT3A,26,0.37705,8,-1.6858,20,-0.0422,29,0.63454,47,1.38863,20,-0.0015
ENSG00000109832,DDX25,27,-0.5278,23,-0.9896,39,0.08532,59,0.86897,36,-0.0563,61,0.79516
ENSG00000197798,FAM118B,11,-0.4944,14,-0.2061,7,-1.1758,12,-0.5155,16,-0.0252,43,1.70915
ENSG00000182934,SRPRA,21,-0.5813,30,-0.0400,30,-0.0352,42,0.57488,24,-0.3626,27,-0.1890
ENSG00000110074,FOXRED1,18,-1.0874,35,-0.0516,44,0.34238,46,0.47466,23,-0.6745,40,0.18976
ENSG00000149571,KIRREL3,25,-0.6405,34,-0.3089,25,-0.6490,48,0.41355,45,0.25939,58,0.67019
ENSG00000134909,ARHGAP32,48,-1.1796,99,-0.1256,58,-0.9074,122,0.28834,139,0.46788,157,0.67777
ENSG00000084234,APLP2,245,-0.5907,295,-0.4301,523,0.62785,497,0.62735,251,-0.5550,374,0.07588
ENSG00000196323,ZBTB44,46,-0.0285,40,-0.3632,66,0.56251,53,0.22416,41,-0.2001,49,0.08193
ENSG00000134917,ADAMTS8,8,-1.4579,18,-0.4383,17,-0.3558,23,0.08224,46,1.21810,30,0.51245
ENSG00000255455,AP003486.1,15,-0.2183,14,-0.3921,34,1.15039,21,0.43592,7,-1.3727,14,-0.2724
ENSG00000120451,SNX19,25,-0.0818,15,-1.0932,42,0.76954,33,0.42989,35,0.43273,33,0.36667
ENSG00000182667,NTM,205,0.31395,140,-0.4259,125,-0.4711,162,-0.0711,273,0.79865,200,0.27596
ENSG00000183715,OPCML,49,-1.4524,94,-0.6427,184,0.62256,215,1.05738,122,-0.0406,95,-0.4347
ENSG00000080854,IGSF9B,17,-0.5383,26,0.26931,24,0.03930,24,0.02492,16,-0.6211,26,0.16509
ENSG00000166086,JAM3,20,0.08693,12,-0.9965,13,-0.5534,33,1.08190,21,0.14781,22,0.26712
ENSG00000151502,VPS26B,69,-0.6158,86,-0.4091,133,0.41676,95,-0.1412,134,0.42964,159,0.71251
ENSG00000151500,THYN1,46,-0.5707,57,-0.3488,57,-0.2500,95,0.67166,64,-0.0761,81,0.31156
ENSG00000151498,ACAD8,6,-1.7636,13,-1.0629,17,-0.3640,30,0.64146,45,1.27002,33,0.72371
ENSG00000109956,B3GAT1,208,0.14325,173,-0.2315,148,-0.3986,162,-0.2871,278,0.61679,258,0.49231
ENSG00000120645,IQSEC3,71,0.72270,50,0.23433,47,0.05301,40,-0.2160,35,-0.4256,22,-1.1198
ENSG00000060237,WNK1,132,0.28908,101,-0.1907,126,0.21460,99,-0.1904,120,0.13789,120,0.13717
ENSG00000082805,ERC1,30,0.01880,23,-0.5545,33,0.15027,29,-0.0577,33,0.16777,52,0.90484
ENSG00000006831,ADIPOR2,33,0.52855,18,-0.6291,34,0.54541,22,-0.1581,27,0.16795,30,0.39023
ENSG00000166159,LRTM2,5,-2.3533,20,-0.5978,21,-0.3361,32,0.39315,33,0.37191,58,1.33677
ENSG00000151067,CACNA1C,20,-0.8503,26,-0.6387,36,0.01055,48,0.56118,43,0.29945,54,0.68679
ENSG00000004478,FKBP4,61,-0.6406,90,-0.0552,104,0.19176,109,0.29526,78,-0.2752,103,0.17060
ENSG00000171792,RHNO1,24,0.39482,14,-0.6207,25,0.49220,19,0.06650,22,0.22995,21,0.18536
ENSG00000111218,PRMT8,25,-0.3869,20,-1.0142,41,0.41839,51,0.90069,31,-0.0608,42,0.42433
ENSG00000118971,CCND2,133,-0.2097,131,-0.3390,204,0.48225,165,0.15905,138,-0.1437,187,0.33919
ENSG00000047621,C12orf4,8,-1.1968,17,-0.1779,13,-0.4792,28,0.87062,16,-0.1787,19,0.09443
ENSG00000010219,DYRK4,11,-0.3051,8,-1.0690,10,-0.4195,17,0.34199,35,1.58585,15,0.13745
ENSG00000139180,NDUFA9,44,-0.6477,53,-0.4962,89,0.46588,88,0.51859,60,-0.1563,83,0.36812
ENSG00000130035,GALNT8,33,-0.7194,59,0.31974,105,1.16880,63,0.33595,9,-2.5830,13,-2.1351
ENSG00000111262,KCNA1,7,-0.9950,11,-0.5643,14,-0.0228,30,1.53214,5,-1.5277,11,-0.3315
ENSG00000110799,VWF,51,1.61963,18,-0.1741,13,-0.6514,14,-0.6113,23,0.23513,10,-1.0269
ENSG00000215039,CD27-AS1,47,0.16488,47,0.23380,26,-0.7844,49,0.24228,32,-0.4270,36,-0.2652
ENSG00000139190,VAMP1,18,-0.9050,27,-0.4129,74,1.42099,45,0.64739,14,-1.2335,17,-0.9461
ENSG00000111639,MRPL51,138,0.08929,136,0.09180,124,-0.0837,130,-0.0156,116,-0.1945,127,-0.0443
ENSG00000111640,GAPDH,2196,-0.3040,2763,0.09276,2145,-0.3410,2992,0.21602,2304,-0.2280,2914,0.14745
ENSG00000010295,IFFO1,20,-0.2974,27,0.33098,11,-1.1317,27,0.26548,22,-0.1456,21,-0.1612
ENSG00000111642,CHD4,58,-0.6275,76,-0.3290,109,0.35813,64,-0.5244,98,0.19403,176,1.17614
ENSG00000111653,ING4,27,-0.2124,29,-0.2188,31,-0.0130,40,0.44446,27,-0.2233,34,0.12918
ENSG00000126746,ZNF384,9,-0.8594,14,-0.3980,42,1.54018,17,0.05649,6,-1.5358,20,0.27997
ENSG00000139200,PIANP,77,-1.0036,126,-0.3469,176,0.29978,161,0.17586,166,0.19754,220,0.66779
ENSG00000111652,COPS7A,59,-0.7805,97,-0.0111,85,-0.2264,124,0.43855,81,-0.2970,116,0.27291
ENSG00000089693,MLF2,223,-0.4924,271,-0.2699,306,0.01004,337,0.18474,290,-0.0795,468,0.70887
ENSG00000159335,PTMS,312,-0.4612,447,0.16481,327,-0.3877,312,-0.5090,567,0.49642,562,0.48288
ENSG00000250510,GPR162,76,-0.9544,125,-0.2687,216,0.71185,145,0.06718,164,0.25542,155,0.16710
ENSG00000111667,USP5,55,-1.0241,85,-0.5066,108,0.00917,138,0.46992,148,0.52744,143,0.46534
ENSG00000111669,TPI1,530,-0.7058,795,-0.1037,875,0.08181,1098,0.52259,828,-0.0068,701,-0.2709
ENSG00000010626,LRRC23,27,0.38663,19,-0.2390,29,0.50315,23,0.12698,19,-0.2163,16,-0.4670
ENSG00000111674,ENO2,287,-1.3861,603,-0.3554,1033,0.62852,986,0.63700,607,-0.2371,733,0.06250
ENSG00000111676,ATN1,103,-0.0445,123,0.37987,126,0.28174,64,-0.8583,98,-0.1146,111,0.07796
ENSG00000111678,C12orf57,256,0.03862,286,0.33385,226,-0.1606,220,-0.2290,206,-0.3055,231,-0.1284
ENSG00000215021,PHB2,96,0.15084,72,-0.4308,77,-0.2080,107,0.37725,88,0.01250,110,0.37079
ENSG00000126749,EMG1,12,-0.9509,25,0.31926,28,0.37219,24,0.11580,27,0.30738,7,-1.7584
ENSG00000159403,C1R,20,0.63910,13,0.03648,15,0.19294,17,0.41379,9,-0.5578,1,-3.0015
ENSG00000139182,CLSTN3,83,-1.2231,147,-0.4834,309,0.87157,252,0.60345,141,-0.4058,201,0.15482
ENSG00000139197,PEX5,51,0.19524,40,-0.2627,77,0.86722,46,0.00990,41,-0.1410,31,-0.5887
ENSG00000059804,SLC2A3,28,-1.6291,55,-0.8104,149,1.01758,136,1.02187,62,-0.4238,75,-0.1148
ENSG00000065970,FOXJ2,19,-0.1253,18,-0.3098,36,0.97128,24,0.28669,12,-0.7765,17,-0.2705
ENSG00000089818,NECAP1,74,-0.9717,128,-0.1870,165,0.28294,184,0.52563,128,-0.1272,140,0.01583
ENSG00000166532,RIMKLB,31,0.19998,23,-0.3945,35,0.39669,20,-0.5687,45,0.81888,32,0.21993
ENSG00000111752,PHC1,14,-0.4681,21,0.20844,20,0.03759,23,0.31032,16,-0.3285,14,-0.5567
ENSG00000003056,M6PR,35,-0.8346,55,-0.2299,65,0.10888,84,0.61377,69,0.22171,48,-0.3436
ENSG00000175899,A2M,216,1.62096,83,-0.0494,48,-0.8674,52,-0.8336,62,-0.4944,84,-0.0007
ENSG00000139112,GABARAPL1,189,-0.7992,308,-0.0562,344,0.13682,429,0.57967,256,-0.3325,276,-0.2152
ENSG00000060140,STYK1,6,-1.5380,12,-0.8274,9,-1.0498,29,0.82649,29,0.71203,33,0.96244
ENSG00000256537,SMIM10L1,50,-0.1036,56,0.12844,40,-0.4408,72,0.56415,41,-0.4258,33,-0.7295
ENSG00000070018,LRP6,17,0.43901,10,-0.6564,12,-0.0584,14,0.14159,16,0.37669,17,0.46786
ENSG00000111261,MANSC1,18,-0.7195,25,-0.3738,29,0.00118,41,0.63002,36,0.35815,27,-0.1095
ENSG00000165714,BORCS5,9,-0.8526,13,-0.2968,15,-0.0699,19,0.33839,18,0.20954,22,0.55724
ENSG00000111269,CREBL2,46,-0.7074,70,-0.0597,84,0.23675,65,-0.1817,79,0.13708,102,0.56224
ENSG00000111276,CDKN1B,75,0.19408,44,-0.8696,86,0.41993,83,0.41910,59,-0.1877,100,0.67958
ENSG00000013583,HEBP1,40,0.63558,22,-0.4136,28,0.07287,29,0.12837,27,0.00595,27,-0.0060
ENSG00000084444,FAM234B,34,-0.7578,37,-0.8581,112,1.18250,83,0.78448,39,-0.5316,53,-0.0706
ENSG00000273079,GRIN2B,51,-1.1507,99,-0.1833,107,0.00838,117,0.16433,98,-0.1390,183,0.89662
ENSG00000171681,ATF7IP,14,-0.0988,16,0.20316,9,-0.7960,17,0.17554,18,0.29560,11,-0.5302
ENSG00000084463,WBP11,35,-0.9585,63,-0.1001,53,-0.3412,88,0.55296,67,0.04605,72,0.16175
ENSG00000111341,MGP,25,-0.8801,8,-2.9519,3,-3.6463,6,-3.0188,161,2.32060,211,2.98557
ENSG00000151490,PTPRO,20,-1.1991,32,-0.6985,37,-0.2980,55,0.38088,59,0.46529,90,1.18073
ENSG00000023734,STRAP,124,-0.2929,131,-0.2976,152,0.02836,202,0.56460,116,-0.3964,173,0.23480
ENSG00000008394,MGST1,218,1.06937,72,-0.9856,82,-0.5275,119,0.06854,238,1.22918,84,-0.4942
ENSG00000048540,LMO3,153,-0.9248,243,-0.3005,275,-0.0120,358,0.47982,299,0.12542,353,0.39718
ENSG00000052126,PLEKHA5,39,-0.2071,38,-0.3592,55,0.33964,43,-0.0659,50,0.19520,63,0.56648
ENSG00000139154,AEBP2,31,0.41445,19,-0.5389,21,-0.1975,30,0.41349,33,0.50549,20,-0.3127
ENSG00000139155,SLCO1C1,32,0.90105,10,-1.2798,4,-2.1089,4,-2.2223,94,3.18740,6,-1.6691
ENSG00000121350,PYROXD1,13,-0.5059,15,-0.3141,44,1.55414,16,-0.1835,16,-0.1127,10,-0.8315
ENSG00000111711,GOLT1B,20,-0.5183,22,-0.5501,35,0.31161,39,0.58099,40,0.55715,23,-0.3289
ENSG00000134548,SPX,43,1.64744,19,0.33523,9,-0.8846,5,-1.7773,14,-0.2897,13,-0.4154
ENSG00000111716,LDHB,632,0.06351,495,-0.4660,644,0.09252,753,0.39647,756,0.35328,563,-0.1222
ENSG00000111726,CMAS,47,-1.7042,120,-0.4279,185,0.39974,236,0.95351,138,-0.0771,125,-0.2339
ENSG00000111728,ST8SIA1,16,-0.2978,15,-0.5808,48,1.55204,27,0.63862,7,-1.5504,9,-1.1929
ENSG00000111731,C2CD5,19,-0.8397,31,-0.1410,44,0.47480,43,0.52142,17,-0.9961,37,0.21398
ENSG00000139163,ETNK1,32,-1.5004,68,-0.4997,76,-0.1704,152,1.14979,62,-0.4925,103,0.32192
ENSG00000060982,BCAT1,12,-1.0039,20,-0.4369,79,2.12707,26,0.17424,2,-3.4104,14,-0.7894
ENSG00000205707,ETFRF1,30,-0.2179,34,-0.0157,22,-0.6962,34,-0.0419,66,1.07301,23,-0.6437
ENSG00000133703,KRAS,40,-0.4941,48,-0.3040,80,0.63480,81,0.74557,29,-0.9708,43,-0.3517
ENSG00000123095,BHLHE41,58,0.25500,40,-0.4991,51,0.03681,36,-0.5519,95,1.07138,62,0.36416
ENSG00000123096,SSPN,51,2.29293,6,-1.6051,2,-2.8490,5,-1.6508,50,2.24916,4,-1.6969
ENSG00000123104,ITPR2,45,1.90003,8,-1.3428,10,-0.6229,7,-1.3257,46,1.93435,6,-1.3177
ENSG00000111790,FGFR1OP2,42,-1.1464,78,-0.2786,78,-0.1897,124,0.65144,95,0.13820,103,0.26597
ENSG00000064115,TM7SF3,38,-0.1473,36,-0.3172,49,0.26028,54,0.50717,34,-0.3078,41,-0.0278
ENSG00000152944,MED21,22,-0.0079,22,-0.0106,26,0.22774,28,0.42040,11,-1.0521,19,-0.2476
ENSG00000211455,STK38L,15,-0.1505,16,-0.0635,14,-0.2087,18,0.17979,17,0.03693,18,0.13600
ENSG00000110841,PPFIBP1,35,-0.2720,38,-0.2170,34,-0.3178,54,0.45621,53,0.37174,37,-0.1978
ENSG00000061794,MRPS35,42,-0.1221,35,-0.5311,78,0.91081,55,0.36822,25,-0.8918,54,0.27360
ENSG00000087448,KLHL42,27,-1.2836,62,-0.0360,81,0.40920,79,0.43316,66,0.07199,48,-0.4173
ENSG00000123106,CCDC91,86,0.47426,63,-0.0356,55,-0.2429,66,0.06494,47,-0.4747,67,0.07894
ENSG00000064763,FAR2,2,-2.8924,20,0.07616,24,0.37321,31,0.91077,6,-1.6347,18,-0.1255
ENSG00000087502,ERGIC2,36,-0.3484,38,-0.3853,57,0.38545,55,0.37649,41,-0.1318,53,0.26755
ENSG00000133687,TMTC1,11,-1.2010,14,-1.0917,25,-0.0061,38,0.79940,50,1.18478,27,0.17104
ENSG00000133704,IPO8,23,0.17581,18,-0.3398,27,0.39429,25,0.29682,18,-0.1978,19,-0.1197
ENSG00000110888,CAPRIN2,23,-0.3048,18,-0.8387,38,0.52243,39,0.66508,26,-0.0839,36,0.42159
ENSG00000170456,DENND5B,29,-0.7609,38,-0.5134,56,0.25638,55,0.27702,62,0.42077,67,0.56257
ENSG00000151743,AMN1,35,-0.6006,54,0.13047,53,0.06520,64,0.41158,45,-0.2002,35,-0.6075
ENSG00000151746,BICD1,15,-0.8904,25,-0.2144,70,1.56763,34,0.35906,8,-1.7849,16,-0.8847
ENSG00000087470,DNM1L,58,-1.1703,101,-0.4579,155,0.36325,187,0.78706,113,-0.1519,135,0.13661
ENSG00000139117,CPNE8,12,-0.4300,15,-0.1716,14,-0.2408,21,0.45039,11,-0.5819,24,0.57869
ENSG00000139116,KIF21A,86,-0.9645,124,-0.5684,326,1.19960,214,0.54573,167,0.06625,98,-0.7715
ENSG00000151229,SLC2A13,46,-1.3640,81,-0.7073,193,0.91701,180,0.93457,85,-0.4213,106,-0.0762
ENSG00000188906,LRRK2,9,-0.8441,12,-0.5685,13,-0.2824,22,0.57119,17,0.07126,28,0.90794
ENSG00000018236,CNTN1,187,-0.7408,192,-0.9556,426,0.56918,553,1.21321,237,-0.3751,284,-0.0908
ENSG00000015153,YAF2,44,-0.3687,53,-0.1082,65,0.25026,73,0.49957,50,-0.1705,39,-0.5418
ENSG00000134283,PPHLN1,29,-0.6854,38,-0.4012,35,-0.4296,55,0.33677,66,0.60446,64,0.54176
ENSG00000139168,ZCRB1,116,-0.0057,119,0.04059,107,-0.1456,114,-0.0413,120,0.04527,121,0.06298
ENSG00000139174,PRICKLE1,9,-1.8530,26,-0.4061,37,0.27105,44,0.61795,36,0.21111,40,0.37546
ENSG00000151239,TWF1,29,0.02068,20,-0.7504,31,0.10422,24,-0.2723,41,0.58673,56,1.11236
ENSG00000184613,NELL2,105,-1.5028,225,-0.4923,259,-0.1222,498,1.14254,225,-0.3450,314,0.18338
ENSG00000139218,SCAF11,37,0.07603,37,0.08523,26,-0.4700,42,0.32938,35,0.00266,24,-0.6197
ENSG00000111371,SLC38A1,53,-0.4055,68,-0.0297,123,0.96915,83,0.34450,29,-1.3087,44,-0.6760
ENSG00000134294,SLC38A2,47,-0.3612,42,-0.7171,98,0.85598,98,1.00273,40,-0.5886,36,-0.7525
ENSG00000139211,AMIGO2,5,-1.6058,14,-0.1232,15,0.04036,29,1.35624,7,-1.0328,6,-1.3855
ENSG00000005175,RPAP3,8,-1.0682,16,0.09053,19,0.31737,18,0.32347,16,0.10172,10,-0.6046
ENSG00000079337,RAPGEF3,33,0.88169,17,-0.2710,18,-0.0684,9,-1.2514,36,1.05330,18,-0.0657
ENSG00000211584,SLC48A1,112,0.61532,55,-0.7131,99,0.41426,77,0.00742,120,0.72720,62,-0.3479
ENSG00000134291,TMEM106C,37,-0.5437,45,-0.3410,81,0.71115,58,0.19709,58,0.17007,51,-0.0558
ENSG00000152556,PFKM,83,-0.6297,114,-0.2050,144,0.23234,156,0.41356,113,-0.1642,139,0.16994
ENSG00000177981,ASB8,42,-0.2044,43,-0.2399,57,0.29655,67,0.64872,33,-0.5452,37,-0.3769
ENSG00000177875,CCDC184,22,-0.9503,42,0.05309,55,0.45204,50,0.35889,27,-0.6815,40,-0.0445
ENSG00000174233,ADCY6,16,0.07017,13,-0.4730,15,-0.0404,25,0.89436,12,-0.4484,13,-0.3339
ENSG00000167535,CACNB3,71,-0.6437,96,-0.2288,100,-0.0989,103,-0.0636,144,0.49025,159,0.65581
ENSG00000174243,DDX23,28,0.08069,20,-0.6599,29,0.10715,37,0.58278,36,0.43771,24,-0.2034
ENSG00000172602,RND1,31,-0.5885,29,-0.9259,55,0.30183,78,1.04331,43,-0.1049,54,0.25825
ENSG00000134287,ARF3,346,-0.4426,381,-0.4175,434,-0.0869,571,0.40970,414,-0.1634,721,0.74744
ENSG00000169884,WNT10B,24,-0.3522,23,-0.5991,45,0.64288,38,0.41261,18,-0.8001,48,0.74316
ENSG00000181418,DDN,371,0.10377,391,0.29246,192,-0.9244,171,-1.1925,620,0.96278,389,0.18194
ENSG00000181929,PRKAG1,17,-1.0213,34,0.10043,21,-0.6715,49,0.74756,27,-0.3342,29,-0.1779
ENSG00000167548,KMT2D,17,-0.4844,19,-0.4406,52,1.39257,20,-0.2168,27,0.25639,17,-0.4136
ENSG00000123416,TUBA1B,1236,-0.8352,2417,0.34518,2212,0.07709,2826,0.55040,999,-1.1595,1318,-0.7361
ENSG00000167552,TUBA1A,728,-0.4283,864,-0.2327,1122,0.25983,1225,0.46434,879,-0.1329,916,-0.0673
ENSG00000123352,SPATS2,21,-0.5959,30,-0.1237,25,-0.3275,40,0.44994,19,-0.7315,48,0.70436
ENSG00000135519,KCNH3,72,-0.8179,125,0.06284,106,-0.2133,123,0.02021,145,0.28533,148,0.31236
ENSG00000187778,MCRS1,31,-0.6538,46,-0.0115,74,0.74489,53,0.22139,41,-0.2133,31,-0.6565
ENSG00000110844,PRPF40B,22,0.43843,16,-0.1080,21,0.33945,20,0.27532,10,-0.7589,12,-0.5661
ENSG00000139644,TMBIM6,418,0.62795,229,-0.4922,299,0.07495,265,-0.1307,394,0.52615,295,0.05214
ENSG00000135472,FAIM2,289,-1.0584,538,-0.1396,652,0.21653,601,0.09494,572,0.00348,839,0.63378
ENSG00000110881,ASIC1,31,-0.0815,26,-0.5037,49,0.67571,35,0.13955,27,-0.2614,44,0.47361
ENSG00000066117,SMARCD1,21,-0.0287,15,-0.7147,18,-0.2500,29,0.56124,25,0.21608,31,0.59460
ENSG00000178449,COX14,138,-0.1990,176,0.28678,119,-0.4336,175,0.20037,137,-0.2166,120,-0.4175
ENSG00000139624,CERS5,13,-0.6195,18,-0.1698,24,0.32881,20,0.10613,22,0.20134,22,0.19278
ENSG00000161813,LARP4,22,0.84912,10,-0.5710,18,0.49218,17,0.53850,7,-0.8469,8,-0.7065
ENSG00000066084,DIP2B,20,-0.3435,21,-0.4244,30,0.32274,38,0.79697,12,-1.0686,28,0.18928
ENSG00000185432,METTL7A,256,1.35549,73,-0.9731,70,-0.7898,45,-1.5696,367,2.06227,81,-0.5599
ENSG00000110911,SLC11A2,27,-0.1711,29,-0.0471,44,0.62446,35,0.27974,13,-1.2270,28,-0.1053
ENSG00000050426,LETMD1,30,-0.7761,54,0.20368,47,-0.1016,55,0.17096,38,-0.4337,58,0.22988
ENSG00000110925,CSRNP2,13,-1.3141,23,-0.5678,36,0.25965,54,1.15499,16,-0.9237,35,0.24909
ENSG00000135457,TFCP2,19,-0.4139,20,-0.4746,39,0.79489,29,0.34977,17,-0.5101,30,0.33881
ENSG00000184271,POU6F1,22,-0.2095,23,-0.2176,20,-0.3450,25,-0.0260,27,0.14592,41,0.78715
ENSG00000183283,DAZAP2,125,0.10220,87,-0.6710,164,0.54164,119,0.02144,167,0.57398,135,0.22278
ENSG00000050438,SLC4A8,13,-1.7811,31,-0.6494,70,0.83439,65,0.84099,31,-0.4858,51,0.32587
ENSG00000196876,SCN8A,37,-1.3497,80,-0.2360,114,0.41088,138,0.85768,59,-0.6283,79,-0.1817
ENSG00000135503,ACVR1B,13,-1.9824,44,-0.2151,47,-0.0354,68,0.66130,41,-0.2579,68,0.57098
ENSG00000161835,GRASP,40,-0.8565,65,-0.1279,66,-0.0710,85,0.39327,59,-0.2292,92,0.47597
ENSG00000123358,NR4A1,16,0.05539,13,-0.3355,19,0.32645,28,1.12415,1,-3.9892,11,-0.5877
ENSG00000123395,ATG101,20,-0.8237,28,-0.4088,62,1.00337,39,0.25834,23,-0.5913,43,0.37049
ENSG00000063046,EIF4B,140,-0.1879,155,-0.0424,197,0.35705,193,0.37134,98,-0.7440,137,-0.2214
ENSG00000167778,SPRYD3,149,-0.8762,227,-0.3315,334,0.39458,297,0.23071,321,0.32863,314,0.29396
ENSG00000167779,IGFBP6,31,-0.2936,34,-0.2352,46,0.32529,38,0.01629,36,-0.0639,51,0.49272
ENSG00000139631,CSAD,15,-0.1290,18,0.23408,8,-1.1351,21,0.43957,13,-0.3918,15,-0.1883
ENSG00000182544,MFSD5,23,0.18494,9,-1.5115,31,0.65674,27,0.49592,36,0.91200,24,0.23581
ENSG00000123349,PFDN5,677,0.30694,683,0.51633,475,-0.2625,467,-0.3214,398,-0.5379,383,-0.5960
ENSG00000139637,C12orf10,60,-0.1786,69,0.07998,74,0.15829,66,-0.0310,55,-0.3139,73,0.12818
ENSG00000205352,PRR13,67,-0.4170,79,-0.2450,87,-0.0005,103,0.30939,96,0.15657,102,0.24660
ENSG00000197111,PCBP2,324,0.04640,260,-0.4334,320,0.02377,377,0.33032,391,0.34970,321,0.03002
ENSG00000139625,MAP3K12,28,-0.5155,38,-0.1022,42,0.09576,50,0.44633,39,-0.0284,34,-0.2343
ENSG00000135390,ATP5MC2,256,-0.0901,334,0.53944,206,-0.4325,224,-0.3405,283,0.06976,184,-0.6070
ENSG00000012822,CALCOCO1,22,-1.2724,47,-0.1380,77,0.72806,56,0.23290,47,-0.0928,51,0.02997
ENSG00000123415,SMUG1,19,0.03829,16,-0.4035,18,-0.0914,21,0.23638,32,0.87501,13,-0.5342
ENSG00000094916,CBX5,100,0.22569,78,-0.2354,112,0.42075,78,-0.1912,95,0.14957,91,0.07279
ENSG00000135486,HNRNPA1,336,0.04406,313,-0.1023,381,0.24795,315,-0.0655,325,-0.0099,344,0.08368
ENSG00000111481,COPZ1,57,-0.5271,76,-0.1091,88,0.14514,88,0.16764,105,0.43615,70,-0.2203
ENSG00000161642,ZNF385A,58,0.53048,43,0.05957,77,1.00951,18,-1.3717,51,0.30505,25,-0.7957
ENSG00000123360,PDE1B,42,-0.9177,64,-0.3904,69,-0.1582,80,0.08659,94,0.34308,140,1.01592
ENSG00000135447,PPP1R1A,73,-0.6591,105,-0.1403,69,-0.7519,82,-0.5357,178,0.77988,210,1.06086
ENSG00000135426,TESPA1,55,-1.0800,101,-0.2056,59,-0.9576,111,0.00884,171,0.72076,192,0.92154
ENSG00000135424,ITGA7,25,0.43373,13,-0.8224,11,-0.8607,8,-1.3598,74,2.42650,14,-0.4473
ENSG00000135441,BLOC1S1,250,0.26103,239,0.28945,161,-0.4397,163,-0.4694,201,-0.0930,235,0.16130
ENSG00000135404,CD63,326,0.25936,238,-0.3519,249,-0.1733,257,-0.1362,481,0.91697,252,-0.1493
ENSG00000135414,GDF11,19,-0.1817,21,-0.0121,20,-0.1102,10,-1.2358,24,0.20390,46,1.25889
ENSG00000205323,SARNP,77,-0.0178,66,-0.3954,100,0.38960,87,0.18530,77,-0.0246,92,0.26601
ENSG00000135392,DNAJC14,17,-0.1809,16,-0.4060,29,0.68328,23,0.34831,19,0.02869,15,-0.3268
