Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000165264,NDUFB6,30,-2.6410,65,-1.4994,184,0.11732,241,0.56515,158,-0.1517,351,1.23681,192,0.18589,163,-0.0774
ENSG00000086061,DNAJA1,882,1.47089,208,-0.9508,290,-0.4331,449,0.27245,413,0.15195,273,-0.5313,254,-0.6430,244,-0.7021
ENSG00000122692,SMU1,46,-0.0058,53,0.21129,48,0.06438,43,-0.1175,69,0.79351,29,-0.7225,31,-0.6025,27,-0.8165
ENSG00000107262,BAG1,30,-1.6886,102,0.20192,107,0.27833,104,0.23567,77,-0.2847,107,0.28186,61,-0.6210,146,0.81192
ENSG00000086065,CHMP5,30,-2.0740,134,0.22813,130,0.17532,109,-0.1115,144,0.40599,117,0.00460,118,0.01972,123,0.09174
ENSG00000010438,PRSS3,30,-0.8639,0,-7.0110,58,0.18524,69,0.45566,54,0.07836,70,0.48998,49,-0.0909,84,0.79136
ENSG00000107341,UBE2R2,30,-1.6543,78,-0.1813,100,0.20860,128,0.63087,120,0.60989,89,0.02246,67,-0.4285,57,-0.6699
ENSG00000137073,UBAP2,30,-0.6925,90,1.12117,39,-0.2866,45,-0.0679,35,-0.4784,40,-0.2566,62,0.46243,43,-0.1206
ENSG00000165006,UBAP1,30,-0.8857,42,-0.3759,69,0.43216,46,-0.2091,46,-0.2400,94,0.96511,59,0.17276,44,-0.2957
ENSG00000164970,FAM219A,30,-1.3999,49,-0.6539,86,0.23740,119,0.79113,112,0.81354,39,-1.0171,51,-0.6041,71,-0.0691
ENSG00000168913,ENHO,30,-3.2492,156,-0.8010,285,0.15170,229,-0.1987,149,-0.9668,332,0.40445,550,1.29896,457,0.95654
ENSG00000137100,DCTN3,30,-2.1860,49,-1.4451,145,0.23616,189,0.67386,130,0.06363,218,0.92607,88,-0.5577,153,0.31572
ENSG00000147955,SIGMAR1,30,-0.3601,27,-0.5340,27,-0.5357,59,0.74467,56,0.78037,12,-1.7735,53,0.56396,20,-1.0005
ENSG00000187186,AL162231.1,30,-1.0945,36,-0.8285,106,0.94568,67,0.15280,56,-0.1622,67,0.15276,46,-0.4436,84,0.53471
ENSG00000122733,PHF24,30,-2.2068,30,-2.2080,189,0.65321,146,0.22432,203,0.93311,119,-0.1166,71,-0.9189,158,0.34758
ENSG00000165280,VCP,45,-1.6710,95,-0.5516,164,0.32881,170,0.38637,206,0.85416,67,-1.0717,120,-0.1839,135,0.00826
ENSG00000165283,STOML2,31,-1.0325,53,-0.2137,48,-0.3617,79,0.42872,71,0.28094,109,0.97820,52,-0.2639,34,-0.8978
ENSG00000198722,UNC13B,30,-0.3756,62,0.82892,34,-0.1850,17,-1.2619,54,0.69150,21,-0.8888,42,0.16481,27,-0.5245
ENSG00000198853,RUSC2,30,-1.3396,35,-1.1004,157,1.36694,73,0.03862,85,0.32698,50,-0.5733,50,-0.5679,78,0.14139
ENSG00000107140,TESK1,45,-0.2235,36,-0.5815,40,-0.4229,26,-1.0717,108,1.55929,17,-1.7440,60,0.21401,30,-0.8449
ENSG00000159884,CCDC107,30,-0.5088,70,0.87322,29,-0.5320,48,0.23940,56,0.58721,49,0.29318,12,-1.8615,21,-1.0117
ENSG00000198467,TPM2,30,-1.9692,816,5.30452,3,-5.3121,16,-2.8420,20,-2.6933,42,-1.4528,19,-2.6043,10,-3.4867
ENSG00000107175,CREB3,30,-1.2804,101,0.64836,58,-0.2621,87,0.40241,67,-0.0413,74,0.12338,52,-0.4250,79,0.24124
ENSG00000070610,GBA2,30,-1.1865,58,-0.1788,121,1.07873,71,0.16723,79,0.38254,50,-0.4122,47,-0.4817,44,-0.5808
ENSG00000137133,HINT2,30,-0.3513,54,0.60928,58,0.73335,9,-2.1202,22,-0.8796,47,0.39086,43,0.21760,50,0.48017
ENSG00000137103,TMEM8B,30,-1.3179,40,-0.8902,96,0.51807,72,0.04156,90,0.46972,66,-0.1040,66,-0.0914,83,0.26479
ENSG00000122705,CLTA,41,-2.4784,145,-0.5971,341,0.80592,241,0.21547,304,0.71473,143,-0.6135,158,-0.4646,224,0.09590
ENSG00000137075,RNF38,30,-0.8741,35,-0.6286,109,1.25267,69,0.45368,57,0.15363,39,-0.4623,39,-0.4715,37,-0.5503
ENSG00000281649,EBLN3P,30,-0.6909,27,-0.8689,84,1.00060,45,-0.0508,61,0.51660,33,-0.5335,20,-1.3060,58,0.36388
ENSG00000137106,GRHPR,350,2.67227,19,-2.2713,28,-1.7162,47,-0.9591,79,-0.1836,78,-0.1738,64,-0.5011,41,-1.1782
ENSG00000175768,TOMM5,30,-1.5441,65,-0.3654,33,-1.3853,121,0.64939,88,0.15034,110,0.49667,79,-0.0574,120,0.63908
ENSG00000107282,APBA1,696,2.93532,18,-3.2792,113,-0.5357,84,-0.9935,108,-0.6703,135,-0.2555,93,-0.8255,67,-1.3362
ENSG00000188647,PTAR1,30,-0.4295,87,1.37832,16,-1.3338,19,-1.1094,18,-1.3283,15,-1.4883,140,2.37547,10,-2.0370
ENSG00000119138,KLF9,31,-1.5909,175,1.16228,60,-0.6047,140,0.76442,102,0.25626,89,0.00282,69,-0.3948,30,-1.6659
ENSG00000119125,GDA,32,-2.8759,53,-2.1407,224,0.05242,532,1.58174,350,0.96406,153,-0.5512,111,-1.0490,147,-0.6203
ENSG00000107372,ZFAND5,777,1.33378,148,-1.3803,293,-0.3294,385,0.10724,452,0.43930,270,-0.4596,244,-0.6146,218,-0.7900
ENSG00000198963,RORB,30,-0.2024,5,-2.8671,41,0.29554,43,0.36809,31,-0.1619,15,-1.2389,65,1.09824,46,0.47921
ENSG00000135002,RFK,30,-2.1815,37,-1.8695,160,0.37989,218,0.91489,174,0.61701,123,-0.0523,89,-0.5538,136,0.10832
ENSG00000106772,PRUNE2,1059,3.36619,66,-1.7658,150,-0.5183,63,-1.8306,146,-0.6335,25,-3.2039,101,-1.1318,121,-0.8621
ENSG00000197969,VPS13A,30,-1.2635,29,-1.3268,177,1.70492,87,0.41264,46,-0.6858,81,0.29041,73,0.12641,41,-0.7911
ENSG00000156052,GNAQ,30,-3.0498,114,-1.0766,239,0.08472,350,0.73024,253,0.20794,351,0.73433,205,-0.1617,244,0.11998
ENSG00000135069,PSAT1,30,-1.2458,62,-0.1246,8,-3.1602,59,-0.2091,52,-0.4514,96,0.59365,184,1.81091,60,-0.1811
ENSG00000196781,TLE1,30,-1.3025,95,0.51126,60,-0.2413,110,0.77391,81,0.28094,87,0.37251,59,-0.2513,23,-1.7097
ENSG00000135018,UBQLN1,30,-2.3769,109,-0.4328,195,0.51150,116,-0.3374,215,0.81275,151,0.09023,154,0.12150,102,-0.5398
ENSG00000165119,HNRNPK,37,-3.4090,401,0.16699,357,-0.0211,429,0.27680,482,0.55414,399,0.15788,373,0.04867,299,-0.3081
ENSG00000148053,NTRK2,90,-2.3328,440,0.09122,402,-0.0537,300,-0.5195,451,0.15161,321,-0.4147,912,1.36414,376,-0.1619
ENSG00000135049,AGTPBP1,30,-0.9200,85,0.74940,75,0.54106,33,-0.7559,54,0.01584,41,-0.4316,45,-0.2840,68,0.37543
ENSG00000135052,GOLM1,30,-2.0380,127,0.18336,72,-0.7219,105,-0.1293,187,1.00297,67,-0.8257,174,0.71434,75,-0.6669
ENSG00000135070,ISCA1,30,-2.1909,79,-0.7307,199,0.75911,161,0.39793,162,0.47934,161,0.40128,91,-0.5241,92,-0.5087
ENSG00000196730,DAPK1,30,-0.6440,5,-3.2048,54,0.28537,90,1.17725,64,0.67922,18,-1.4374,48,0.09217,34,-0.4398
ENSG00000135047,CTSL,30,-0.4561,49,0.34864,58,0.61919,5,-3.0748,69,1.12061,18,-1.1941,31,-0.3832,29,-0.5035
ENSG00000106723,SPIN1,367,0.93176,102,-1.1382,193,-0.1487,331,0.74836,237,0.21594,135,-0.7085,180,-0.2617,122,-0.8652
ENSG00000148082,SHC3,740,2.27055,96,-1.2713,179,-0.3178,122,-0.9075,88,-1.5275,245,0.18723,180,-0.3101,225,0.05001
ENSG00000187742,SECISBP2,30,-0.4044,35,-0.1620,71,1.03321,31,-0.3239,55,0.68809,40,0.04377,14,-1.5038,16,-1.3375
ENSG00000187764,SEMA4D,30,-0.5884,41,-0.0950,64,0.64757,45,0.04104,57,0.51584,25,-0.8538,31,-0.5240,41,-0.0750
ENSG00000165023,DIRAS2,30,-2.3586,17,-3.1431,199,0.56416,76,-0.9730,302,1.65277,52,-1.5557,46,-1.7126,249,0.96039
ENSG00000090054,SPTLC1,548,3.83299,30,-1.7608,28,-1.8524,43,-1.2274,56,-0.8974,25,-2.0315,51,-0.9561,14,-2.8844
ENSG00000196305,IARS,33,-1.0627,49,-0.4593,99,0.68163,98,0.66617,96,0.73609,18,-2.0039,71,0.12938,32,-1.1108
ENSG00000185963,BICD2,304,2.90235,66,-0.0799,46,-0.6501,47,-0.6245,27,-1.5799,61,-0.2095,35,-1.0799,13,-2.4901
ENSG00000165238,WNK2,30,-1.6728,13,-2.8559,126,0.57454,117,0.45058,122,0.61743,132,0.66234,57,-0.7107,81,-0.1443
ENSG00000188938,FAM120AOS,874,4.29049,60,-1.2746,45,-1.6977,39,-1.9318,46,-1.8120,66,-1.1357,24,-2.6200,28,-2.3940
ENSG00000048828,FAM120A,30,-1.2488,92,0.51822,52,-0.4077,112,0.85853,78,0.28678,21,-1.7660,73,0.13714,68,0.02079
ENSG00000182150,ERCC6L2,30,-0.4085,59,0.69428,19,-1.0805,40,0.04453,66,1.07262,9,-2.1084,38,-0.0353,22,-0.8837
ENSG00000130956,HABP4,72,-1.0165,45,-1.7246,211,0.70986,201,0.62822,151,0.17525,90,-0.6819,137,-0.0063,182,0.46104
ENSG00000136842,TMOD1,30,-0.9136,34,-0.7132,59,0.15152,78,0.61889,51,-0.0777,85,0.77115,65,0.31003,29,-0.9460
ENSG00000136938,ANP32B,30,-1.1406,206,2.19513,35,-0.9011,25,-1.3816,28,-1.3246,37,-0.8165,84,0.49411,87,0.55814
ENSG00000136928,GABBR2,43,-2.9122,39,-3.0373,475,0.79954,455,0.72353,527,1.19876,231,-0.3920,177,-0.8095,184,-0.7480
ENSG00000106803,SEC61B,139,0.68706,145,0.75968,56,-0.7774,76,-0.3018,64,-0.6393,151,0.83211,95,0.05560,38,-1.3821
ENSG00000241697,TMEFF1,30,-1.9711,17,-2.8059,195,0.99284,104,-0.0733,203,1.30244,73,-0.6354,54,-1.1000,101,-0.1196
ENSG00000165152,TMEM246,30,-2.0031,25,-2.2611,165,0.65392,242,1.34621,194,1.14929,54,-1.1200,42,-1.5003,54,-1.1243
ENSG00000155827,RNF20,30,-0.8385,102,1.17543,50,-0.0279,44,-0.2318,46,-0.1843,60,0.26642,44,-0.2369,37,-0.4931
ENSG00000070214,SLC44A1,30,-1.1023,124,1.21778,54,-0.2036,62,0.01783,52,-0.2849,32,-1.0160,80,0.45799,63,0.05262
ENSG00000106701,FSD1L,30,-0.3473,7,-2.4150,54,0.62368,34,-0.1531,50,0.58350,23,-0.7539,34,-0.1374,52,0.54505
ENSG00000119318,RAD23B,30,-2.2116,102,-0.3671,163,0.39437,200,0.75180,181,0.67523,124,-0.0525,44,-1.6568,128,0.00388
ENSG00000070061,ELP1,165,1.61755,38,-0.8708,58,-0.1966,46,-0.5799,81,0.39590,24,-1.5531,62,-0.0965,38,-0.8576
ENSG00000106771,TMEM245,30,-1.9863,155,0.56729,148,0.48985,93,-0.2720,149,0.59633,99,-0.1703,110,-0.0027,57,-1.0361
ENSG00000260230,FRRS1L,235,0.01673,91,-1.4502,246,0.09373,466,1.19649,258,0.19598,270,0.24399,159,-0.6029,109,-1.1869
ENSG00000095203,EPB41L4B,30,-1.5051,16,-2.4332,62,-0.4048,205,1.67658,85,0.11814,126,0.76589,74,-0.1096,34,-1.3221
ENSG00000070159,PTPN3,30,-0.6102,22,-1.0581,36,-0.3058,104,1.49045,56,0.43894,67,0.70111,12,-2.0186,15,-1.6656
ENSG00000157654,PALM2-AKAP2,34,-1.3463,96,0.24318,152,1.03789,143,0.92621,76,-0.1473,48,-0.8556,33,-1.3947,84,0.02768
ENSG00000136810,TXN,650,1.29266,178,-0.8656,203,-0.6580,361,0.26237,267,-0.2583,429,0.54977,193,-0.7371,222,-0.5168
ENSG00000198121,LPAR1,30,-0.0697,50,0.74473,15,-1.1560,1,-4.7769,10,-1.9413,8,-1.9670,6,-2.4159,156,3.22916
ENSG00000136813,ECPAS,525,2.27298,74,-1.1584,108,-0.5631,111,-0.5283,150,-0.0551,91,-0.8398,75,-1.1355,108,-0.5672
ENSG00000173258,ZNF483,253,-0.3782,89,-1.9630,490,0.71208,442,0.53740,389,0.37110,316,-0.0225,262,-0.3225,252,-0.3841
ENSG00000242616,GNG10,30,-1.7154,90,-0.0354,46,-1.0835,127,0.53360,100,0.16149,126,0.51973,109,0.28731,98,0.11469
ENSG00000148154,UGCG,30,-0.5935,34,-0.3790,88,1.19621,29,-0.6657,59,0.59648,33,-0.4379,13,-1.7786,47,0.10918
ENSG00000148153,INIP,30,-0.4695,19,-1.1935,65,0.80013,44,0.15839,50,0.42073,56,0.55080,16,-1.4195,32,-0.3710
ENSG00000148218,ALAD,30,-0.5482,76,0.99099,32,-0.4255,49,0.23269,36,-0.2779,33,-0.3978,44,0.06035,44,0.07522
ENSG00000148229,POLE3,30,-0.2516,13,-1.5302,30,-0.2228,65,1.03670,36,0.02627,35,-0.0035,28,-0.3277,43,0.33042
ENSG00000136888,ATP6V1G1,30,-2.3829,136,-0.0832,210,0.62875,147,0.03718,178,0.41129,138,-0.0662,162,0.19308,114,-0.3669
ENSG00000157693,TMEM268,30,-0.8176,16,-1.7021,118,1.47435,69,0.52158,66,0.50892,42,-0.2978,11,-2.2636,36,-0.5208
ENSG00000078725,BRINP1,402,2.18606,17,-2.9984,90,-0.5026,122,-0.0096,152,0.40730,77,-0.7444,49,-1.4095,45,-1.5358
ENSG00000106780,MEGF9,245,1.68099,71,-0.4568,86,-0.1487,81,-0.2473,95,0.00487,37,-1.4560,80,-0.2670,62,-0.6597
ENSG00000119402,FBXW2,31,-0.4602,58,0.56656,50,0.30238,78,1.08630,38,-0.1490,24,-0.8254,24,-0.8157,30,-0.5212
ENSG00000119396,RAB14,227,0.81111,93,-0.6479,149,0.09743,145,0.06344,167,0.33617,90,-0.7015,152,0.14036,69,-1.0968
ENSG00000148180,GSN,30,-2.0889,637,3.58150,17,-2.9362,19,-2.7340,43,-1.6851,66,-0.9050,147,0.36678,58,-1.1157
ENSG00000148175,STOM,30,-1.9414,456,2.84649,35,-1.7082,58,-0.9541,32,-1.9815,79,-0.4763,206,1.12253,32,-1.8389
ENSG00000136848,DAB2IP,30,-0.9788,71,0.37610,65,0.24621,74,0.46130,60,0.13480,40,-0.5250,47,-0.2721,57,0.01745
ENSG00000119421,NDUFA8,244,0.75774,61,-1.4508,193,0.35644,206,0.46605,122,-0.4327,179,0.22849,145,-0.1095,126,-0.3320
ENSG00000119446,RBM18,30,-0.7902,22,-1.2203,92,1.04190,63,0.38584,66,0.53786,57,0.22685,22,-1.2802,30,-0.8033
ENSG00000056586,RC3H2,30,-1.0526,8,-2.9831,43,-0.4793,77,0.44984,69,0.29711,91,0.73300,86,0.62142,56,-0.0710
ENSG00000011454,RABGAP1,30,-1.8272,134,0.50271,65,-0.6487,103,0.06976,161,0.98359,70,-0.5493,80,-0.3269,85,-0.2457
ENSG00000165209,STRBP,30,-1.1436,25,-1.4246,130,1.25077,83,0.47506,71,0.24794,36,-0.8714,32,-1.0462,85,0.50097
ENSG00000119522,DENND1A,30,-0.2680,27,-0.4357,34,-0.0807,46,0.43216,47,0.52521,17,-1.1362,36,0.04472,36,0.01216
ENSG00000106689,LHX2,30,-1.7297,35,-1.4889,82,-0.1867,90,-0.0474,112,0.36095,91,-0.0260,203,1.36273,77,-0.2832
ENSG00000136930,PSMB7,30,-2.4222,57,-1.4831,187,0.36394,236,0.75760,173,0.26610,161,0.11562,157,0.07011,176,0.26216
ENSG00000136942,RPL35,898,0.08928,1569,1.04360,611,-0.5276,543,-0.7105,505,-0.9105,826,-0.0473,994,0.25493,1205,0.57895
ENSG00000136950,ARPC5L,30,-2.1831,33,-2.0424,152,0.31550,153,0.32263,168,0.56503,246,1.15270,76,-0.7864,104,-0.3064
ENSG00000173611,SCAI,30,-0.8192,3,-3.8368,117,1.45506,36,-0.5163,75,0.78018,39,-0.3894,37,-0.4997,42,-0.3017
ENSG00000119414,PPP6C,30,-1.2467,70,0.07680,87,0.42139,52,-0.4136,88,0.53269,80,0.28300,54,-0.3388,54,-0.3398
ENSG00000044574,HSPA5,405,1.27621,239,0.34737,134,-0.5788,189,-0.0328,201,0.07124,143,-0.4843,156,-0.3427,72,-1.5235
ENSG00000119487,MAPKAP1,30,-0.4974,31,-0.4390,37,-0.1443,70,0.89991,47,0.24689,32,-0.3921,36,-0.2113,39,-0.0778
ENSG00000197958,RPL12,30,-3.6867,1048,1.99007,314,-0.1767,240,-0.6038,142,-1.5243,290,-0.3021,539,0.72002,410,0.25573
ENSG00000148356,LRSAM1,30,-0.3928,40,0.06547,70,1.01042,35,-0.1386,59,0.85758,11,-1.8293,26,-0.6102,15,-1.4589
ENSG00000136854,STXBP1,697,0.08475,158,-2.1974,622,-0.0996,966,0.63192,1119,1.07550,503,-0.4376,295,-1.2602,475,-0.5283
ENSG00000136807,CDK9,140,1.70374,48,-0.1928,14,-1.9956,53,-0.0321,77,0.69804,26,-1.0928,25,-1.1763,23,-1.3018
ENSG00000106992,AK1,30,-1.7662,106,0.18415,144,0.70342,83,-0.2046,90,-0.0994,86,-0.1520,122,0.41395,101,0.10904
ENSG00000160408,ST6GALNAC6,30,-2.3560,184,0.43301,192,0.50703,132,-0.1053,109,-0.4614,132,-0.1071,183,0.42409,200,0.57927
ENSG00000136908,DPM2,30,-0.2008,0,-6.2259,41,0.31657,42,0.34698,61,1.20759,18,-0.9357,22,-0.6664,29,-0.2272
ENSG00000167106,FAM102A,200,1.50264,49,-0.8604,58,-0.5864,78,-0.1369,57,-0.6821,85,0.01674,112,0.45858,65,-0.4264
ENSG00000148339,SLC25A25,443,3.64495,23,-1.8882,44,-0.9339,34,-1.3416,41,-1.1308,44,-0.9519,27,-1.6844,25,-1.7662
ENSG00000148334,PTGES2,30,-2.0289,77,-0.6095,102,-0.1679,119,0.08819,181,0.94300,132,0.24956,64,-0.8936,133,0.25979
ENSG00000171159,C9orf16,30,-3.7762,189,-1.0673,311,-0.2920,551,0.65103,356,-0.0872,673,1.00426,373,0.00029,518,0.54672
ENSG00000148337,CIZ1,153,1.65134,48,-0.3460,40,-0.6262,41,-0.6098,67,0.19853,43,-0.5232,46,-0.4068,35,-0.8510
ENSG00000106976,DNM1,100,-3.2446,244,-1.9325,1208,0.56936,1189,0.54298,1608,1.32130,841,-0.0306,429,-1.0866,490,-0.8806
ENSG00000167110,GOLGA2,30,-0.7554,47,-0.0416,79,0.81765,54,0.18575,52,0.11445,35,-0.5273,24,-1.1111,64,0.46335
ENSG00000167112,TRUB2,30,-0.9911,52,-0.1301,63,0.18012,64,0.20006,76,0.58430,41,-0.4948,40,-0.5534,66,0.24260
ENSG00000167113,COQ4,30,-0.8725,22,-1.3536,63,0.30180,84,0.79997,54,0.04724,69,0.45819,64,0.33724,31,-0.8150
ENSG00000167114,SLC27A4,138,1.29110,12,-2.4967,81,0.36555,62,-0.0776,78,0.34903,55,-0.2743,39,-0.8012,42,-0.6868
ENSG00000197694,SPTAN1,162,-1.4248,429,0.08968,536,0.45965,546,0.48995,453,0.20782,411,0.01917,335,-0.3094,329,-0.3391
ENSG00000119335,SET,30,-3.0889,308,0.46476,226,-0.0470,234,0.00855,270,0.27979,350,0.68347,235,0.01695,171,-0.4893
ENSG00000160445,ZER1,697,2.52229,33,-2.6280,182,-0.0273,111,-0.7990,184,-0.0068,135,-0.4969,78,-1.3379,60,-1.7407
ENSG00000107021,TBC1D13,30,-0.6771,40,-0.2207,39,-0.2630,101,1.34746,37,-0.4044,45,-0.0199,23,-1.0713,63,0.51466
ENSG00000167136,ENDOG,310,2.91591,31,-1.2626,52,-0.4981,45,-0.7014,40,-0.9804,41,-0.8442,44,-0.7363,32,-1.2183
ENSG00000136802,LRRC8A,30,-1.2972,73,0.08894,64,-0.1245,35,-1.0772,73,0.09607,66,-0.0672,178,1.66856,31,-1.2312
ENSG00000148341,SH3GLB2,30,-2.6592,106,-0.7763,192,0.16390,298,0.91584,231,0.55828,187,0.12697,138,-0.3633,147,-0.2669
ENSG00000095321,CRAT,396,3.10075,11,-3.0760,80,-0.0825,62,-0.4913,53,-0.8242,30,-1.5841,40,-1.1597,37,-1.2862
ENSG00000119383,PTPA,30,-2.4690,154,0.02071,217,0.58897,177,0.24272,185,0.36785,158,0.06334,104,-0.6068,161,0.09134
ENSG00000136827,TOR1A,30,-0.2868,25,-0.5469,48,0.49168,66,1.04409,51,0.68832,18,-1.0728,26,-0.4797,6,-2.5989
ENSG00000136819,C9orf78,30,-1.5463,86,0.07999,114,0.55654,126,0.72646,77,-0.1164,89,0.13301,48,-0.8424,89,0.14288
ENSG00000187239,FNBP1,30,-0.7087,116,1.57663,27,-0.8521,51,0.11980,31,-0.7173,20,-1.3308,93,1.15893,25,-0.9843
ENSG00000148358,GPR107,311,2.90438,26,-1.5169,52,-0.5027,74,0.07329,49,-0.6688,21,-1.8781,40,-0.9086,19,-2.0265
ENSG00000107130,NCS1,503,0.68068,150,-1.2561,244,-0.5050,455,0.50593,320,-0.0836,401,0.29407,338,0.01312,284,-0.2623
ENSG00000130707,ASS1,30,-1.2495,74,0.16594,148,1.37525,75,0.18997,81,0.35495,31,-1.2077,25,-1.5274,58,-0.2206
ENSG00000126878,AIF1L,30,-0.6669,184,2.67310,9,-2.4017,4,-3.5346,26,-0.9925,7,-2.8436,31,-0.6242,96,1.27262
ENSG00000130723,PRRC2B,129,-0.7014,84,-1.3479,239,0.28124,244,0.31536,265,0.53099,213,0.09380,178,-0.1941,194,-0.0620
ENSG00000130717,UCK1,30,-0.2331,41,0.28741,22,-0.6716,32,-0.1162,36,0.09279,51,0.65200,17,-1.1016,45,0.41199
ENSG00000107263,RAPGEF1,30,-1.1316,71,0.21611,74,0.28191,96,0.72250,33,-1.0649,87,0.55501,72,0.23465,63,0.02441
ENSG00000107290,SETX,877,3.85143,156,0.04841,24,-2.7639,37,-2.1449,46,-1.9807,66,-1.2916,61,-1.4030,48,-1.7699
ENSG00000165699,TSC1,30,-0.6367,35,-0.4087,41,-0.1503,63,0.56003,53,0.31718,47,0.08690,39,-0.2155,43,-0.0795
ENSG00000160271,RALGDS,30,-0.3383,37,-4.8525,28,-0.4378,59,0.77234,48,0.48994,19,-1.0533,29,-0.3985,36,-0.0353
ENSG00000148296,SURF6,30,-0.6805,64,0.53250,39,-0.2775,42,-0.1497,51,0.17614,28,-0.8096,31,-0.6418,82,0.95454
ENSG00000148303,RPL7A,223,-1.4245,1063,1.10619,564,0.02204,505,-0.1570,395,-0.6094,643,0.23530,608,0.14299,615,0.16270
ENSG00000148290,SURF1,30,-0.5353,25,-0.7915,13,-1.7754,39,-0.1287,46,0.17229,69,0.83590,68,0.81241,41,-0.0243
ENSG00000148248,SURF4,30,-1.4120,58,-0.4068,38,-1.0645,80,0.11813,147,1.42738,74,-0.0229,57,-0.4273,43,-0.8706
ENSG00000235106,BRD3OS,30,-0.8840,36,-0.5862,87,0.84875,61,0.22486,57,0.13728,57,0.13484,49,-0.1277,41,-0.4089
ENSG00000169925,BRD3,30,-0.5845,87,1.19131,48,0.16177,52,0.29319,39,-0.1906,31,-0.5203,18,-1.3099,46,0.08553
ENSG00000186350,RXRA,30,-0.7327,49,0.04579,69,0.60021,18,-1.5074,37,-0.4608,27,-0.8974,106,1.37589,58,0.31541
ENSG00000130558,OLFM1,889,-0.4947,290,-2.1909,997,-0.3141,1747,0.60932,1851,0.84597,1740,0.60187,683,-0.9030,861,-0.5444
ENSG00000107147,KCNT1,30,-0.2659,27,-0.4327,46,0.42661,25,-0.5529,58,1.01064,32,-0.1380,21,-0.7874,20,-0.8742
ENSG00000130559,CAMSAP1,30,-1.1149,34,-0.9194,48,-0.3894,92,0.66726,98,0.93236,59,-0.0563,44,-0.5343,50,-0.3190
ENSG00000130560,UBAC1,37,-0.4145,24,-1.0663,32,-0.6481,23,-1.1019,88,1.26863,55,0.23854,19,-1.3979,64,0.46904
ENSG00000148411,NACC2,30,-1.6732,144,0.80239,45,-1.0668,68,-0.4235,73,-0.3485,96,0.12680,180,1.20534,92,0.05070
ENSG00000238227,TMEM250,32,-0.4313,17,-1.3984,18,-1.3109,107,1.62607,57,0.57335,18,-1.3393,26,-0.7468,49,0.24215
ENSG00000160360,GPSM1,684,3.65230,39,-1.7913,37,-1.8483,106,-0.2440,61,-1.2162,25,-2.4355,59,-1.1655,44,-1.5807
ENSG00000165688,PMPCA,30,-0.5079,24,-0.8573,39,-0.1008,43,0.07689,66,0.92566,29,-0.5401,38,-0.1249,37,-0.1702
ENSG00000148396,SEC16A,30,-0.5107,10,-2.0918,16,-1.4663,71,0.90190,63,0.84407,31,-0.4433,51,0.34730,36,-0.2050
ENSG00000172889,EGFL7,46,-1.5053,313,1.66115,126,0.04427,86,-0.5508,143,0.29340,105,-0.2365,49,-1.4071,89,-0.4957
ENSG00000165716,DIPK1B,30,-1.0386,67,0.23427,134,1.44058,28,-1.1377,88,0.82170,31,-0.9958,27,-1.1866,32,-0.9498
ENSG00000244187,TMEM141,45,-0.3657,27,-1.1245,80,0.58704,39,-0.5624,46,-0.3493,65,0.22629,61,0.11831,97,0.91737
ENSG00000196642,RABL6,30,-2.1052,83,-0.5781,72,-0.7846,177,0.66342,139,0.29969,173,0.62451,95,-0.3589,162,0.50912
ENSG00000232434,AJM1,34,-0.6417,14,-1.9622,70,0.52457,61,0.29347,58,0.23016,44,-0.2156,56,0.16088,64,0.36527
ENSG00000054148,PHPT1,30,-2.5229,213,0.49324,87,-0.9366,172,0.13593,107,-0.6924,285,1.00339,221,0.55552,201,0.39549
ENSG00000107223,EDF1,68,-2.1509,242,-0.2225,342,0.34589,324,0.25341,241,-0.2575,469,0.88460,257,-0.1217,314,0.20107
ENSG00000159069,FBXW5,266,1.38785,98,-0.3154,115,-0.0649,105,-0.2051,91,-0.4872,124,0.06045,81,-0.6221,105,-0.2035
ENSG00000107317,PTGDS,75,-4.2185,5954,3.14940,364,-1.9092,405,-1.7504,385,-1.9692,1492,0.28064,1546,0.33963,713,-0.8939
ENSG00000148362,PAXX,30,-0.5105,14,-1.6929,34,-0.3159,34,-0.3105,47,0.22990,36,-0.1986,46,0.16889,85,1.23132
ENSG00000107331,ABCA2,30,-1.5170,54,-0.6261,56,-0.5735,88,0.14724,119,0.78206,65,-0.3310,90,0.19477,100,0.37082
ENSG00000107281,NPDC1,492,1.11808,227,-0.1944,254,-0.0114,320,0.36550,289,0.22836,108,-1.3355,153,-0.8101,172,-0.6338
ENSG00000177239,MAN1B1,30,-1.0118,70,0.32556,72,0.38359,43,-0.4579,90,0.90304,33,-0.8445,41,-0.5201,46,-0.3539
ENSG00000176978,DPP7,30,-1.4867,111,0.55859,109,0.51543,36,-1.2233,94,0.31288,43,-0.9428,126,0.76577,72,-0.1518
ENSG00000176884,GRIN1,505,0.06167,125,-2.0835,658,0.50405,738,0.69879,757,0.89030,277,-0.8850,196,-1.4080,359,-0.4831
