Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000175906,ARL4D,3,-2.9347,27,0.18567,20,-0.2965,36,0.65373,37,0.92532,12,-1.0009,8,-1.5669
ENSG00000067596,DHX8,15,0.13321,14,0.04433,11,-0.3928,11,-0.3391,17,0.46734,14,0.05945,9,-0.6245
ENSG00000108861,DUSP3,29,-2.0819,145,0.40093,123,0.10506,81,-0.5539,151,0.55189,70,-0.7757,106,-0.1347
ENSG00000108852,MPP2,58,0.04484,58,0.04482,53,-0.1274,53,-0.1166,73,0.52534,35,-0.7535,37,-0.6480
ENSG00000091947,TMEM101,27,0.58054,14,-0.4709,22,0.21914,23,0.32971,18,-0.1037,20,0.08583,12,-0.6494
ENSG00000161654,LSM12,18,-0.4476,24,-0.0808,24,-0.0806,32,0.38801,29,0.28346,17,-0.5361,25,-0.0019
ENSG00000141349,G6PC3,52,0.45664,34,-0.2269,34,-0.2008,57,0.61628,29,-0.5171,68,0.91009,25,-0.6733
ENSG00000108840,HDAC5,111,0.20469,66,-0.6740,121,0.37655,88,-0.1612,91,-0.1481,121,0.34434,111,0.19843
ENSG00000168591,TMUB2,34,-0.2398,44,0.18834,33,-0.3025,36,-0.1364,49,0.42602,43,0.12514,22,-0.9122
ENSG00000087152,ATXN7L3,35,-1.4176,73,-0.3309,116,0.49450,71,-0.3376,119,0.64096,55,-0.7379,74,-0.2725
ENSG00000108312,UBTF,57,-0.1675,58,-0.1356,71,0.21243,63,0.00501,69,0.18898,53,-0.2669,54,-0.2443
ENSG00000108309,RUNDC3A,65,-2.3581,385,0.38290,377,0.34428,184,-0.8129,374,0.37443,227,-0.4960,305,-0.0338
ENSG00000013306,SLC25A39,40,0.30245,38,0.22247,31,-0.1453,39,0.26116,32,-0.0739,32,-0.0789,22,-0.6265
ENSG00000030582,GRN,73,0.58710,43,-0.2698,30,-0.8729,57,0.18546,58,0.27234,72,0.57233,34,-0.5904
ENSG00000161682,FAM171A2,22,-1.4937,46,-0.4158,73,0.39175,62,0.09909,80,0.64892,36,-0.7322,47,-0.3365
ENSG00000186566,GPATCH8,43,0.90713,17,-0.6117,27,0.18549,21,-0.2136,23,-0.1556,28,0.21733,21,-0.2414
ENSG00000180329,CCDC43,37,0.58237,28,0.11993,34,0.49102,18,-0.5223,22,-0.3076,16,-0.7406,23,-0.1404
ENSG00000073670,ADAM11,2,-4.3683,50,0.15975,40,-0.2547,46,-0.0031,77,1.14269,14,-1.7364,34,-0.4895
ENSG00000131097,HIGD1B,13,0.13174,8,-0.6930,15,0.34698,6,-1.1115,5,-1.4115,45,2.24200,10,-0.3850
ENSG00000108883,EFTUD2,17,-1.5683,56,0.29498,37,-0.3895,59,0.36550,65,0.68632,38,-0.3270,22,-1.1259
ENSG00000131095,GFAP,7411,4.75084,102,-3.4288,62,-4.1474,315,-1.6401,76,-4.0263,1621,0.92471,255,-1.9577
ENSG00000131094,C1QL1,38,0.06746,29,-0.4147,61,0.93630,62,0.84639,15,-1.5837,41,0.17136,40,0.13739
ENSG00000172992,DCAKD,30,0.19574,15,-0.9367,25,-0.1210,33,0.35421,28,0.11756,41,0.66701,25,-0.1248
ENSG00000136448,NMT1,73,-0.6589,98,-0.2309,99,-0.2122,159,0.56916,151,0.63564,81,-0.5051,70,-0.7226
ENSG00000161714,PLCD3,78,2.04922,15,-0.7573,13,-1.0433,16,-0.6470,14,-0.9313,44,0.96278,28,0.25009
ENSG00000181513,ACBD4,6,-0.4581,5,-0.6035,6,-0.4205,4,-0.7665,8,0.01424,15,1.11334,13,0.86522
ENSG00000186834,HEXIM1,19,-1.4817,45,-0.2195,59,0.25502,70,0.51016,61,0.36738,35,-0.5831,46,-0.1573
ENSG00000168517,HEXIM2,6,-0.7219,10,-0.0490,10,-0.0197,12,0.29772,13,0.50110,4,-1.3542,10,0.02594
ENSG00000184922,FMNL1,6,-2.2571,44,0.87895,24,-0.2591,16,-0.7843,35,0.49264,13,-1.0670,26,-0.0702
ENSG00000225190,PLEKHM1,16,0.35392,10,-0.3319,15,0.30678,14,0.17218,15,0.31617,5,-1.3540,9,-0.5529
ENSG00000120088,CRHR1,0,-7.4641,17,1.61729,7,-0.1691,1,-2.8024,9,0.41584,1,-2.5860,5,-0.5233
ENSG00000186868,MAPT,156,-1.0532,279,-0.1835,322,0.06941,372,0.29243,440,0.75612,179,-0.8474,176,-0.8732
ENSG00000120071,KANSL1,45,0.42395,34,-0.0173,23,-0.7034,37,0.11700,41,0.36002,35,0.03790,25,-0.5072
ENSG00000214401,KANSL1-AS1,32,0.96921,14,-0.3584,18,0.05170,22,0.38319,9,-1.1771,31,0.93731,16,-0.1438
ENSG00000073969,NSF,53,-3.2657,571,0.34728,413,-0.2275,372,-0.3711,787,1.15746,170,-1.5604,258,-0.9336
ENSG00000108379,WNT3,6,-1.1846,23,1.00529,22,0.87183,7,-0.9437,6,-1.2984,7,-0.8679,19,0.53595
ENSG00000108433,GOSR2,36,-0.2375,50,0.31164,34,-0.3237,48,0.22462,40,-0.0873,47,0.20549,39,-0.0885
ENSG00000179673,RPRML,3,-3.9768,32,-0.5493,34,-0.4670,137,1.92013,58,0.51711,23,-1.0366,26,-0.8348
ENSG00000262879,AC005670.3,17,1.04003,6,-0.5412,9,-0.0593,4,-1.1779,8,-0.1867,12,0.47846,11,0.28720
ENSG00000004897,CDC27,25,-1.0695,36,-0.5621,45,-0.1676,58,0.22035,79,0.99841,36,-0.5230,33,-0.6264
ENSG00000141279,NPEPPS,88,-0.8121,128,-0.2476,141,-0.0829,201,0.49102,204,0.67847,95,-0.6837,95,-0.6960
ENSG00000108424,KPNB1,126,0.00958,105,-0.3095,127,0.01984,130,0.06646,155,0.44824,112,-0.1723,79,-0.7035
ENSG00000198933,TBKBP1,9,-0.7650,12,-0.3867,12,-0.3736,22,0.60516,19,0.42410,18,0.29241,13,-0.2640
ENSG00000159111,MRPL10,33,-0.3191,38,-0.1309,33,-0.3279,39,-0.0468,52,0.51321,39,-0.0690,37,-0.1481
ENSG00000141295,SCRN2,16,0.47486,13,0.08589,10,-0.2993,7,-0.8812,12,-0.0484,19,0.69373,10,-0.2546
ENSG00000264920,AC018521.5,23,-0.3190,26,-0.0959,36,0.45012,26,-0.1229,26,-0.0892,15,-0.9177,39,0.52461
ENSG00000167182,SP2,16,0.79644,11,0.19976,10,-0.0111,6,-0.7893,8,-0.3045,13,0.47913,6,-0.6980
ENSG00000108439,PNPO,26,-0.4423,14,-1.4881,33,-0.0806,34,-0.0656,46,0.57655,61,0.91123,31,-0.1971
ENSG00000108465,CDK5RAP3,45,0.76248,21,-0.4863,27,-0.0658,33,0.24225,27,-0.0945,38,0.46195,17,-0.7491
ENSG00000082641,NFE2L1,68,-0.8872,99,-0.3536,113,-0.1237,184,0.67093,165,0.64627,80,-0.6448,85,-0.5519
ENSG00000108468,CBX1,69,0.00201,41,-0.8798,69,0.01013,95,0.51732,77,0.22059,81,0.27053,61,-0.1738
ENSG00000002919,SNX11,12,-0.2364,13,-0.1418,14,-0.0316,14,0.01218,18,0.53726,7,-1.0445,13,-0.1012
ENSG00000136436,CALCOCO2,54,1.56268,13,-0.7839,14,-0.7388,19,-0.1973,19,-0.1942,33,0.70454,17,-0.3458
ENSG00000159199,ATP5MC1,126,-0.9753,284,0.32208,228,-0.0661,198,-0.2793,285,0.38194,185,-0.3883,218,-0.1298
ENSG00000159202,UBE2Z,75,-0.5201,92,-0.2255,111,0.10875,131,0.35596,139,0.58694,61,-0.8387,63,-0.7787
ENSG00000159210,SNF8,42,-0.2931,55,0.15897,61,0.33757,39,-0.3831,48,-0.0801,45,-0.1640,51,0.01064
ENSG00000198740,ZNF652,52,2.01650,4,-2.0593,17,0.10370,9,-0.9117,11,-0.7256,28,0.92368,13,-0.3277
ENSG00000167085,PHB,81,0.07637,68,-0.2107,70,-0.1726,98,0.37767,84,0.18230,71,-0.1201,69,-0.1801
ENSG00000182575,NXPH3,29,0.40947,0,-6.1842,3,-3.0517,126,3.36412,20,-0.2071,20,-0.1752,4,-2.3122
ENSG00000121067,SPOP,99,0.16743,67,-0.4846,53,-0.8813,220,1.51723,98,0.18641,72,-0.3426,59,-0.6579
ENSG00000121073,SLC35B1,37,-0.3137,58,0.45320,32,-0.5774,47,0.05742,52,0.31559,45,0.00015,29,-0.6662
ENSG00000136504,KAT7,32,-0.5679,46,0.00605,43,-0.1035,51,0.18897,54,0.35505,44,-0.0525,34,-0.4424
ENSG00000005884,ITGA3,2,-2.5998,23,1.06351,14,0.07314,12,-0.1804,12,-0.2039,10,-0.3827,11,-0.2171
ENSG00000005882,PDK2,47,-1.1135,130,0.53814,101,0.07309,76,-0.3692,114,0.33367,69,-0.5322,69,-0.5262
ENSG00000167100,SAMD14,5,-2.1570,25,0.06262,22,-0.1418,37,0.71388,20,-0.2794,34,0.59067,30,0.36687
ENSG00000108819,PPP1R9B,57,-0.4265,62,-0.3142,89,0.30429,59,-0.3782,73,-0.0470,82,0.14428,104,0.53474
ENSG00000015532,XYLT2,4,-0.9252,11,0.46927,10,0.29467,9,0.13298,6,-0.6602,12,0.53631,8,-0.1389
ENSG00000108826,MRPL27,66,-0.2597,80,0.05785,87,0.19840,95,0.31933,72,-0.1430,71,-0.1461,72,-0.1145
ENSG00000108829,LRRC59,25,-0.4589,38,0.23314,40,0.32775,27,-0.3263,37,0.21354,21,-0.7392,27,-0.3326
ENSG00000136444,RSAD1,19,0.29252,15,-0.1152,12,-0.4284,22,0.49113,18,0.21531,10,-0.6720,17,0.04168
ENSG00000006282,SPATA20,18,-0.9181,28,-0.2341,51,0.86477,18,-0.9050,29,-0.1864,37,0.22083,35,0.14895
ENSG00000006283,CACNA1G,0,-8.5499,28,1.00466,15,-0.1207,21,0.42934,16,-0.0698,11,-0.5222,13,-0.3098
ENSG00000154945,ANKRD40,265,2.59733,29,-1.2790,55,-0.2624,69,0.13501,39,-0.9102,53,-0.2842,29,-1.2030
ENSG00000108848,LUC7L3,207,1.06560,62,-0.9198,138,0.44022,111,0.04051,98,-0.1897,110,0.02181,68,-0.7183
ENSG00000141232,TOB1,64,1.22565,34,0.21973,19,-0.7581,40,0.45112,22,-0.5976,42,0.50824,15,-1.0735
ENSG00000008294,SPAG9,202,1.19064,66,-0.6713,95,-0.0712,93,-0.0878,86,-0.2597,138,0.54210,71,-0.5124
ENSG00000239672,NME1,47,-1.5753,142,0.11102,129,-0.0572,127,-0.0752,176,0.57546,107,-0.3420,117,-0.2076
ENSG00000243678,NME2,283,-0.0868,371,0.38702,303,0.02212,227,-0.4300,291,-0.0531,255,-0.2551,306,0.03242
ENSG00000011260,UTP18,26,-0.5082,43,0.28251,39,0.10424,40,0.16194,42,0.30642,23,-0.7328,22,-0.7942
ENSG00000154975,CA10,15,-2.2847,201,2.33646,49,-0.5619,12,-2.5995,54,-0.4528,16,-2.1795,51,-0.4698
ENSG00000141198,TOM1L1,0,-6.2886,13,0.98063,6,-0.4345,4,-0.9663,9,0.28167,6,-0.3154,10,0.39883
ENSG00000166260,COX11,36,-0.7024,67,0.27408,60,0.09524,54,-0.0892,61,0.14182,60,0.07960,40,-0.5411
ENSG00000108924,HLF,19,-2.9686,161,0.26838,177,0.43856,133,-0.0685,175,0.47485,89,-0.6973,87,-0.7254
ENSG00000108960,MMD,22,-2.4476,142,0.44289,75,-0.6681,202,0.97901,136,0.41621,68,-0.7728,90,-0.3265
ENSG00000153933,DGKE,11,-1.2600,25,-0.1051,28,0.08501,32,0.30714,34,0.50614,17,-0.6746,24,-0.1748
ENSG00000121058,COIL,16,-0.0098,17,0.13490,24,0.77916,18,0.15797,13,-0.3569,10,-0.6607,9,-0.8935
ENSG00000121064,SCPEP1,16,-0.5392,29,0.41997,15,-0.7155,32,0.51137,33,0.74013,12,-0.9449,7,-1.7968
ENSG00000121057,AKAP1,35,0.16653,39,0.38542,32,0.03449,17,-0.8798,27,-0.2463,44,0.55860,23,-0.4412
ENSG00000153944,MSI2,59,0.37553,34,-0.5263,35,-0.4908,71,0.67969,21,-1.4183,134,1.81009,48,0.05695
ENSG00000181610,MRPS23,47,-0.6205,86,0.34911,77,0.14733,88,0.33992,74,0.09515,34,-1.1203,61,-0.2317
ENSG00000180891,CUEDC1,56,2.21918,9,-0.9734,10,-0.7198,17,0.08471,7,-1.4569,31,1.09558,12,-0.4185
ENSG00000136451,VEZF1,73,2.51362,7,-1.5099,8,-1.2544,15,-0.3007,13,-0.5974,28,0.72087,12,-0.5552
ENSG00000136450,SRSF1,70,0.41131,66,0.34938,45,-0.3140,55,0.00652,55,0.01054,56,0.03354,31,-0.8657
ENSG00000264364,DYNLL2,216,-0.5227,280,-0.1298,359,0.31497,275,-0.1438,355,0.33417,218,-0.5092,265,-0.2035
ENSG00000005379,TSPOAP1,19,-1.2493,42,-0.0702,52,0.32246,41,-0.0770,44,0.04231,47,0.12418,50,0.21563
ENSG00000213246,SUPT4H1,54,-0.5023,75,-0.0006,64,-0.2836,121,0.77556,81,0.14551,61,-0.3160,70,-0.1207
ENSG00000108389,MTMR4,17,-0.9327,33,0.06000,40,0.39027,18,-0.8440,46,0.75050,10,-1.7402,24,-0.4568
ENSG00000108387,SEPTIN4,1576,4.30567,20,-3.6620,60,-2.0474,184,-0.2450,90,-1.5371,122,-0.8837,56,-2.0284
ENSG00000108384,RAD51C,14,-1.5407,44,0.22632,37,-0.1059,30,-0.4159,53,0.63284,28,-0.5009,37,-0.0900
ENSG00000175175,PPM1E,4,-2.9223,30,-0.0828,27,-0.2654,85,1.69454,34,0.17577,23,-0.4732,16,-0.9798
ENSG00000108395,TRIM37,20,-2.8240,121,-0.1293,131,0.00530,192,0.62465,185,0.74593,77,-0.8152,88,-0.6124
ENSG00000182628,SKA2,48,0.68405,26,-0.2936,32,0.04377,30,-0.0652,20,-0.8184,63,1.16263,26,-0.2775
ENSG00000167447,SMG8,11,-0.2384,15,0.27083,6,-1.0437,13,0.08026,17,0.65818,14,0.22847,5,-1.2308
ENSG00000153982,GDPD1,23,-0.3692,31,0.07551,36,0.34802,25,-0.2765,37,0.42442,14,-1.1027,20,-0.5876
ENSG00000175155,YPEL2,59,0.72455,25,-0.6681,36,-0.0603,42,0.18675,50,0.59421,19,-0.9932,20,-0.9776
ENSG00000265313,LINC01476,0,-8.2564,31,1.68828,16,0.37968,2,-2.8230,11,-0.2948,5,-1.3523,10,-0.3587
ENSG00000108406,DHX40,18,-0.2300,24,0.21376,20,-0.0902,29,0.48313,21,-0.0878,23,0.13613,14,-0.6131
ENSG00000141367,CLTC,183,-1.4164,574,0.39381,383,-0.3256,458,-0.0132,656,0.75298,283,-0.7623,275,-0.8027
ENSG00000141378,PTRH2,20,-0.1137,21,-0.0480,18,-0.3194,17,-0.3753,29,0.60132,23,0.09736,13,-0.7401
ENSG00000062716,VMP1,51,-0.3342,86,0.56752,52,-0.3336,47,-0.4645,79,0.46908,50,-0.3606,32,-1.0093
ENSG00000108443,RPS6KB1,30,0.37279,19,-0.3871,20,-0.2816,41,0.85776,27,0.22055,19,-0.3467,14,-0.7764
ENSG00000167434,CA4,5,-2.1214,77,3.09155,11,-1.0484,0,-4.7262,9,-1.4820,7,-1.5921,16,-0.3703
ENSG00000170832,USP32,33,0.63184,24,0.13535,20,-0.2048,24,0.13451,24,0.10197,13,-0.7744,16,-0.4803
ENSG00000062725,APPBP2,54,0.20399,49,0.05017,42,-0.2319,31,-0.6888,61,0.50394,49,0.04354,27,-0.8799
ENSG00000141376,BCAS3,29,-0.1637,25,-0.4384,31,-0.0240,24,-0.4633,48,0.86370,18,-0.8482,25,-0.3671
ENSG00000108506,INTS2,10,-0.0856,10,-0.0145,11,0.01482,16,0.64535,11,0.06566,11,0.06000,4,-1.3130
ENSG00000108510,MED13,38,0.22491,27,-0.3529,27,-0.3318,52,0.70014,35,0.07201,40,0.28541,24,-0.5020
ENSG00000146872,TLK2,34,0.52506,26,0.15698,22,-0.1335,13,-0.9247,29,0.33696,14,-0.8296,22,-0.1542
ENSG00000170921,TANC2,18,-1.5662,97,1.18309,45,-0.2708,57,0.14382,55,0.09757,21,-1.3821,31,-0.8188
ENSG00000008283,CYB561,6,-2.8026,39,-0.0062,59,0.76445,23,-0.8126,52,0.61227,25,-0.7015,23,-0.7953
ENSG00000136485,DCAF7,62,0.13396,64,0.20345,51,-0.2087,57,-0.0044,62,0.15900,58,0.01917,37,-0.6916
ENSG00000136463,TACO1,12,-0.9686,28,0.29333,21,-0.2178,46,1.08094,27,0.24071,11,-1.1600,14,-0.8533
ENSG00000198909,MAP3K3,6,-0.5879,9,0.03268,9,0.11799,6,-0.4473,10,0.22571,13,0.63444,5,-0.9088
ENSG00000266173,STRADA,21,-0.4605,30,0.14025,24,-0.2190,44,0.75038,33,0.38247,16,-0.8620,15,-0.9042
ENSG00000136490,LIMD2,9,-1.0416,32,1.05266,15,-0.2741,10,-0.8743,22,0.35812,6,-1.6020,15,-0.3093
ENSG00000108588,CCDC47,76,0.07538,86,0.29189,57,-0.4218,101,0.52552,73,0.01166,67,-0.1332,52,-0.5292
ENSG00000198231,DDX42,54,-0.4681,54,-0.5201,90,0.37166,84,0.20980,85,0.31020,62,-0.2500,62,-0.2718
ENSG00000108592,FTSJ3,25,1.15003,7,-0.9304,14,0.21758,6,-0.9736,10,-0.3065,21,0.86414,10,-0.3337
ENSG00000087191,PSMC5,183,-0.0956,168,-0.2499,179,-0.1507,238,0.32221,229,0.33697,187,-0.0599,150,-0.4075
ENSG00000266402,SNHG25,675,2.53533,86,-1.1006,73,-1.3614,152,-0.1511,75,-1.4194,348,1.22282,119,-0.5311
ENSG00000136478,TEX2,56,-0.0281,55,-0.0794,28,-1.1849,109,1.05408,74,0.54159,43,-0.4366,34,-0.8078
ENSG00000108654,DDX5,279,0.21997,252,0.06352,205,-0.2926,279,0.22114,267,0.19384,251,0.05231,147,-0.7771
ENSG00000108854,SMURF2,20,0.58733,13,-0.0700,11,-0.3816,15,0.19650,9,-0.7413,31,1.32179,9,-0.5739
ENSG00000120063,GNA13,50,1.44737,14,-0.6792,10,-1.1737,22,0.06382,14,-0.7225,48,1.40029,20,-0.0963
ENSG00000168646,AXIN2,4,-1.4722,13,0.16263,14,0.29587,8,-0.4842,12,0.11438,18,0.67704,7,-0.6894
ENSG00000154229,PRKCA,82,-0.9942,275,1.07364,118,-0.4857,128,-0.3174,96,-0.8910,283,0.97355,155,-0.0167
ENSG00000075461,CACNG4,12,-0.2913,23,0.88144,12,-0.3422,22,0.68295,8,-1.0209,15,0.02212,16,0.12541
ENSG00000198265,HELZ,23,-0.5489,29,-0.1807,41,0.43392,37,0.21257,34,0.11752,29,-0.1573,23,-0.5031
ENSG00000197170,PSMD12,42,-0.6208,57,-0.1679,66,0.08690,57,-0.1589,84,0.59321,44,-0.5429,52,-0.3005
ENSG00000154217,PITPNC1,35,-0.6890,38,-0.6186,42,-0.4323,164,1.90963,35,-0.7944,100,0.99525,34,-0.7347
ENSG00000130935,NOL11,17,-0.1663,17,-0.1730,12,-0.7971,28,0.58851,25,0.56298,20,0.06250,12,-0.6896
ENSG00000171634,BPTF,151,1.18252,39,-1.0713,68,-0.1404,106,0.57770,59,-0.4342,109,0.63107,57,-0.4013
ENSG00000186665,C17orf58,14,-0.4772,31,0.84653,15,-0.4115,25,0.40728,19,-0.0668,8,-1.3793,18,-0.0773
ENSG00000182481,KPNA2,15,-1.6180,48,0.10018,36,-0.3794,26,-0.8524,71,1.00395,39,-0.2123,34,-0.4323
ENSG00000278730,AC005332.6,24,1.04699,7,-0.8930,13,0.11672,8,-0.6242,12,-0.0298,14,0.19113,13,0.08147
ENSG00000196704,AMZ2,54,-0.7216,88,0.05505,82,-0.0810,138,0.76956,93,0.16590,72,-0.2809,60,-0.5524
ENSG00000108946,PRKAR1A,217,-0.9383,446,0.20579,371,-0.1233,389,-0.0328,553,0.70160,250,-0.7187,226,-0.8722
ENSG00000141338,ABCA8,176,6.01399,0,-8.9816,0,-7.5126,11,-0.6873,2,-3.1439,4,-2.1430,2,-3.1621
ENSG00000154265,ABCA5,12,-0.9074,38,1.00525,18,-0.3202,19,-0.2144,24,0.17506,11,-0.9867,16,-0.5247
ENSG00000108984,MAP2K6,9,-0.6332,18,0.52771,13,-0.1125,11,-0.2880,17,0.42378,10,-0.5194,7,-0.9048
ENSG00000153822,KCNJ16,0,-3.7421,12,0.32005,18,1.05872,2,-1.9646,3,-2.0773,27,1.62129,13,0.40776
ENSG00000125398,SOX9,52,0.17213,27,-0.8969,31,-0.6747,60,0.39221,23,-1.2794,187,2.48268,32,-0.6082
ENSG00000227036,LINC00511,6,-0.7728,5,-1.0847,13,0.36001,9,-0.1364,10,0.04234,26,1.55144,4,-1.2892
ENSG00000133195,SLC39A11,19,0.91963,4,-1.3302,6,-0.9356,8,-0.4077,16,0.91523,13,0.29675,7,-0.5999
ENSG00000180616,SSTR2,15,-2.8964,34,-1.7877,83,-0.3758,136,0.44062,227,1.98895,27,-2.0387,44,-1.3147
ENSG00000166685,COG1,17,-1.2964,39,0.00032,43,0.15164,54,0.50598,53,0.63906,17,-1.2496,20,-0.9988
ENSG00000133193,FAM104A,10,-0.9062,22,0.29903,18,-0.1199,19,-0.0098,24,0.50513,12,-0.6575,14,-0.4649
ENSG00000141219,C17orf80,8,-0.3811,5,-1.1018,14,0.51015,22,1.17503,9,-0.2475,13,0.32291,7,-0.6724
ENSG00000179604,CDC42EP4,59,0.39121,22,-1.1714,49,0.11957,25,-0.9088,21,-1.3562,170,2.32048,45,-0.0453
ENSG00000069188,SDK2,8,-0.6681,2,-2.6322,5,-1.3869,53,2.60784,16,0.46553,9,-0.4213,5,-1.3200
ENSG00000172809,RPL38,2465,1.18050,921,-0.4723,1229,0.02339,1101,-0.1524,916,-0.5311,1369,0.19396,1356,0.17883
ENSG00000141540,TTYH2,362,3.86438,10,-2.6410,17,-1.8470,61,0.16084,13,-2.3883,76,0.51323,13,-2.1372
ENSG00000109062,SLC9A3R1,100,1.07988,36,-0.6087,39,-0.4981,54,0.05360,22,-1.5040,146,1.77954,55,0.08648
ENSG00000109065,NAT9,8,-0.7354,15,0.27323,12,-0.1109,16,0.30371,15,0.26755,8,-0.8153,12,-0.0820
ENSG00000161509,GRIN2C,22,-0.4621,23,-0.4262,27,-0.1240,27,-0.1204,11,-1.6651,107,2.28208,34,0.21249
ENSG00000167861,HID1,29,-0.3442,34,-0.0726,36,0.01811,51,0.54826,45,0.45948,18,-1.0672,22,-0.7671
ENSG00000167862,MRPL58,17,-0.6422,28,0.12881,27,0.05987,35,0.45352,26,-0.0067,27,0.04495,20,-0.3994
ENSG00000180901,KCTD2,39,-0.8600,81,0.29055,60,-0.2220,92,0.47447,87,0.49704,38,-0.9059,42,-0.7725
ENSG00000167863,ATP5PD,192,-0.7322,352,0.24385,371,0.33875,312,0.02621,294,-0.0843,288,-0.1043,259,-0.2675
ENSG00000125449,ARMC7,3,-1.4049,10,0.41452,7,-0.2848,2,-1.5985,9,0.26124,9,0.16670,12,0.67730
ENSG00000125458,NT5C,47,1.48801,18,-0.1041,19,0.01595,14,-0.5262,8,-1.4584,35,0.95810,16,-0.2317
ENSG00000189159,JPT1,22,-2.8113,214,0.71008,136,-0.1215,153,0.07558,175,0.37994,89,-0.7701,114,-0.3866
ENSG00000188612,SUMO2,266,-0.3654,416,0.38689,364,0.14413,268,-0.3554,304,-0.1931,387,0.22672,301,-0.1742
ENSG00000125450,NUP85,10,-0.7847,17,-0.0495,13,-0.5063,30,0.85269,25,0.74446,8,-1.1212,9,-0.9156
ENSG00000125447,GGA3,16,-1.2707,40,0.14711,31,-0.3071,45,0.29581,54,0.80156,18,-1.1050,25,-0.6112
ENSG00000125445,MRPS7,57,-0.8057,94,-0.0303,108,0.22525,122,0.39829,98,0.05975,87,-0.1399,84,-0.1958
ENSG00000125454,SLC25A19,3,-1.3394,12,0.59222,7,-0.2898,6,-0.4786,11,0.51394,5,-0.8087,8,-0.0600
ENSG00000177885,GRB2,57,-1.2951,130,-0.0379,129,-0.0576,176,0.44412,162,0.40747,142,0.09735,85,-0.6894
ENSG00000177728,TMEM94,46,-0.1122,60,0.32674,48,-0.0752,47,-0.0725,33,-0.7283,91,0.98590,47,-0.0796
ENSG00000177303,CASKIN2,34,1.24306,10,-0.8440,14,-0.2967,11,-0.6068,12,-0.5010,38,1.40258,11,-0.5228
ENSG00000108469,RECQL5,13,0.28858,11,0.02863,10,-0.1381,5,-1.1970,13,0.36297,11,0.05182,9,-0.2558
ENSG00000161526,SAP30BP,74,0.71946,60,0.41927,39,-0.3340,61,0.40837,35,-0.5956,53,0.16747,33,-0.5799
ENSG00000132475,H3F3B,746,1.86880,190,-0.4894,189,-0.4983,291,0.21999,159,-0.8604,352,0.52939,162,-0.6931
ENSG00000132478,UNK,18,0.97559,11,0.19245,11,0.27443,5,-0.8953,8,-0.2814,7,-0.4160,7,-0.5297
ENSG00000132471,WBP2,320,-0.4111,375,-0.1783,406,-0.0399,421,0.01951,552,0.60036,279,-0.6222,332,-0.3514
ENSG00000132481,TRIM47,33,1.08157,14,-0.3511,8,-1.2023,30,0.88825,10,-1.0290,38,1.32054,15,-0.2487
ENSG00000204316,MRPL38,52,-0.1076,53,-0.0772,65,0.30297,59,0.10316,60,0.18198,34,-0.7295,45,-0.3319
ENSG00000161533,ACOX1,36,-0.0406,32,-0.2389,26,-0.5993,46,0.38061,29,-0.4530,86,1.42834,33,-0.1491
ENSG00000257949,TEN1,5,-0.9175,6,-0.5312,9,-0.0308,14,0.70180,9,0.09235,10,0.12372,11,0.36410
ENSG00000167881,SRP68,39,-0.7482,63,-0.0147,68,0.11786,51,-0.3481,80,0.47516,66,0.07532,41,-0.6889
ENSG00000182473,EXOC7,54,-0.1858,46,-0.4855,51,-0.3058,79,0.41315,73,0.37575,76,0.34772,48,-0.3635
ENSG00000141576,RNF157,34,-1.0502,43,-0.7493,81,0.33760,71,0.07549,86,0.50085,57,-0.2546,73,0.12919
ENSG00000185262,UBALD2,45,0.56588,28,-0.1918,29,-0.1477,56,0.91045,27,-0.3347,33,0.08591,20,-0.7066
ENSG00000161542,PRPSAP1,38,0.30670,29,-0.1128,25,-0.3862,35,0.20173,37,0.35836,29,-0.0763,20,-0.6552
ENSG00000175931,UBE2O,12,-2.2386,68,0.43564,57,0.10321,60,0.18867,68,0.48627,35,-0.6381,28,-0.9763
ENSG00000161544,CYGB,2,-3.6679,29,0.28413,37,0.74974,23,-0.0998,24,-0.0551,18,-0.4373,24,-0.0536
ENSG00000163597,SNHG16,25,-0.4389,38,0.23624,37,0.17497,35,0.07569,32,-0.0838,32,-0.0534,29,-0.2273
ENSG00000182534,MXRA7,90,-1.0145,202,0.26930,178,0.04908,256,0.63141,156,-0.2060,176,0.02179,158,-0.1433
ENSG00000070495,JMJD6,26,1.01755,13,-0.0372,14,0.06479,14,0.07784,12,-0.1698,12,-0.2053,6,-1.2725
ENSG00000181038,METTL23,23,0.59591,21,0.46474,9,-0.8292,16,-0.0230,15,-0.1254,19,0.25854,12,-0.3974
ENSG00000161547,SRSF2,64,-0.7961,111,0.06598,111,0.05932,125,0.25001,124,0.29657,91,-0.2479,82,-0.4206
ENSG00000092931,MFSD11,19,0.35373,10,-0.6269,13,-0.2219,22,0.62123,16,0.07137,19,0.33716,12,-0.3503
ENSG00000167889,MGAT5B,0,-5.4654,77,1.33084,47,0.36192,3,-3.7388,30,-0.4702,31,-0.3603,53,0.50543
