Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000198963,RORB,0,-7.2841,18,0.48531,20,0.74672,4,-1.6491,2,-2.4748,21,0.79008,0,-4.6067,32,1.49533,31,1.43230
ENSG00000135045,C9orf40,17,-0.2753,13,-0.6851,32,0.78594,22,0.07773,17,-0.3063,14,-0.6555,33,0.74142,14,-0.5900,16,-0.4290
ENSG00000156017,CARNMT1,12,-0.2583,8,-0.8860,20,0.55537,13,-0.1899,23,0.83031,8,-0.8087,6,-1.2598,10,-0.5021,17,0.25064
ENSG00000106733,NMRK1,11,-0.9984,36,0.76329,26,0.25959,12,-0.9345,35,0.84482,22,-0.0144,10,-1.1358,17,-0.3737,22,-0.0109
ENSG00000134996,OSTF1,57,1.52700,46,1.13101,25,0.20517,14,-0.7819,9,-1.3727,6,-1.8191,44,1.06511,16,-0.4953,4,-2.3438
ENSG00000099139,PCSK5,9,-1.0231,10,-0.8658,46,1.85310,24,0.51008,12,-0.6621,13,-0.5361,15,-0.2727,3,-2.5730,2,-2.8689
ENSG00000135002,RFK,8,-4.0917,231,0.83924,215,0.81322,180,0.47222,167,0.33625,74,-0.9580,77,-0.8967,54,-1.4241,86,-0.7302
ENSG00000106772,PRUNE2,157,0.99125,49,-0.8565,90,0.10399,105,0.37961,85,-0.0069,72,-0.2668,84,-0.0235,57,-0.6258,42,-1.0607
ENSG00000197969,VPS13A,7,-2.0803,26,-0.2611,48,0.84000,38,0.38566,32,0.07146,1,-4.2505,26,-0.2574,38,0.34638,31,0.03042
ENSG00000156052,GNAQ,165,0.06089,152,-0.0693,183,0.24810,180,0.21873,117,-0.5124,130,-0.3138,152,-0.0668,159,0.00342,188,0.26389
ENSG00000148019,CEP78,19,0.12219,11,-0.7232,15,-0.2335,11,-0.7620,15,-0.2515,16,-0.1652,46,1.60811,21,0.30839,15,-0.2747
ENSG00000135069,PSAT1,429,2.16195,26,-2.3299,65,-1.0599,67,-1.0060,28,-2.3228,180,0.60728,59,-1.1223,210,0.85975,257,1.20417
ENSG00000106829,TLE4,82,1.04685,20,-1.1844,141,2.57238,2,-4.4994,13,-1.8783,4,-3.4765,53,0.32839,36,-0.2580,9,-2.2647
ENSG00000196781,TLE1,55,-0.0415,27,-1.1292,34,-0.8373,48,-0.2735,91,0.89071,78,0.51470,15,-1.9531,56,-0.0136,98,0.90300
ENSG00000172159,FRMD3,4,-2.0886,26,0.83724,30,1.20321,9,-0.9445,7,-1.2429,32,1.13572,18,0.26723,4,-1.9853,12,-0.4005
ENSG00000148057,IDNK,31,0.04266,47,0.69362,19,-0.7623,21,-0.6048,26,-0.2524,31,0.04027,46,0.63751,43,0.52883,35,0.21430
ENSG00000135018,UBQLN1,84,-0.6874,126,-0.0600,191,0.68089,145,0.17916,169,0.45059,109,-0.2845,89,-0.5935,61,-1.1741,93,-0.5286
ENSG00000165113,GKAP1,8,-1.3375,15,-0.4795,18,-0.2376,21,0.06759,12,-0.9025,19,-0.1075,62,1.84805,18,-0.1959,23,0.14246
ENSG00000165119,HNRNPK,455,0.14745,328,-0.3661,483,0.26980,513,0.37789,400,-0.0628,343,-0.2974,337,-0.3231,328,-0.3669,393,-0.0856
ENSG00000148053,NTRK2,652,0.36080,396,-0.4218,440,-0.2821,323,-0.7916,391,-0.4795,1062,1.17517,269,-1.0123,747,0.58241,801,0.69627
ENSG00000135049,AGTPBP1,59,0.49129,50,0.25421,53,0.37728,44,0.02677,45,0.08814,19,-1.2465,54,0.37561,37,-0.2457,12,-1.8582
ENSG00000135040,NAA35,17,-0.1570,20,0.04294,34,1.03249,20,0.02694,11,-0.8928,20,0.09229,7,-1.4357,17,-0.1806,20,0.06816
ENSG00000135052,GOLM1,122,-0.3092,131,-0.2002,154,0.06161,212,0.63850,105,-0.5898,165,0.16461,141,-0.0832,121,-0.3277,164,0.15420
ENSG00000135070,ISCA1,37,-1.6131,123,0.19768,126,0.24991,137,0.40103,140,0.44824,73,-0.6190,116,0.10672,72,-0.6318,79,-0.4889
ENSG00000196730,DAPK1,25,-0.9890,31,-0.6789,50,0.04091,59,0.33193,45,-0.1573,87,0.92315,41,-0.2655,26,-0.9339,68,0.52787
ENSG00000135047,CTSL,106,0.99718,32,-0.8729,38,-0.6934,51,-0.1959,66,0.25176,101,0.90620,43,-0.4472,42,-0.4787,54,-0.0885
ENSG00000156345,CDK20,3,-2.6674,19,-0.2639,26,0.24736,47,1.38497,21,-0.0931,29,0.41323,2,-3.2241,10,-1.2202,18,-0.3293
ENSG00000106723,SPIN1,95,-0.9489,153,-0.2204,297,0.96491,225,0.43390,166,-0.1009,83,-1.1528,164,-0.1080,82,-1.1609,160,-0.1474
ENSG00000148082,SHC3,29,-1.9504,168,0.72569,124,0.26906,82,-0.4370,155,0.67386,54,-1.0455,141,0.43816,99,-0.1100,66,-0.7292
ENSG00000187742,SECISBP2,30,-0.2542,39,0.13534,47,0.47748,33,-0.1165,40,0.20513,41,0.22115,39,0.13270,18,-1.0311,21,-0.8369
ENSG00000187764,SEMA4D,312,2.94147,10,-2.6870,83,0.49428,51,-0.3633,26,-1.3928,3,-4.4462,23,-1.5071,48,-0.4110,38,-0.7699
ENSG00000165023,DIRAS2,26,-2.6859,135,-0.2485,604,3.11972,25,-2.8486,99,-0.7772,36,-2.2163,127,-0.3468,52,-1.6818,66,-1.3176
ENSG00000148090,AUH,18,-0.9719,26,-0.4305,34,0.01193,38,0.20942,67,1.27063,30,-0.2002,13,-1.4389,14,-1.3277,29,-0.2572
ENSG00000090054,SPTLC1,74,0.40560,28,-1.0611,76,0.52460,70,0.37368,62,0.14698,57,-0.0035,24,-1.2948,40,-0.5265,42,-0.4597
ENSG00000196305,IARS,37,-0.8072,45,-0.4928,70,0.20102,82,0.48565,103,0.90870,81,0.40888,10,-2.6953,28,-1.2416,39,-0.7087
ENSG00000198000,NOL8,31,1.45830,9,-0.5425,8,-0.7327,15,0.30140,9,-0.5111,2,-2.3749,16,0.39003,15,0.25406,14,0.15092
ENSG00000127080,IPPK,14,-0.4503,12,-0.6265,26,0.61959,32,1.00071,17,-0.1312,4,-2.0504,13,-0.5318,16,-0.1711,11,-0.7472
ENSG00000185963,BICD2,21,-0.6747,14,-1.2064,37,0.23681,37,0.24890,32,0.02491,31,-0.0601,39,0.29750,24,-0.4559,44,0.49435
ENSG00000288062,AL136981.3,2,-3.2249,33,0.90358,26,0.53162,33,1.02422,24,0.40358,9,-1.1357,9,-1.1783,5,-1.9313,4,-2.1002
ENSG00000165233,CARD19,39,0.36303,23,-0.4587,20,-0.7352,33,0.10452,31,-0.0056,82,1.60859,11,-1.6061,28,-0.1398,23,-0.4935
ENSG00000131669,NINJ1,93,1.11707,30,-0.6900,34,-0.5450,18,-1.5213,40,-0.2549,82,0.90758,50,0.11423,63,0.47033,59,0.37694
ENSG00000165238,WNK2,29,-1.7866,87,-0.1391,123,0.44335,114,0.30654,104,0.14383,130,0.49449,69,-0.5118,51,-0.9633,100,0.06728
ENSG00000188938,FAM120AOS,21,-1.1090,47,0.07632,40,-0.1663,49,0.18988,49,0.16864,78,0.91769,28,-0.7227,40,-0.1671,41,-0.1065
ENSG00000048828,FAM120A,43,-0.4375,63,0.15568,64,0.19660,39,-0.6482,59,0.04534,127,1.31380,35,-0.7471,41,-0.5252,55,-0.0779
ENSG00000197724,PHF2,28,0.11143,16,-0.6924,34,0.47855,34,0.47733,11,-1.2793,52,1.15082,12,-1.1704,18,-0.5126,24,-0.0881
ENSG00000158079,PTPDC1,52,1.90248,18,0.12322,23,0.53010,31,1.12448,5,-1.7482,0,-6.9775,1,-3.3681,7,-1.2303,5,-1.7920
ENSG00000148110,MFSD14B,57,0.72943,25,-0.5380,45,0.38233,35,-0.0638,30,-0.3290,49,0.47058,6,-2.6090,47,0.40528,31,-0.2429
ENSG00000148120,AOPEP,55,2.09087,22,0.49194,8,-1.1667,19,0.25757,8,-1.1028,9,-0.9059,15,-0.0857,18,0.18594,5,-1.6248
ENSG00000185920,PTCH1,23,-0.3510,5,-2.4821,14,-1.1564,52,1.07916,30,0.06094,55,1.01232,19,-0.6327,15,-1.0127,39,0.47245
ENSG00000182150,ERCC6L2,11,-1.3395,65,1.48257,27,0.03797,15,-0.9487,27,0.02571,40,0.63822,30,0.18466,10,-1.3879,25,-0.1003
ENSG00000130956,HABP4,80,-1.2086,218,0.32699,203,0.22985,152,-0.2648,147,-0.3204,143,-0.3394,402,1.35307,178,0.00586,106,-0.7914
ENSG00000081377,CDC14B,51,1.65882,22,0.20250,23,0.33694,10,-0.9753,9,-1.1866,9,-1.1058,2,-3.3373,32,0.84559,27,0.55231
ENSG00000196312,MFSD14C,9,-2.0013,43,0.29945,60,0.95679,37,0.05266,42,0.28730,29,-0.3143,28,-0.3456,18,-1.0344,22,-0.7244
ENSG00000196116,TDRD7,22,0.58980,11,-0.4706,14,-0.1112,21,0.61433,11,-0.5354,27,0.93449,1,-3.4878,16,0.08811,11,-0.4596
ENSG00000136842,TMOD1,22,-0.6879,35,0.05172,21,-0.8137,63,1.11968,48,0.60919,14,-1.3772,17,-1.0396,42,0.32355,18,-1.0060
ENSG00000136925,TSTD2,17,0.31097,6,-1.2055,15,0.15337,15,0.08093,7,-1.0843,35,1.47639,12,-0.2359,12,-0.2928,13,-0.1580
ENSG00000136937,NCBP1,31,0.37299,7,-1.8070,42,0.97760,23,-0.0674,19,-0.4077,36,0.63627,12,-1.0428,11,-1.2409,27,0.16336
ENSG00000136936,XPA,36,0.35568,37,0.42457,29,0.05823,22,-0.4559,26,-0.1439,33,0.25782,29,0.05312,41,0.57299,10,-1.5152
ENSG00000136938,ANP32B,213,1.85897,91,0.38880,38,-1.0160,27,-1.5406,27,-1.5625,88,0.33177,107,0.64957,124,0.90127,47,-0.6354
ENSG00000095380,NANS,13,-1.5312,39,0.08817,42,0.25318,54,0.68145,39,0.11338,64,0.88344,20,-0.9482,14,-1.4194,20,-0.8924
ENSG00000136928,GABBR2,17,-3.4700,146,-0.3075,285,0.85524,221,0.37916,315,1.05866,45,-2.0666,110,-0.7474,66,-1.5102,115,-0.6797
ENSG00000106799,TGFBR1,36,1.55840,8,-0.7388,4,-1.7849,6,-1.1979,11,-0.4038,36,1.53893,2,-2.7798,26,1.01127,16,0.18877
ENSG00000119523,ALG2,45,1.39261,7,-1.4310,17,-0.1673,25,0.51149,20,0.09999,8,-1.3169,24,0.38737,5,-1.7927,13,-0.5594
ENSG00000106803,SEC61B,116,0.04152,140,0.33966,75,-0.6792,106,-0.1047,153,0.53984,157,0.52403,95,-0.2637,98,-0.2157,81,-0.5216
ENSG00000119508,NR4A3,0,-6.2765,40,1.04508,52,1.79091,19,-0.1816,19,-0.1772,18,-0.2458,1,-4.4925,5,-2.0821,9,-1.3076
ENSG00000136874,STX17,30,0.61849,11,-0.8921,20,-0.0166,22,0.13263,17,-0.2932,37,0.94152,18,-0.2005,18,-0.2048,12,-0.7717
ENSG00000023318,ERP44,24,0.05622,13,-0.8910,20,-0.2823,20,-0.2975,20,-0.2780,55,1.38764,27,0.22430,23,-0.0032,20,-0.2108
ENSG00000136891,TEX10,9,-0.8263,11,-0.5924,23,0.68944,20,0.44850,29,1.12411,2,-2.5398,4,-2.0778,4,-1.9811,14,-0.1961
ENSG00000066697,MSANTD3,14,-0.0780,20,0.47424,22,0.75090,10,-0.5976,26,1.04715,7,-0.9845,3,-2.1933,6,-1.3339,8,-0.8077
ENSG00000241697,TMEFF1,76,-0.4237,81,-0.3373,166,0.91801,121,0.33516,138,0.56307,30,-1.8189,70,-0.5504,36,-1.5426,62,-0.7358
ENSG00000148123,PLPPR1,130,2.10421,18,-1.1572,25,-0.7125,56,0.66990,10,-2.1394,26,-0.5653,26,-0.5955,46,0.28605,33,-0.2325
ENSG00000136897,MRPL50,37,0.23875,19,-0.8092,36,0.21283,31,-0.0378,34,0.11324,22,-0.5716,40,0.34316,28,-0.2180,35,0.14237
ENSG00000136870,ZNF189,72,2.24050,15,-0.4468,26,0.50057,24,0.37055,6,-1.8470,0,-5.8683,2,-3.0919,18,-0.1274,16,-0.2862
ENSG00000165152,TMEM246,55,-1.0260,96,-0.2007,160,0.70173,139,0.43942,159,0.68644,33,-1.7779,40,-1.5055,51,-1.1405,111,0.03537
ENSG00000155827,RNF20,39,-0.0313,31,-0.3903,49,0.36466,46,0.23874,23,-0.8783,30,-0.4647,59,0.60804,39,-0.0557,46,0.21897
ENSG00000198785,GRIN3A,2,-2.7775,45,1.87300,20,0.49580,3,-2.2755,29,1.26969,5,-1.4452,3,-2.4277,8,-0.9435,10,-0.5604
ENSG00000136783,NIPSNAP3A,59,0.33606,60,0.35835,48,0.02489,40,-0.2865,66,0.57296,40,-0.2597,20,-1.2763,39,-0.3209,45,-0.0868
ENSG00000165028,NIPSNAP3B,6,-1.2412,9,-0.6057,15,0.15778,22,0.89189,13,-0.0165,12,-0.2020,13,0.02639,2,-2.6093,19,0.52626
ENSG00000165029,ABCA1,37,1.98839,1,-3.1124,0,-4.3297,1,-3.5207,0,-4.8126,29,1.51479,7,-0.6941,25,1.30672,35,1.85478
ENSG00000070214,SLC44A1,574,3.59286,42,-1.1722,28,-1.8630,48,-1.0506,39,-1.3590,71,-0.3751,38,-1.3246,87,-0.0801,50,-0.9176
ENSG00000106701,FSD1L,30,-0.2761,28,-0.3974,60,0.92660,29,-0.3381,38,0.09275,33,-0.1133,39,0.12554,14,-1.3884,33,-0.1348
ENSG00000106692,FKTN,25,0.55368,6,-1.5802,23,0.52033,18,0.06580,8,-1.1336,41,1.40962,8,-1.1432,16,-0.1481,13,-0.4270
ENSG00000148143,ZNF462,39,0.93998,7,-1.5389,20,-0.1014,35,0.89030,8,-1.6281,14,-0.6329,23,0.07452,25,0.21877,24,0.19724
ENSG00000119318,RAD23B,75,-0.8173,159,0.34901,178,0.59193,137,0.12685,155,0.34311,100,-0.3762,92,-0.5105,74,-0.8285,92,-0.5153
ENSG00000070061,ELP1,33,-0.2460,29,-0.4465,33,-0.2671,58,0.74216,52,0.51960,37,-0.0553,34,-0.1725,20,-0.9642,23,-0.7687
ENSG00000119328,ABITRAM,13,-0.4423,18,0.12181,23,0.49133,12,-0.5445,17,-0.0265,29,0.87129,3,-2.4389,13,-0.3744,24,0.56434
ENSG00000106771,TMEM245,88,0.40793,77,0.19467,103,0.74338,82,0.32498,54,-0.3958,29,-1.2784,13,-2.4337,49,-0.4943,83,0.31667
ENSG00000260230,FRRS1L,17,-3.2955,143,-0.1502,216,0.56812,246,0.82024,186,0.29243,52,-1.6801,127,-0.3272,77,-1.0848,174,0.16394
ENSG00000095203,EPB41L4B,2,-3.4712,23,-0.3806,22,-0.4830,37,0.34974,64,1.44514,24,-0.3444,15,-1.0676,21,-0.5167,28,-0.1116
ENSG00000157654,PALM2-AKAP2,55,-0.1233,35,-0.8177,79,0.49957,61,0.03003,75,0.41057,62,0.05008,40,-0.6342,38,-0.6915,57,-0.0787
ENSG00000136810,TXN,223,-0.7366,400,0.16384,190,-1.0539,450,0.39459,570,0.83931,452,0.35954,359,-0.0073,297,-0.2987,173,-1.1241
ENSG00000198121,LPAR1,541,4.50800,8,-3.1466,17,-2.1300,3,-4.6590,9,-3.0402,2,-5.0953,33,-1.0717,120,0.96016,37,-0.9130
ENSG00000136813,ECPAS,64,-0.3659,74,-0.1616,110,0.52846,112,0.57222,98,0.32504,65,-0.3606,39,-1.1303,42,-1.0248,55,-0.5956
ENSG00000173258,ZNF483,128,-1.6062,352,-0.0681,634,1.01001,513,0.59749,350,-0.0869,151,-1.3538,258,-0.5520,172,-1.1622,360,-0.0341
ENSG00000106853,PTGR1,3,-2.4932,14,-0.3400,18,-0.0234,20,0.17484,31,0.95382,35,1.07137,9,-1.0454,7,-1.3570,11,-0.7167
ENSG00000242616,GNG10,109,0.02271,137,0.37967,94,-0.2251,116,0.13547,108,0.00664,106,-0.0274,108,0.00883,115,0.09591,80,-0.4619
ENSG00000148154,UGCG,31,-0.4324,24,-0.8580,41,-0.0116,47,0.22245,89,1.44203,36,-0.2413,9,-2.2282,21,-1.0467,25,-0.7974
ENSG00000119314,PTBP3,10,-0.9210,8,-1.2606,29,0.86155,31,0.97222,15,-0.3293,14,-0.3808,4,-2.3037,10,-0.8474,22,0.29818
ENSG00000119471,HSDL2,50,0.59850,17,-1.0478,28,-0.3560,17,-1.1633,19,-0.9457,53,0.70091,28,-0.3295,76,1.30866,60,0.90753
ENSG00000148153,INIP,50,0.95246,31,0.17777,28,-0.0122,23,-0.3480,38,0.56752,20,-0.5346,17,-0.7767,13,-1.1050,26,-0.1188
ENSG00000148158,SNX30,58,1.03855,17,-0.8925,38,0.37933,36,0.29403,30,-0.0670,11,-1.5485,20,-0.6434,26,-0.2846,29,-0.1099
ENSG00000136867,SLC31A2,154,4.87102,1,-3.3733,2,-3.1045,15,-0.1790,3,-2.5631,0,-7.0281,0,-6.5350,11,-0.6813,0,-4.6595
ENSG00000119321,FKBP15,18,0.16034,12,-0.3863,12,-0.4556,21,0.51000,10,-0.7381,29,0.93531,22,0.53063,10,-0.6732,13,-0.3033
ENSG00000136868,SLC31A1,6,-1.3773,2,-2.8545,15,-0.1702,13,-0.3812,16,-0.0492,51,1.90884,21,0.40508,14,-0.2083,14,-0.2095
ENSG00000176386,CDC26,27,-0.2849,30,-0.1328,17,-1.0301,21,-0.7645,28,-0.3008,90,1.67165,54,0.78702,34,0.04426,29,-0.1876
ENSG00000136875,PRPF4,11,-0.5321,8,-0.9865,19,0.35314,18,0.24088,12,-0.3848,6,-1.3446,49,1.91153,5,-1.5288,9,-0.8018
ENSG00000119431,HDHD3,17,-0.2595,13,-0.6117,14,-0.6189,28,0.58545,11,-0.9040,28,0.50907,29,0.57152,20,-0.0305,28,0.52041
ENSG00000148218,ALAD,146,1.66526,32,-0.7826,29,-1.0270,55,0.04022,50,-0.1141,42,-0.3882,44,-0.3064,65,0.29044,50,-0.1319
ENSG00000148229,POLE3,34,0.12195,23,-0.4409,36,0.27646,25,-0.3686,37,0.32424,28,-0.1675,38,0.32698,32,0.03365,21,-0.6308
ENSG00000138835,RGS3,33,1.27396,6,-1.3207,19,0.37406,11,-0.5342,14,-0.1361,19,0.39259,16,0.11721,7,-1.0090,11,-0.4128
ENSG00000095397,WHRN,41,1.11173,17,-0.3238,22,0.10951,30,0.62120,28,0.51317,17,-0.3041,9,-1.2957,6,-1.8179,0,-4.5465
ENSG00000136888,ATP6V1G1,88,-0.8936,139,-0.1966,155,-0.0216,175,0.18729,227,0.65702,212,0.47207,135,-0.2423,104,-0.6457,98,-0.7360
ENSG00000157693,TMEM268,13,-1.7911,59,0.49902,72,0.93694,51,0.31531,52,0.33162,40,-0.0909,19,-1.2115,21,-1.0966,13,-1.7601
ENSG00000148219,ASTN2,27,-0.1566,30,-0.0294,58,1.22211,20,-0.7134,21,-0.5883,30,-0.0423,32,0.09815,21,-0.5418,25,-0.2728
ENSG00000119401,TRIM32,5,-1.3871,2,-2.6857,16,0.32960,14,0.10498,27,1.32621,1,-3.3916,17,0.36745,7,-0.8922,13,-0.0570
ENSG00000136869,TLR4,38,1.32526,3,-2.5218,6,-1.6104,11,-0.6198,7,-1.2649,54,1.97419,10,-0.8242,27,0.74359,21,0.31025
ENSG00000078725,BRINP1,37,-1.2366,49,-0.8267,44,-1.0521,91,0.13447,224,1.97146,62,-0.4681,30,-1.5383,56,-0.6350,60,-0.5299
ENSG00000136861,CDK5RAP2,54,1.54053,7,-1.5697,13,-0.7512,12,-0.9657,44,1.38867,15,-0.5429,11,-0.9155,16,-0.4363,13,-0.7676
ENSG00000106780,MEGF9,94,0.42606,42,-0.8046,68,-0.0940,87,0.34611,66,-0.1394,72,0.00661,73,0.02261,63,-0.2068,74,0.05464
ENSG00000119402,FBXW2,36,-0.2402,19,-1.2112,52,0.37530,52,0.37157,38,-0.1905,59,0.51886,38,-0.1504,27,-0.7033,44,0.05442
ENSG00000095261,PSMD5,25,0.27777,16,-0.4496,24,0.25585,31,0.66552,29,0.54327,1,-3.9569,14,-0.6652,13,-0.7530,17,-0.3214
ENSG00000119403,PHF19,25,1.13223,25,1.10387,11,-0.1514,11,-0.1215,7,-0.8742,9,-0.4538,9,-0.4026,9,-0.4510,11,-0.1611
ENSG00000119396,RAB14,175,0.41864,108,-0.3346,141,0.08905,154,0.23871,204,0.75727,95,-0.5292,59,-1.2632,92,-0.5863,85,-0.7121
ENSG00000148180,GSN,638,2.19028,52,-1.8817,51,-2.0023,60,-1.7784,48,-2.1047,682,2.32603,116,-0.6827,199,0.14975,168,-0.1179
ENSG00000148175,STOM,92,-0.1198,42,-1.2968,25,-2.1424,26,-2.1165,24,-2.1976,531,3.13766,106,0.10045,107,0.11755,161,0.77804
ENSG00000136848,DAB2IP,36,-0.4661,46,-0.0865,42,-0.2609,56,0.24714,75,0.76455,22,-1.2016,52,0.10978,41,-0.2694,43,-0.1979
ENSG00000119421,NDUFA8,96,-0.8916,258,0.65999,143,-0.3059,179,0.08005,264,0.79049,125,-0.4902,135,-0.3631,149,-0.2156,118,-0.5755
ENSG00000106852,LHX6,9,-2.1015,25,-0.5580,13,-1.5606,21,-0.8616,107,2.27252,46,0.37506,13,-1.4738,19,-0.9395,36,0.02381
ENSG00000119446,RBM18,27,-0.6736,47,0.14893,51,0.30663,52,0.34423,57,0.51610,10,-2.1454,33,-0.3881,34,-0.3315,40,-0.0868
ENSG00000056586,RC3H2,41,-0.4543,36,-0.6164,91,0.93376,64,0.29089,43,-0.4167,74,0.47790,28,-0.9946,28,-1.0115,52,-0.0773
ENSG00000011454,RABGAP1,72,-0.3334,45,-1.0428,141,0.82894,137,0.77482,69,-0.4257,79,-0.1895,66,-0.4662,59,-0.6395,57,-0.6985
ENSG00000165209,STRBP,0,-5.4071,48,0.45156,50,0.57059,34,-0.1295,39,0.14471,0,-7.3340,90,1.51863,18,-1.0640,32,-0.1908
ENSG00000148204,CRB2,143,2.76105,8,-2.0572,10,-1.6875,8,-2.0197,11,-1.5626,78,1.53199,16,-1.0130,23,-0.4373,42,0.50507
ENSG00000119522,DENND1A,18,-0.8923,47,0.60357,51,0.85264,30,-0.0936,34,0.13984,7,-2.2697,29,-0.1454,26,-0.3289,25,-0.3574
ENSG00000106689,LHX2,21,-1.8407,47,-0.6622,31,-1.3608,117,0.88313,51,-0.5733,94,0.42139,31,-1.2628,106,0.60966,168,1.40346
ENSG00000119408,NEK6,24,0.08962,11,-1.0297,19,-0.3203,16,-0.5593,21,-0.1215,35,0.68857,8,-1.6104,32,0.55174,50,1.29140
ENSG00000136930,PSMB7,136,-0.6175,245,0.29584,233,0.24031,231,0.22640,218,0.11954,166,-0.3127,253,0.34939,134,-0.6463,140,-0.5738
ENSG00000136942,RPL35,1478,0.63971,1158,0.24410,579,-0.8921,698,-0.5899,661,-0.6805,1409,0.56090,1573,0.74209,1616,0.78768,802,-0.3324
ENSG00000136950,ARPC5L,33,-1.8848,177,0.66475,109,-0.1269,130,0.17612,205,1.04107,53,-1.2030,138,0.25889,74,-0.6988,42,-1.5453
ENSG00000136935,GOLGA1,29,1.23803,21,0.73474,28,1.41409,13,-0.0608,3,-2.0438,0,-4.8495,1,-3.5486,8,-0.7271,12,-0.1799
ENSG00000173611,SCAI,0,-7.0809,25,-0.5976,40,0.12580,63,0.94211,56,0.71790,27,-0.5093,41,0.14083,8,-2.1898,30,-0.3234
ENSG00000119414,PPP6C,71,0.09969,40,-0.7529,83,0.40663,92,0.58196,82,0.38291,40,-0.7858,22,-1.6450,55,-0.2789,52,-0.3822
ENSG00000136933,RABEPK,39,0.65932,28,0.15763,28,0.13597,5,-2.5157,27,0.05952,28,0.14910,58,1.32174,19,-0.4809,18,-0.5609
ENSG00000044574,HSPA5,160,-0.1084,93,-0.9277,162,-0.0935,196,0.24174,196,0.23480,400,1.41087,70,-1.3627,122,-0.5205,100,-0.8317
ENSG00000165219,GAPVD1,39,0.45923,38,0.42412,39,0.52768,29,0.01898,27,-0.1466,17,-0.7882,11,-1.4672,21,-0.5139,32,0.17645
ENSG00000119487,MAPKAP1,44,-0.0728,37,-0.3264,42,-0.1541,51,0.17452,59,0.45480,21,-1.1654,53,0.21016,42,-0.1311,50,0.12931
ENSG00000196814,MVB12B,129,1.85699,53,0.31812,58,0.52039,37,-0.2761,20,-1.2438,10,-2.1512,36,-0.2653,38,-0.2002,23,-0.9743
ENSG00000169155,ZBTB43,10,-0.9914,15,-0.4541,35,1.03301,23,0.25688,14,-0.5156,10,-0.9488,9,-1.0839,11,-0.9353,38,1.02974
ENSG00000136828,RALGPS1,27,-0.0240,55,1.12998,32,0.27744,35,0.41585,25,-0.1427,2,-3.5911,13,-1.1615,14,-0.9540,33,0.31370
ENSG00000136895,GARNL3,12,-1.7165,21,-0.8344,71,1.25212,37,0.03180,25,-0.6572,29,-0.3600,31,-0.2742,32,-0.2231,49,0.46210
ENSG00000136856,SLC2A8,40,0.51477,36,0.38132,33,0.25552,26,-0.1402,24,-0.2781,26,-0.1285,19,-0.6380,21,-0.4780,34,0.25741
ENSG00000197958,RPL12,921,0.63965,557,-0.1632,337,-0.9988,388,-0.7740,338,-0.9982,902,0.60560,1401,1.35488,1082,0.90826,432,-0.5559
ENSG00000148356,LRSAM1,16,-1.2573,32,-0.1742,46,0.41959,70,1.22496,44,0.33438,12,-1.5957,19,-0.9860,11,-1.7039,25,-0.5735
ENSG00000136830,NIBAN2,25,0.70409,4,-1.8290,8,-1.0702,7,-1.4009,8,-1.1400,60,2.26177,22,0.50814,25,0.69922,11,-0.5420
ENSG00000136854,STXBP1,69,-3.0953,587,0.11361,930,0.98736,649,0.30337,788,0.66314,297,-0.9335,259,-1.1388,213,-1.4307,392,-0.5150
ENSG00000187024,PTRH1,21,-0.1215,33,0.58736,25,0.16007,22,-0.0719,22,-0.0699,24,0.06124,17,-0.4234,18,-0.3144,22,-0.0271
ENSG00000160404,TOR2A,8,-0.8848,13,-0.1055,12,-0.2546,18,0.44744,16,0.18995,18,0.39956,9,-0.7357,13,-0.1564,16,0.24556
ENSG00000095370,SH2D3C,3,-2.2280,6,-1.2510,11,-0.5095,18,0.27753,30,1.26096,18,0.32275,6,-1.2245,10,-0.5482,19,0.34931
ENSG00000136807,CDK9,8,-2.2340,50,0.39447,39,-0.0186,57,0.68032,33,-0.2984,39,-0.0129,49,0.36017,27,-0.5327,38,-0.0530
ENSG00000136877,FPGS,7,-1.2753,15,-0.2612,25,0.65002,18,0.04168,13,-0.4454,19,0.10957,12,-0.5362,20,0.16505,24,0.51310
ENSG00000106991,ENG,13,-1.5693,7,-2.4219,5,-3.0201,0,-6.2180,9,-2.2236,308,4.67253,55,0.66096,18,-1.0352,8,-2.2307
ENSG00000106992,AK1,203,0.20945,184,0.05354,150,-0.2884,162,-0.1575,152,-0.2660,309,0.89108,166,-0.1101,149,-0.2818,196,0.15252
ENSG00000160408,ST6GALNAC6,70,-1.4325,269,0.65216,206,0.24758,100,-0.9680,154,-0.2572,154,-0.2347,331,0.99708,206,0.21651,201,0.18361
ENSG00000136840,ST6GALNAC4,8,-0.9914,7,-1.3035,17,0.03166,23,0.58068,16,-0.0532,24,0.58292,7,-1.1846,26,0.68190,15,-0.1948
ENSG00000136908,DPM2,41,-0.7837,71,0.04808,84,0.35089,68,-0.0212,95,0.57641,76,0.15313,38,-0.9085,54,-0.3834,52,-0.4303
