Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000173369,C1QB,67,0.61622,5,-3.1144,22,-1.1668,10,-2.2767,7,-2.6320,4,-3.4936,186,2.49824,69,0.66570,98,1.26720,43,-0.0935
ENSG00000004487,KDM1A,21,-1.3861,44,-0.2387,57,0.16301,54,0.07059,103,1.11868,71,0.50719,55,0.10739,43,-0.2808,25,-1.1259,37,-0.5041
ENSG00000169641,LUZP1,6,-2.3258,27,-0.1781,46,0.73836,24,-0.4048,51,0.82422,19,-0.7301,12,-1.3460,57,1.00468,11,-1.4758,42,0.52028
ENSG00000125944,HNRNPR,112,-0.1093,83,-0.5753,131,0.14832,155,0.44426,106,-0.2011,103,-0.2409,156,0.40808,98,-0.3136,120,-0.0021,95,-0.3708
ENSG00000125945,ZNF436,13,-0.4118,12,-0.5968,26,0.66906,22,0.36467,24,0.48640,20,0.24384,0,-7.0460,14,-0.3501,13,-0.4655,20,0.19216
ENSG00000088280,ASAP3,42,2.29334,1,-3.4921,8,-0.4565,10,-0.1627,1,-3.4412,0,-3.9860,5,-1.1796,14,0.36098,16,0.57321,17,0.69975
ENSG00000117318,ID3,212,1.52303,12,-2.8607,7,-3.8013,11,-3.1142,2,-5.3138,4,-4.2838,687,4.48125,18,-2.3246,43,-1.0269,6,-3.8429
ENSG00000142676,RPL11,1090,1.13559,552,0.01900,250,-1.2732,375,-0.6260,302,-0.9089,468,-0.2380,881,0.77481,819,0.65214,798,0.61097,384,-0.5422
ENSG00000011007,ELOA,20,-0.0183,15,-0.4268,31,0.74226,18,-0.1492,29,0.55090,19,-0.1216,9,-1.1637,10,-0.9736,14,-0.5385,28,0.50151
ENSG00000057757,PITHD1,117,-0.7513,237,0.34262,237,0.38424,244,0.43667,301,0.73355,229,0.28941,105,-0.9146,139,-0.4887,96,-1.0521,103,-0.9408
ENSG00000011009,LYPLA2,11,-2.2723,56,0.06299,83,0.80500,69,0.45569,60,0.17805,47,-0.1804,33,-0.7270,32,-0.7823,30,-0.8550,66,0.33644
ENSG00000117308,GALE,5,-1.7108,3,-2.5139,13,-0.2404,28,1.05125,27,0.88372,17,0.17826,16,0.03666,11,-0.4759,14,-0.2024,12,-0.4419
ENSG00000117305,HMGCL,25,0.34609,13,-0.6575,22,0.14329,10,-1.1348,15,-0.4451,19,-0.0941,40,1.13779,25,0.36850,19,-0.0756,20,0.03687
ENSG00000179163,FUCA1,9,-0.7069,3,-2.4774,16,0.04760,15,-0.0407,27,0.90703,9,-0.8261,37,1.44452,5,-1.6311,16,0.04467,16,0.12317
ENSG00000189266,PNRC2,55,0.13864,52,0.04815,47,-0.1117,47,-0.1268,34,-0.5987,23,-1.2126,81,0.76488,63,0.34448,57,0.17767,53,0.07176
ENSG00000188529,SRSF10,40,-0.4563,61,0.18311,46,-0.2927,53,-0.0388,65,0.28144,82,0.65224,76,0.53734,35,-0.6722,50,-0.1252,45,-0.2942
ENSG00000001461,NIPAL3,142,1.80145,12,-2.0982,55,0.20738,31,-0.7532,43,-0.2037,41,-0.2816,57,0.23835,44,-0.1727,50,0.04937,26,-0.9580
ENSG00000133226,SRRM1,89,1.00583,23,-1.1365,33,-0.6073,48,0.00639,47,-0.0169,47,-0.0207,43,-0.1794,78,0.78572,45,-0.0923,40,-0.2825
ENSG00000169504,CLIC4,347,3.54706,14,-2.0699,12,-2.3986,6,-3.2831,5,-3.4626,10,-2.5785,121,1.27529,54,-0.0483,65,0.23176,17,-1.7587
ENSG00000117614,SYF2,64,0.15242,66,0.20707,49,-0.2942,54,-0.1293,54,-0.1172,28,-1.0914,98,0.84582,73,0.36081,64,0.13975,45,-0.4067
ENSG00000117616,RSRP1,81,0.38023,46,-0.4802,83,0.47857,88,0.57611,26,-1.3592,57,-0.1616,80,0.36443,33,-1.0164,44,-0.5545,53,-0.2737
ENSG00000183726,TMEM50A,140,0.89687,34,-1.3130,42,-1.0687,74,-0.1353,94,0.24746,95,0.26921,138,0.88072,94,0.25334,78,-0.0353,58,-0.5084
ENSG00000204178,MACO1,41,1.02541,15,-0.5761,29,0.50393,28,0.41126,22,-0.0190,13,-0.8262,8,-1.4982,4,-2.4209,28,0.40459,18,-0.2958
ENSG00000117643,MAN1C1,48,0.32816,10,-2.0835,32,-0.3188,64,0.88125,52,0.43522,73,0.99897,56,0.56302,16,-1.3739,13,-1.6211,11,-1.8288
ENSG00000162430,SELENON,80,0.67200,39,-0.4675,54,0.06122,47,-0.1896,40,-0.4369,30,-0.8374,84,0.74477,39,-0.4577,53,0.01452,63,0.29301
ENSG00000117640,MTFR1L,63,-0.1441,61,-0.2007,72,0.05957,85,0.35385,76,0.13040,47,-0.6167,50,-0.4979,87,0.35419,50,-0.5153,87,0.34908
ENSG00000182749,PAQR7,8,-0.7115,9,-0.5770,17,0.39797,15,0.09567,8,-0.7669,17,0.37076,14,0.01168,11,-0.3739,16,0.21845,17,0.35655
ENSG00000117632,STMN1,715,-0.7928,1828,0.68417,1624,0.55020,1336,0.19469,1450,0.30750,1481,0.34097,569,-1.1369,1563,0.42864,465,-1.4394,349,-1.8635
ENSG00000158008,EXTL1,4,-3.7267,83,0.77521,92,1.08275,51,-0.0001,46,-0.1906,46,-0.1773,26,-1.0442,41,-0.3669,47,-0.1478,38,-0.4540
ENSG00000175087,PDIK1L,4,-1.6634,15,0.12940,27,1.23980,17,0.41313,26,1.06382,3,-2.1908,3,-2.0638,9,-0.6357,3,-2.0684,12,-0.1953
ENSG00000142684,ZNF593,31,-0.0531,54,0.85929,31,-0.0143,26,-0.3391,21,-0.6586,55,0.86921,16,-1.0727,47,0.64091,26,-0.2962,17,-0.9589
ENSG00000142669,SH3BGRL3,187,-0.6895,527,0.95823,407,0.59280,137,-1.2347,103,-1.5854,110,-1.4813,393,0.47111,519,0.93098,283,-0.0529,299,0.03712
ENSG00000158062,UBXN11,6,-2.8053,39,0.00885,44,0.20964,65,0.94269,24,-0.7547,50,0.41085,41,0.09473,51,0.43773,14,-1.5051,23,-0.7965
ENSG00000117682,DHDDS,10,-1.3158,35,0.52059,32,0.38833,34,0.51503,23,-0.1148,39,0.70532,17,-0.6367,16,-0.6743,9,-1.5267,22,-0.1988
ENSG00000198830,HMGN2,289,1.08533,113,-0.4259,123,-0.3217,153,0.04751,68,-1.1908,145,-0.0345,205,0.51375,132,-0.1860,169,0.20476,111,-0.4563
ENSG00000117713,ARID1A,50,-0.2196,71,0.32905,86,0.70310,40,-0.6160,72,0.33937,45,-0.4065,71,0.31575,30,-1.0191,40,-0.5657,66,0.19500
ENSG00000204160,ZDHHC18,28,-0.4370,22,-0.7518,42,0.24164,40,0.11841,69,1.01899,32,-0.2241,45,0.31795,32,-0.2355,23,-0.7468,28,-0.4206
ENSG00000142751,GPN2,17,-0.2198,21,0.11469,22,0.21084,33,0.95214,19,0.00224,7,-1.4661,20,0.07725,4,-2.1294,17,-0.1468,17,-0.2293
ENSG00000090273,NUDC,139,-0.3430,204,0.26297,206,0.30627,188,0.15070,132,-0.4173,149,-0.2327,153,-0.1882,232,0.46579,132,-0.4132,145,-0.2741
ENSG00000253368,TRNP1,10,-2.8366,93,0.41901,88,0.36318,93,0.46497,107,0.65574,74,0.05105,37,-1.0180,106,0.63807,24,-1.6451,44,-0.7405
ENSG00000090020,SLC9A1,5,-2.5820,52,0.76244,38,0.30652,45,0.62377,13,-1.3550,23,-0.5324,48,0.62742,19,-0.7553,13,-1.3176,44,0.51067
ENSG00000142784,WDTC1,29,-0.3905,33,-0.1864,51,0.53718,22,-0.8947,14,-1.4816,51,0.47454,47,0.35750,40,0.09723,29,-0.4092,63,0.82137
ENSG00000186501,TMEM222,82,0.01962,61,-0.4241,98,0.34521,106,0.48247,66,-0.3078,74,-0.1424,64,-0.3691,63,-0.3979,62,-0.4127,90,0.16392
ENSG00000142765,SYTL1,13,0.52404,0,-6.9301,8,-0.2398,13,0.53464,0,-6.5468,0,-5.1155,0,-6.1561,0,-5.6667,29,1.90545,29,1.90108
ENSG00000158195,WASF2,89,1.79793,7,-2.1727,14,-1.2078,13,-1.3806,5,-2.5644,17,-0.9316,96,1.93483,31,0.02835,31,0.00720,38,0.31999
ENSG00000126705,AHDC1,26,-0.9666,64,0.44712,97,1.32713,44,-0.1575,30,-0.7068,33,-0.5716,25,-0.9789,26,-0.9300,27,-0.9089,66,0.48512
ENSG00000126709,IFI6,92,-0.6219,108,-0.3781,124,-0.1740,98,-0.5663,85,-0.7342,38,-1.9364,367,1.65033,230,0.82892,140,0.02547,146,0.09528
ENSG00000009780,FAM76A,33,0.71643,15,-0.5629,27,0.43146,30,0.58519,4,-2.2741,7,-1.6507,13,-0.7371,36,0.83823,12,-0.8000,21,-0.0424
ENSG00000117758,STX12,97,-0.1114,154,0.63182,141,0.54109,83,-0.3829,100,-0.0588,78,-0.4419,85,-0.3071,132,0.38057,71,-0.5960,83,-0.3512
ENSG00000117751,PPP1R8,53,0.96789,28,-0.0470,49,0.95628,25,-0.2624,29,0.02176,11,-1.4824,9,-1.6653,8,-1.9275,22,-0.4061,40,0.50498
ENSG00000117748,RPA2,60,-0.1962,50,-0.4595,47,-0.5924,102,0.74512,98,0.58845,73,0.10870,120,0.92662,44,-0.6664,43,-0.7090,26,-1.4325
ENSG00000126698,DNAJC8,121,-0.1216,149,0.19648,144,0.15673,133,0.02512,125,-0.0788,110,-0.2690,99,-0.4435,223,0.85948,100,-0.4279,95,-0.5054
ENSG00000130770,ATP5IF1,161,-1.8123,820,0.69101,338,-0.7601,695,0.47027,880,0.80999,847,0.74642,519,-0.0430,659,0.33672,277,-1.0034,172,-1.7138
ENSG00000130766,SESN2,14,-0.4436,14,-0.3813,28,0.79479,23,0.43432,25,0.49785,18,-0.0503,23,0.35298,3,-2.6617,4,-2.2093,15,-0.2766
ENSG00000242125,SNHG3,20,0.51124,29,1.16204,16,0.14979,11,-0.4460,15,0.12494,10,-0.5099,23,0.76805,3,-2.2456,7,-1.0104,10,-0.5001
ENSG00000180098,TRNAU1AP,13,-0.9060,21,-0.1222,40,1.01174,19,-0.3258,15,-0.6612,16,-0.5733,47,1.13767,14,-0.7652,13,-0.8125,20,-0.2061
ENSG00000197989,SNHG12,30,0.70422,12,-0.6904,19,-0.0292,13,-0.6882,16,-0.2746,15,-0.4077,21,0.15808,18,-0.1303,39,1.15793,16,-0.2300
ENSG00000120656,TAF12,8,-1.1018,11,-0.6299,24,0.72397,21,0.44799,20,0.29206,14,-0.1651,22,0.44917,0,-6.4452,17,0.05271,13,-0.3073
ENSG00000198492,YTHDF2,55,-0.4542,77,0.05784,124,0.93222,88,0.30054,67,-0.1653,57,-0.4137,51,-0.5954,52,-0.5420,54,-0.5084,56,-0.4349
ENSG00000116350,SRSF4,45,-0.1890,44,-0.2277,65,0.42427,41,-0.3664,47,-0.1187,51,0.01109,71,0.51273,46,-0.1672,51,-0.0106,46,-0.1745
ENSG00000116353,MECR,38,0.06766,47,0.39385,32,-0.2092,46,0.39197,36,-0.0338,67,0.97004,13,-1.5732,35,-0.0502,21,-0.8262,26,-0.5332
ENSG00000060656,PTPRU,7,-1.8934,37,0.63836,65,1.97291,15,-0.8260,2,-3.3274,1,-4.0116,23,-0.0624,10,-1.3723,10,-1.2610,43,0.90913
ENSG00000162511,LAPTM5,103,1.41760,20,-1.1585,39,-0.2157,10,-2.2148,15,-1.5867,5,-3.0395,73,0.82335,76,0.88167,98,1.33136,36,-0.3011
ENSG00000162512,SDC3,157,-0.4269,148,-0.5224,262,0.41784,215,0.06596,290,0.54207,223,0.12008,229,0.15880,72,-1.6012,168,-0.3217,242,0.24621
ENSG00000134644,PUM1,66,-1.1865,179,0.34887,270,1.18606,166,0.25788,87,-0.7772,89,-0.7266,71,-1.0755,80,-0.8991,100,-0.5582,179,0.34732
ENSG00000060688,SNRNP40,32,0.68540,21,0.01180,19,-0.1035,21,-0.0039,30,0.60713,30,0.56939,8,-1.3562,23,0.13639,6,-1.7064,18,-0.2171
ENSG00000121766,ZCCHC17,40,-1.8068,178,0.46335,173,0.47031,157,0.28831,73,-0.9090,125,-0.1010,132,-0.0096,170,0.39579,102,-0.4060,115,-0.2314
ENSG00000121769,FABP3,24,-2.3504,245,1.23139,148,0.43381,121,0.07837,164,0.55661,239,1.19352,33,-1.8758,69,-0.7873,31,-1.9608,45,-1.4390
ENSG00000162517,PEF1,38,-1.1272,91,0.22462,80,0.01385,93,0.28228,82,0.05409,116,0.61196,79,0.00889,83,0.07143,50,-0.6873,64,-0.3240
ENSG00000084636,COL16A1,132,1.90945,31,-0.5023,38,-0.2014,25,-0.8717,13,-1.7787,22,-1.0333,56,0.41355,54,0.34448,49,0.18802,33,-0.3930
ENSG00000121753,ADGRB2,57,-2.2179,300,0.28349,348,0.58645,275,0.15640,268,0.10485,457,0.97413,149,-0.8053,147,-0.8250,110,-1.2587,279,0.16576
ENSG00000184007,PTP4A2,670,2.41965,126,-0.4637,144,-0.2892,98,-0.9132,103,-0.7705,104,-0.7515,55,-1.6984,167,-0.0269,213,0.35267,121,-0.5289
ENSG00000121774,KHDRBS1,120,0.03147,94,-0.3406,115,-0.0334,171,0.68468,140,0.28384,79,-0.6077,104,-0.1841,70,-0.7917,100,-0.2433,127,0.12183
ENSG00000121775,TMEM39B,13,-0.4634,39,1.30591,21,0.28192,21,0.26772,7,-1.3153,12,-0.5248,3,-2.3859,32,0.94884,5,-1.9421,17,-0.0483
ENSG00000025800,KPNA6,30,-0.5150,47,0.20127,61,0.68928,36,-0.2276,39,-0.0850,45,0.11509,8,-2.3933,86,1.17305,19,-1.1871,31,-0.4666
ENSG00000084652,TXLNA,40,0.43214,32,0.08279,40,0.47412,26,-0.3035,36,0.25866,34,0.15032,23,-0.4413,17,-0.8544,24,-0.3899,30,-0.0481
ENSG00000160050,CCDC28B,34,0.90166,15,-0.3849,14,-0.5473,13,-0.6151,19,-0.0021,26,0.45105,9,-1.2090,14,-0.4597,38,1.05408,24,0.31305
ENSG00000084623,EIF3I,65,-0.7033,75,-0.4843,119,0.26633,119,0.26805,97,-0.0840,100,-0.0427,173,0.84164,61,-0.7900,93,-0.1437,88,-0.2299
ENSG00000116478,HDAC1,31,0.96664,19,0.16425,4,-2.0130,14,-0.3051,0,-6.3746,1,-3.4108,56,2.06158,8,-1.1234,29,0.87821,21,0.32540
ENSG00000175130,MARCKSL1,1222,2.43680,218,-0.5357,131,-1.3877,305,-0.0212,129,-1.3285,129,-1.3284,292,-0.0842,105,-1.6299,398,0.40505,336,0.13334
ENSG00000160058,BSDC1,69,-0.0622,48,-0.6149,92,0.43690,93,0.47239,104,0.58975,49,-0.5946,50,-0.5504,44,-0.7384,49,-0.5823,77,0.10584
ENSG00000176261,ZBTB8OS,31,-0.2394,15,-1.2780,31,-0.2333,50,0.57996,48,0.43375,38,0.08061,41,0.18271,22,-0.7468,43,0.27970,33,-0.1559
ENSG00000162521,RBBP4,86,0.13414,60,-0.4337,84,0.10255,90,0.21823,94,0.27661,81,0.03130,94,0.26964,52,-0.6451,51,-0.6648,84,0.09602
ENSG00000162522,KIAA1522,4,-1.7657,18,0.33334,10,-0.6677,11,-0.4769,23,0.71426,26,0.86582,15,0.03464,6,-1.2646,20,0.41823,24,0.74035
ENSG00000134684,YARS,40,-1.3431,93,-0.0648,114,0.27744,113,0.25534,201,1.18484,152,0.71869,66,-0.5907,58,-0.8016,46,-1.1319,58,-0.7922
ENSG00000116497,S100PBP,19,0.31530,22,0.57211,12,-0.3781,16,0.11760,11,-0.4318,9,-0.8523,31,1.13057,2,-2.9703,12,-0.3087,21,0.45387
ENSG00000121905,HPCA,28,-2.7006,224,0.42070,210,0.35136,137,-0.3873,234,0.48930,417,1.47165,40,-2.2020,174,0.02026,105,-0.7569,150,-0.2191
ENSG00000121900,TMEM54,66,0.64579,37,-0.2376,28,-0.7075,42,-0.0676,23,-0.9765,49,0.16697,69,0.72407,29,-0.6321,53,0.29621,59,0.46318
ENSG00000116514,RNF19B,15,-0.6283,39,0.88964,16,-0.4929,25,0.16948,24,0.08892,57,1.54580,12,-0.9354,16,-0.5072,15,-0.5746,8,-1.4921
ENSG00000004455,AK2,93,1.75206,18,-0.9428,21,-0.6993,17,-1.0196,19,-0.8007,10,-1.6993,74,1.32855,19,-0.8066,46,0.51952,37,0.18306
ENSG00000142920,AZIN2,27,0.18052,17,-0.5554,36,0.73893,31,0.43642,10,-1.2933,23,-0.0717,33,0.51619,12,-0.9863,21,-0.2046,11,-1.2162
ENSG00000160094,ZNF362,26,0.22601,16,-0.4726,19,-0.2371,29,0.42911,9,-1.3196,16,-0.4590,48,1.23494,18,-0.3412,18,-0.3242,21,-0.1219
ENSG00000134686,PHC2,124,1.00778,56,-0.2825,69,0.06075,66,-0.0278,89,0.45226,74,0.16379,58,-0.2219,32,-1.1352,48,-0.5126,51,-0.4035
ENSG00000121904,CSMD2,9,-0.5728,8,-0.8062,46,2.59406,4,-1.6963,3,-1.9793,3,-2.1424,6,-1.3003,7,-1.0296,12,-0.1242,15,0.11997
ENSG00000163866,SMIM12,39,-0.8989,90,0.38047,61,-0.2371,111,0.82262,82,0.23201,86,0.32343,99,0.53495,23,-1.6969,33,-1.1578,51,-0.5125
ENSG00000116544,DLGAP3,2,-4.2500,20,-1.1720,55,0.46322,42,-0.0268,46,0.10397,90,1.22925,14,-1.6437,15,-1.5164,52,0.31929,77,0.96369
ENSG00000163867,ZMYM6,21,0.51071,15,-0.0770,21,0.57066,16,0.05739,27,0.87444,8,-0.9657,2,-2.8050,10,-0.6890,13,-0.2990,15,-0.0186
ENSG00000116560,SFPQ,212,0.37778,192,0.22125,157,-0.1107,200,0.31508,147,-0.2018,148,-0.1860,165,-0.0247,135,-0.3303,159,-0.0800,135,-0.3376
ENSG00000146463,ZMYM4,29,-0.6221,77,0.89571,43,-0.0223,68,0.79312,16,-1.5266,18,-1.3498,34,-0.3984,57,0.39605,35,-0.3366,39,-0.1834
ENSG00000142687,KIAA0319L,38,-0.5279,43,-0.3165,54,0.01232,67,0.41206,54,0.02972,51,-0.0801,64,0.27961,57,0.11785,36,-0.6023,54,0.02817
ENSG00000020129,NCDN,71,-3.1053,610,0.10077,687,0.32179,882,0.78874,757,0.44593,780,0.49421,271,-1.1425,248,-1.2753,267,-1.1658,725,0.37638
ENSG00000126067,PSMB2,92,-0.4299,79,-0.6636,161,0.50604,149,0.36945,186,0.68538,174,0.57650,112,-0.1190,36,-1.8075,68,-0.8726,86,-0.5308
ENSG00000142686,C1orf216,17,-2.1063,100,0.58836,103,0.71045,80,0.25278,48,-0.5544,80,0.22704,42,-0.7722,52,-0.4537,33,-1.1070,93,0.47698
ENSG00000134698,AGO4,21,0.23978,10,-0.8347,12,-0.7143,32,1.02293,5,-1.8410,10,-0.8308,24,0.42732,24,0.44028,23,0.37446,13,-0.5254
ENSG00000092847,AGO1,42,0.40400,40,0.32406,41,0.39873,34,0.07899,15,-1.1300,30,-0.1551,27,-0.2956,35,0.08875,31,-0.0576,21,-0.6550
ENSG00000126070,AGO3,38,1.38483,1,-4.0999,20,0.37368,16,-0.0099,21,0.41294,5,-1.6055,0,-6.2230,22,0.46146,25,0.68312,10,-0.6560
ENSG00000116863,ADPRHL2,13,-0.7215,12,-0.8211,20,-0.0833,27,0.48760,23,0.17130,23,0.15088,32,0.69632,18,-0.1926,14,-0.6071,19,-0.1023
ENSG00000054116,TRAPPC3,53,-0.1438,39,-0.6132,63,0.13850,82,0.63518,63,0.12737,60,0.06966,48,-0.2791,34,-0.7935,43,-0.4689,64,0.15385
ENSG00000116871,MAP7D1,304,0.79159,289,0.71215,179,-0.0600,192,0.05631,192,0.05460,206,0.16231,106,-0.8682,120,-0.6795,128,-0.5788,143,-0.4072
ENSG00000054118,THRAP3,67,0.12479,70,0.19792,84,0.54626,66,0.12005,34,-0.9158,41,-0.6358,50,-0.3202,66,0.08845,58,-0.0915,56,-0.1663
ENSG00000196182,STK40,20,-0.0517,19,-0.1618,28,0.51308,22,0.09758,7,-1.5788,20,-0.0557,13,-0.6983,36,0.87617,15,-0.4954,20,-0.0779
ENSG00000181817,LSM10,38,-0.3964,57,0.23877,42,-0.2799,48,-0.0439,38,-0.3984,62,0.35800,90,0.97648,57,0.22481,40,-0.3069,29,-0.8033
ENSG00000116885,OSCP1,9,-0.9223,31,0.93438,17,-0.0344,25,0.62412,21,0.32168,35,1.12713,2,-3.2476,0,-5.3571,13,-0.4094,13,-0.4167
ENSG00000116898,MRPS15,42,-0.5052,92,0.73471,47,-0.3500,48,-0.3182,61,0.08247,49,-0.2643,54,-0.1217,90,0.70752,67,0.22938,51,-0.1926
ENSG00000163873,GRIK3,0,-7.7503,14,-1.0201,93,2.54414,9,-1.7123,34,0.28824,2,-3.9457,4,-2.8631,28,-0.0040,13,-1.1186,41,0.57528
ENSG00000163875,MEAF6,59,-1.1528,203,0.75545,123,-0.0532,177,0.60296,180,0.56013,139,0.15058,76,-0.7939,80,-0.6994,76,-0.7943,107,-0.2596
ENSG00000163877,SNIP1,21,0.44015,11,-0.5819,14,-0.2277,20,0.44047,10,-0.6616,9,-0.7850,36,1.34680,7,-1.1567,5,-1.6017,22,0.48789
ENSG00000134697,GNL2,23,0.53425,6,-1.3760,18,0.23440,37,1.58986,11,-0.5326,18,0.20552,1,-3.9004,0,-4.8701,12,-0.4113,11,-0.6046
ENSG00000116922,C1orf109,11,-0.3971,13,-0.0880,15,0.05536,17,0.25061,26,0.95902,19,0.43898,9,-0.7302,13,-0.0949,11,-0.3626,6,-1.2822
ENSG00000183317,EPHA10,7,-1.0630,10,-0.4511,11,-0.4188,19,0.49251,18,0.33769,37,1.58946,1,-3.8185,14,0.01153,10,-0.4478,13,-0.1539
ENSG00000185090,MANEAL,13,-1.5792,36,-0.0154,46,0.40464,42,0.25195,70,1.03960,62,0.84730,17,-1.1545,23,-0.6993,14,-1.4843,28,-0.3982
ENSG00000196449,YRDC,12,-0.5711,14,-0.3281,18,0.07633,18,0.11328,24,0.51395,33,1.05403,19,0.15655,8,-1.0407,10,-0.7871,13,-0.3929
ENSG00000197982,C1orf122,475,1.04201,248,-0.0173,169,-0.6534,209,-0.3123,181,-0.5031,252,0.00841,206,-0.3042,323,0.40219,336,0.46956,231,-0.1304
ENSG00000183431,SF3A3,50,0.16740,47,0.06883,42,-0.0980,47,0.10111,42,-0.0991,53,0.25537,50,0.15840,38,-0.2561,43,-0.0496,36,-0.3511
ENSG00000183520,UTP11,18,-1.1328,27,-0.4772,33,-0.2226,40,0.12010,57,0.67317,37,-0.0202,28,-0.4178,86,1.37782,27,-0.5024,22,-0.7877
ENSG00000116954,RRAGC,58,0.36665,37,-0.3467,51,0.20096,57,0.38839,50,0.12484,36,-0.3921,38,-0.2779,32,-0.5557,30,-0.6692,53,0.23970
ENSG00000174574,AKIRIN1,107,0.36340,90,0.09331,102,0.32383,97,0.22251,115,0.47831,72,-0.2695,40,-1.1561,67,-0.3640,55,-0.6794,78,-0.1433
ENSG00000168653,NDUFS5,331,-1.1011,1096,0.77323,571,-0.2932,609,-0.1853,812,0.28453,954,0.54520,510,-0.4447,1125,0.81720,586,-0.2292,371,-0.9306
ENSG00000127603,MACF1,177,0.44599,99,-0.4613,148,0.17979,85,-0.7454,114,-0.2485,97,-0.4925,205,0.67947,146,0.13437,130,-0.0457,171,0.38394
ENSG00000090621,PABPC4,66,0.39039,38,-0.4679,59,0.24482,35,-0.6175,28,-0.8994,34,-0.6098,54,0.07765,62,0.31157,82,0.76197,61,0.28567
ENSG00000116983,HPCAL4,25,-3.8294,370,0.13436,531,0.81422,526,0.79535,161,-1.1444,254,-0.4499,172,-1.0420,298,-0.2083,271,-0.3507,414,0.31189
ENSG00000084072,PPIE,49,0.31859,59,0.61656,43,0.11824,22,-0.9545,61,0.66177,37,-0.1385,58,0.59060,25,-0.7344,31,-0.3652,30,-0.4167
ENSG00000168389,MFSD2A,26,-0.5370,11,-1.8326,23,-0.7550,44,0.30858,7,-2.3227,15,-1.2900,152,2.52526,38,0.07618,25,-0.5807,30,-0.2794
ENSG00000131236,CAP1,186,0.53683,122,-0.1366,176,0.49475,147,0.17703,89,-0.6168,97,-0.4940,161,0.29837,69,-0.9988,102,-0.4119,125,-0.0996
ENSG00000131238,PPT1,96,-0.3128,64,-0.9248,84,-0.5573,146,0.38587,182,0.70460,142,0.29679,152,0.41199,76,-0.6679,114,-0.0428,122,0.06181
ENSG00000259943,AL050341.2,17,-0.3407,15,-0.4961,18,-0.3321,19,-0.1885,60,1.71765,10,-1.1771,21,-0.0685,21,-0.0600,19,-0.1808,21,-0.0056
ENSG00000084073,ZMPSTE24,28,-0.6727,36,-0.3058,57,0.44615,37,-0.3098,56,0.38160,28,-0.6690,57,0.41009,58,0.42504,45,0.03978,33,-0.4478
ENSG00000049089,COL9A2,159,3.73271,13,-0.9369,7,-1.8371,3,-3.0689,4,-2.5785,27,0.18747,2,-3.1520,18,-0.4110,24,0.02642,18,-0.4230
ENSG00000084070,SMAP2,31,-1.9935,126,0.10683,149,0.40766,174,0.69640,123,0.07028,190,0.76990,113,-0.0704,63,-0.9622,31,-1.9991,94,-0.3579
ENSG00000117016,RIMS3,17,-2.0236,62,-0.1005,83,0.41219,74,0.20456,93,0.55248,89,0.48868,40,-0.7498,41,-0.7166,35,-0.9472,97,0.62504
ENSG00000066136,NFYC,43,-0.0084,18,-1.2907,56,0.46660,62,0.65706,56,0.42526,43,0.01479,16,-1.5077,29,-0.6059,21,-1.0968,54,0.35211
ENSG00000179862,CITED4,23,0.60707,20,0.39294,4,-2.0255,21,0.54865,27,0.92862,31,1.13682,0,-6.8552,13,-0.2604,7,-1.0577,13,-0.2439
ENSG00000171793,CTPS1,3,-2.8288,17,-0.1930,20,-0.0005,19,-0.0136,33,0.82964,27,0.50985,46,1.39014,6,-1.7539,6,-1.7747,20,0.00274
ENSG00000010803,SCMH1,3,-2.1436,14,-0.1658,24,0.71343,21,0.45907,23,0.54158,13,-0.3430,11,-0.5791,14,-0.2147,13,-0.3357,12,-0.4761
ENSG00000204060,FOXO6,2,-3.1031,43,1.00470,52,1.56784,24,0.06795,0,-7.3984,1,-4.6061,48,1.16428,13,-0.8991,10,-1.2064,9,-1.4675
ENSG00000127124,HIVEP3,6,-1.7669,30,0.61928,38,1.11487,20,-0.0314,23,0.18984,18,-0.1923,5,-1.9309,22,0.08397,13,-0.6596,13,-0.7199
ENSG00000198815,FOXJ3,33,-0.9673,53,-0.2755,112,1.06446,73,0.24501,37,-0.8057,59,-0.1016,35,-0.8930,84,0.45104,20,-1.7048,66,0.07347
ENSG00000177181,RIMKLA,9,-1.6830,35,0.39853,34,0.41416,29,0.09502,58,1.25050,55,1.15962,0,-6.6771,12,-1.2486,13,-1.1054,17,-0.6685
ENSG00000127125,PPCS,40,-0.5668,68,0.25433,59,0.05157,60,0.06652,53,-0.1317,51,-0.1997,73,0.38275,85,0.62099,45,-0.3847,38,-0.6214
ENSG00000186409,CCDC30,22,0.69958,16,0.13149,9,-0.6647,10,-0.5933,19,0.45824,3,-2.3157,7,-1.0771,36,1.48209,23,0.71276,8,-0.8116
ENSG00000171960,PPIH,13,-0.4917,23,0.43698,21,0.28883,22,0.35482,16,-0.1210,11,-0.6820,11,-0.6578,20,0.19162,12,-0.6248,20,0.20230
