Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000100664,EIF5,199,-0.2634,271,0.22813,258,0.14646,181,-0.4098,160,-0.5967,286,0.31120,275,0.25119,292,0.34588,244,0.06011,210,-0.1940
ENSG00000075413,MARK3,24,-0.8743,59,0.47890,33,-0.4453,42,-0.0580,50,0.21407,65,0.66073,48,0.16579,50,0.22030,42,-0.0468,32,-0.4977
ENSG00000166165,CKB,1108,-0.4389,1455,-0.0117,1472,0.00624,1362,-0.1160,1375,-0.1010,1197,-0.3183,1106,-0.4412,1686,0.22313,1963,0.47096,1701,0.26660
ENSG00000166166,TRMT61A,4,-2.1618,4,-1.9332,11,-0.7044,18,0.10518,14,-0.2640,35,1.16872,17,-0.0307,34,1.13099,11,-0.6519,20,0.24633
ENSG00000166170,BAG5,37,0.18802,31,-0.0944,14,-1.2895,16,-1.0646,10,-1.7288,64,1.06683,56,0.85660,34,0.02922,31,-0.1249,36,0.12220
ENSG00000126214,KLC1,318,-1.0351,550,-0.1946,387,-0.7398,306,-1.0973,257,-1.3587,435,-0.5585,871,0.54154,953,0.69251,706,0.20034,1033,0.95862
ENSG00000256053,COA8,71,0.06815,71,0.07277,100,0.63181,42,-0.7295,60,-0.2010,54,-0.3615,49,-0.5150,76,0.17458,75,0.15953,74,0.16425
ENSG00000100711,ZFYVE21,82,0.37172,37,-0.8528,55,-0.2548,70,0.12714,72,0.17898,58,-0.1647,31,-1.1361,86,0.46002,61,-0.0956,80,0.37382
ENSG00000088808,PPP1R13B,6,-2.2151,38,0.63121,22,-0.2516,23,-0.1799,17,-0.6550,23,-0.1372,38,0.62266,17,-0.6300,38,0.63107,30,0.30086
ENSG00000156411,ATP5MPL,664,-0.1418,561,-0.4045,1205,0.82679,725,-0.0030,549,-0.4391,453,-0.7335,582,-0.3485,794,0.14165,924,0.38550,768,0.09794
ENSG00000258986,TMEM179,16,-0.9093,25,-0.2016,31,0.10929,26,-0.1406,13,-1.1485,20,-0.5757,61,1.24616,39,0.48006,28,-0.0262,28,-0.0243
ENSG00000203485,INF2,62,-0.5473,78,-0.1881,76,-0.2349,61,-0.5544,67,-0.4148,169,1.07519,136,0.70397,144,0.80116,42,-1.1173,66,-0.4871
ENSG00000184990,SIVA1,92,0.38791,78,0.13195,82,0.19638,72,-0.0102,71,-0.0149,45,-0.7327,35,-1.1218,82,0.21298,76,0.08215,80,0.18843
ENSG00000142208,AKT1,42,-0.1135,40,-0.1906,38,-0.2911,35,-0.4162,43,-0.1108,47,0.04636,71,0.72275,49,0.09528,62,0.47518,38,-0.3213
ENSG00000099814,CEP170B,81,-0.2640,132,0.51509,103,0.12207,98,0.02950,56,-0.8135,100,0.07690,149,0.71589,124,0.42134,71,-0.4682,69,-0.5536
ENSG00000166428,PLD4,31,0.78657,12,-0.6645,7,-1.4433,21,0.15646,43,1.35305,31,0.76773,5,-1.9978,2,-2.8415,8,-1.1946,24,0.41673
ENSG00000185567,AHNAK2,31,0.10412,30,0.06223,31,0.10751,11,-1.4297,13,-1.2021,28,-0.0663,76,1.61731,50,0.87834,27,-0.1462,12,-1.4838
ENSG00000140104,CLBA1,3,-2.4367,10,-0.6538,13,-0.2301,8,-0.8579,11,-0.3959,9,-0.6811,14,-0.0501,34,1.35036,12,-0.2930,24,0.91450
ENSG00000184916,JAG2,78,2.18582,9,-1.3066,16,-0.4746,18,-0.3596,8,-1.5623,16,-0.4748,17,-0.4049,27,0.27296,10,-1.1793,23,0.06688
ENSG00000183828,NUDT14,84,-0.1758,133,0.56440,109,0.23594,72,-0.4157,68,-0.4998,48,-1.0219,97,0.05017,149,0.74918,74,-0.3604,99,0.09470
ENSG00000185024,BRF1,14,-1.1297,33,0.10560,28,-0.1172,28,-0.1614,19,-0.7619,43,0.55133,45,0.59943,27,-0.1958,29,-0.1064,36,0.27846
ENSG00000184887,BTBD6,41,-0.8857,75,0.03488,73,-0.0084,65,-0.1836,47,-0.6766,57,-0.3859,75,0.02951,92,0.36523,90,0.32963,96,0.47551
ENSG00000179364,PACS2,37,-0.6449,50,-0.1756,65,0.25609,76,0.50424,89,0.75204,96,0.88600,37,-0.6164,32,-0.8672,49,-0.1922,41,-0.5241
ENSG00000182979,MTA1,10,-1.4551,22,-0.3351,30,0.11966,21,-0.4202,32,0.24096,37,0.49283,44,0.75365,26,-0.0583,28,0.05815,25,-0.1321
ENSG00000182809,CRIP2,356,0.56868,303,0.30562,290,0.23634,176,-0.5466,151,-0.7852,130,-1.0087,148,-0.8168,323,0.40955,148,-0.8159,364,0.69426
ENSG00000184986,TMEM121,5,-2.5094,30,0.20787,25,-0.0744,23,-0.2280,16,-0.7322,40,0.65275,24,-0.1678,33,0.33783,31,0.25549,32,0.34882
ENSG00000274253,AC138649.1,16,-1.2078,36,-7.4188,35,-0.0389,24,-0.5919,27,-0.4621,24,-0.5893,71,1.12929,55,0.68751,49,0.49045,29,-0.3864
ENSG00000170113,NIPA1,18,-2.0263,47,-0.6094,49,-0.5421,45,-0.6903,54,-0.4025,122,0.90972,161,1.39980,87,0.34688,41,-0.8299,73,0.06442
ENSG00000140157,NIPA2,17,-1.2115,43,0.25620,41,0.15087,14,-1.4722,8,-2.1819,28,-0.4507,59,0.76279,52,0.55199,56,0.68234,44,0.31216
ENSG00000273749,CYFIP1,66,0.66381,25,-0.8526,32,-0.4758,46,0.08781,78,0.93303,65,0.63205,44,-0.0143,30,-0.5620,24,-0.9017,36,-0.3463
ENSG00000275835,TUBGCP5,6,-1.3068,9,-0.5930,7,-1.0483,4,-1.7736,11,-0.3979,14,0.00655,11,-0.4192,18,0.41981,45,2.00003,15,0.07165
ENSG00000182636,NDN,86,-0.9681,121,-0.4423,136,-0.2696,57,-1.5757,77,-1.1371,141,-0.2072,314,1.10118,172,0.09961,262,0.78931,204,0.42492
ENSG00000128739,SNRPN,400,-1.0162,795,0.04732,865,0.18206,652,-0.2659,388,-1.0622,670,-0.2220,856,0.16461,1295,0.84801,1255,0.79428,657,-0.2792
ENSG00000224078,SNHG14,207,-0.7585,298,-0.1954,308,-0.1436,187,-0.9158,231,-0.5922,462,0.50767,724,1.27605,289,-0.2443,367,0.13528,319,-0.0965
ENSG00000114062,UBE3A,48,-0.8287,56,-0.5854,60,-0.4811,33,-1.3793,47,-0.8711,116,0.54823,175,1.25561,118,0.58144,89,0.12006,81,-0.0175
ENSG00000166206,GABRB3,63,-1.4735,136,-0.3018,128,-0.4029,64,-1.4557,43,-2.0477,110,-0.6280,205,0.34746,261,0.74100,130,-0.3701,339,1.41724
ENSG00000186297,GABRA5,62,-1.6250,158,-0.2059,206,0.21947,96,-0.9653,87,-1.1235,146,-0.3259,202,0.18492,339,1.04588,102,-0.8786,290,0.90090
ENSG00000128731,HERC2,68,0.29718,33,-0.8174,48,-0.2675,41,-0.5070,35,-0.7294,85,0.64436,79,0.53606,74,0.41507,70,0.33110,46,-0.3743
ENSG00000034053,APBA2,42,-2.0418,168,0.03467,172,0.07168,86,-0.9941,80,-1.0967,217,0.44894,313,1.06702,297,0.97408,144,-0.2082,143,-0.2372
ENSG00000104059,FAM189A1,18,-0.1850,17,-0.3390,9,-1.2873,18,-0.2365,14,-0.5446,22,0.07297,31,0.65249,28,0.45568,29,0.54873,21,0.02974
ENSG00000185115,NSMCE3,11,-1.5832,15,-1.1337,23,-0.4905,20,-0.6714,15,-1.0866,31,-0.0284,60,1.07379,51,0.78462,51,0.78640,34,0.13715
ENSG00000104067,TJP1,152,2.11609,10,-2.2373,18,-1.3955,59,0.41887,81,0.95825,79,0.91996,16,-1.5539,22,-1.0708,24,-0.9598,18,-1.4922
ENSG00000198690,FAN1,18,-0.2865,25,0.20437,25,0.15985,15,-0.6407,19,-0.2218,37,0.82273,19,-0.2200,30,0.48741,21,-0.0916,17,-0.4125
ENSG00000166912,MTMR10,59,1.41444,14,-0.8489,12,-1.1611,45,0.95193,48,1.06700,66,1.64487,3,-3.0497,7,-1.9285,7,-1.8842,7,-1.8862
ENSG00000259448,LINC02352,3,-1.9640,17,0.40403,13,-0.0541,6,-1.0817,5,-1.4166,19,0.52025,7,-0.9643,9,-0.5453,20,0.60714,24,1.07303
ENSG00000169926,KLF13,52,-0.1024,63,0.19660,55,-0.0129,50,-0.1885,42,-0.4314,100,0.94163,78,0.53784,40,-0.5082,33,-0.8295,51,-0.1669
ENSG00000169918,OTUD7A,8,-1.9476,26,-0.2386,47,0.70627,21,-0.5997,23,-0.4566,41,0.45469,30,-0.0011,38,0.36891,26,-0.2428,37,0.36772
ENSG00000166922,SCG5,115,-1.6657,258,-0.4482,254,-0.4725,148,-1.2863,121,-1.5923,267,-0.3907,562,0.80774,594,0.90203,509,0.64066,472,0.58715
ENSG00000198838,RYR3,25,0.75233,11,-0.5370,14,-0.1483,15,-0.0417,31,1.15552,31,1.14697,4,-1.8656,5,-1.5485,6,-1.4055,13,-0.2177
ENSG00000134153,EMC7,78,0.06953,35,-1.1552,38,-1.0343,46,-0.7606,58,-0.3991,52,-0.5504,58,-0.3919,128,0.87638,106,0.55759,112,0.74344
ENSG00000134152,KATNBL1,15,-0.2236,8,-1.1281,18,0.02138,9,-1.0256,15,-0.2196,23,0.43595,31,0.90111,9,-1.0380,13,-0.4902,26,0.73429
ENSG00000128463,EMC4,122,-0.1329,88,-0.6356,144,0.12562,127,-0.0740,98,-0.4776,121,-0.1397,114,-0.2333,167,0.36779,162,0.31981,158,0.31828
ENSG00000140199,SLC12A6,25,0.03685,16,-0.6188,21,-0.2419,16,-0.6519,13,-0.9733,29,0.29641,20,-0.2857,29,0.30428,38,0.73505,30,0.35870
ENSG00000182117,NOP10,161,0.61937,102,-0.1201,134,0.31765,93,-0.2707,86,-0.3795,67,-0.7732,80,-0.4948,119,0.11965,122,0.16207,123,0.20279
ENSG00000176454,LPCAT4,33,-1.0336,39,-0.8040,47,-0.5200,25,-1.4535,13,-2.3418,36,-0.9322,90,0.50762,101,0.70614,153,1.42698,91,0.60843
ENSG00000175265,GOLGA8A,8,-1.1090,8,-1.1551,7,-1.3463,13,-0.5305,18,0.04590,28,0.72807,31,0.89016,20,0.18737,7,-1.3529,28,0.79442
ENSG00000021776,AQR,48,1.32384,6,-1.8711,6,-1.8496,9,-1.2579,16,-0.4481,35,0.81436,15,-0.5421,17,-0.3802,37,0.89076,23,0.13520
ENSG00000198146,ZNF770,76,1.21205,18,-1.0614,20,-0.9059,22,-0.7576,19,-1.0198,39,0.08991,38,0.06837,43,0.25805,38,0.06076,45,0.34660
ENSG00000134138,MEIS2,9,-1.3771,25,0.10422,23,0.02055,16,-0.5237,14,-0.7269,62,1.69439,21,-0.1187,14,-0.7287,9,-1.3699,29,0.41669
ENSG00000166068,SPRED1,21,-1.5582,35,-0.8021,73,0.33465,67,0.20124,35,-0.8159,60,0.02314,48,-0.3149,101,0.87329,47,-0.3664,82,0.58965
ENSG00000171262,FAM98B,29,-0.4403,23,-0.7873,38,-0.0522,21,-0.9549,30,-0.4096,35,-0.1696,36,-0.0998,58,0.64751,55,0.57271,51,0.48843
ENSG00000172575,RASGRP1,29,-0.8047,38,-0.3969,28,-0.8240,26,-0.9312,19,-1.3925,54,0.17745,91,1.03221,96,1.12170,19,-1.4025,67,0.57516
ENSG00000166073,GPR176,14,-1.5291,28,-0.4655,31,-0.3321,29,-0.4188,23,-0.7757,35,-0.1604,49,0.39950,37,-0.0682,88,1.39592,44,0.22828
ENSG00000128829,EIF2AK4,24,-0.3625,21,-0.5489,23,-0.4133,16,-0.9632,21,-0.5526,46,0.67767,37,0.34305,43,0.57701,42,0.54072,29,-0.0759
ENSG00000140319,SRP14,732,0.54809,448,-0.2411,406,-0.3925,461,-0.1961,369,-0.5427,485,-0.1166,378,-0.5016,639,0.32437,806,0.70839,508,-0.0474
ENSG00000137843,PAK6,15,-1.5476,45,0.04596,45,0.06944,44,0.02644,30,-0.5821,28,-0.6651,55,0.38118,35,-0.3162,42,-0.0330,68,0.84575
ENSG00000259330,INAFM2,23,0.06813,24,0.15338,12,-0.9120,13,-0.7795,16,-0.4299,29,0.48204,26,0.25721,26,0.26480,23,0.12631,23,0.12839
ENSG00000140323,DISP2,26,-0.6238,33,-0.2638,14,-1.5196,26,-0.6281,12,-1.7254,27,-0.5493,68,0.90365,54,0.52027,94,1.47685,37,-0.0809
ENSG00000128928,IVD,39,-0.0040,45,0.19065,27,-0.5611,45,0.20343,26,-0.6207,46,0.23706,37,-0.1122,40,0.03818,39,-0.0375,45,0.23294
ENSG00000140320,BAHD1,13,-0.5561,18,-0.0564,20,0.15475,16,-0.1782,12,-0.6539,12,-0.6359,15,-0.2654,22,0.28355,14,-0.3920,30,0.88429
ENSG00000128891,CCDC32,11,-0.6496,11,-0.5936,10,-0.7369,17,0.05265,14,-0.2699,18,0.18790,31,1.05216,25,0.69942,14,-0.2434,14,-0.2313
ENSG00000137824,RMDN3,42,-0.4454,54,-0.0673,52,-0.1131,43,-0.4208,45,-0.3518,61,0.12894,36,-0.6713,81,0.57772,59,0.06096,73,0.47257
ENSG00000137880,GCHFR,27,0.47959,21,0.07878,24,0.31515,17,-0.2346,12,-0.8130,11,-0.8618,21,0.12619,19,-0.0682,36,0.95850,15,-0.4618
ENSG00000166140,ZFYVE19,25,0.80450,16,0.06712,19,0.37930,18,0.23109,14,-0.1559,15,0.04137,12,-0.2951,13,-0.1803,18,0.29170,8,-1.0792
ENSG00000104142,VPS18,12,-1.0836,19,-0.3926,28,0.18392,7,-1.7815,10,-1.2963,28,0.22406,51,1.19812,28,0.19181,26,0.09566,31,0.38155
ENSG00000128965,CHAC1,5,-1.3973,11,-0.3092,14,0.10975,12,-0.2139,3,-2.2608,2,-2.4439,13,-0.0706,28,1.18017,34,1.52170,13,-0.0301
ENSG00000187446,CHP1,76,-0.7396,136,0.15647,153,0.35600,80,-0.6683,67,-0.9424,54,-1.2458,155,0.36929,145,0.25936,116,-0.0954,185,0.76228
ENSG00000247556,OIP5-AS1,129,-0.3169,160,0.02157,169,0.10031,95,-0.7884,129,-0.3227,131,-0.2906,248,0.73150,92,-0.8353,231,0.61290,178,0.20809
ENSG00000137806,NDUFAF1,25,-0.5121,37,0.06847,22,-0.7218,21,-0.7981,23,-0.6370,41,0.22586,42,0.26612,43,0.31765,45,0.38920,45,0.41798
ENSG00000137815,RTF1,65,-0.7497,80,-0.4341,117,0.15726,56,-0.9778,61,-0.8358,157,0.64639,203,1.07731,123,0.24227,79,-0.4533,110,0.07642
ENSG00000137825,ITPKA,30,-1.9382,114,0.07549,136,0.35556,64,-0.8270,30,-1.9372,1,-5.9461,13,-3.1463,159,0.61409,76,-0.5518,287,2.04064
ENSG00000103932,RPAP1,4,-1.7381,7,-1.0027,8,-0.6942,6,-1.1946,12,-0.1067,13,-0.0590,15,0.15718,15,0.19939,18,0.46957,24,1.12069
ENSG00000092445,TYRO3,32,-2.0453,104,-0.2698,128,0.05726,66,-0.9735,72,-0.8428,88,-0.5251,99,-0.3484,221,0.94595,58,-1.1601,247,1.35296
ENSG00000174197,MGA,13,-0.1040,5,-1.5901,7,-0.9962,16,0.22691,23,0.81164,24,0.83911,10,-0.5329,7,-0.9725,12,-0.2745,19,0.50431
ENSG00000137802,MAPKBP1,20,-0.1849,14,-0.7636,10,-1.2141,14,-0.7503,17,-0.4300,20,-0.2295,41,0.93974,28,0.34306,15,-0.6071,36,0.83079
ENSG00000243789,JMJD7,1,-3.5803,15,0.12614,18,0.47400,14,0.07469,9,-0.5613,15,0.12622,26,1.07207,13,-0.0579,15,0.11018,11,-0.2721
ENSG00000166887,VPS39,22,-1.1909,41,-0.2953,49,0.00600,30,-0.7815,26,-0.9775,55,0.18477,62,0.36572,80,0.77476,56,0.20657,60,0.36381
ENSG00000103978,TMEM87A,18,-0.5323,9,-1.5381,7,-1.8454,31,0.30378,30,0.26449,78,1.89230,10,-1.3649,36,0.54260,25,-0.0403,19,-0.5223
ENSG00000092529,CAPN3,42,0.40285,9,-1.8689,9,-1.8847,49,0.63392,56,0.86742,177,3.24526,6,-2.5523,5,-2.8288,2,-3.7680,3,-3.6885
ENSG00000103994,ZNF106,83,0.27913,79,0.21329,42,-0.7599,45,-0.6840,90,0.41907,84,0.30776,74,0.09199,76,0.13712,60,-0.2271,65,-0.1038
ENSG00000180979,LRRC57,27,0.42543,34,0.83188,34,0.80422,12,-0.8312,10,-1.0377,5,-1.9361,13,-0.6788,31,0.65307,7,-1.4874,26,0.40707
ENSG00000137814,HAUS2,6,-1.0576,12,-0.1431,9,-0.5388,9,-0.5755,6,-1.1622,17,0.35264,21,0.69456,17,0.38160,17,0.37090,16,0.33358
ENSG00000128881,TTBK2,10,-2.3514,45,-0.2112,34,-0.6592,49,-0.0816,26,-1.0193,61,0.27339,101,1.11652,46,-0.1660,95,1.00854,49,-0.0869
ENSG00000159459,UBR1,32,0.31158,19,-0.5014,12,-1.1575,12,-1.1817,10,-1.4297,22,-0.3103,71,1.65390,26,-0.0393,34,0.40672,27,0.01126
ENSG00000166946,CCNDBP1,66,0.17809,69,0.24362,34,-0.8247,39,-0.6543,29,-1.1029,62,0.07032,86,0.61325,79,0.46189,65,0.15935,60,0.03654
ENSG00000137822,TUBGCP4,15,-0.5018,24,0.24667,14,-0.6155,10,-1.0527,10,-1.1530,17,-0.3075,13,-0.6719,41,1.09689,23,0.16292,31,0.71277
ENSG00000067369,TP53BP1,12,-2.1395,45,-0.2347,43,-0.3239,30,-0.8361,39,-0.4806,57,0.11823,68,0.41686,77,0.60546,76,0.58563,66,0.40507
ENSG00000166963,MAP1A,323,-1.2653,1315,0.95620,1153,0.73230,614,-0.2832,569,-0.4010,818,0.17009,925,0.36778,456,-0.7411,624,-0.2596,646,-0.2244
ENSG00000237289,CKMT1B,16,-1.4733,44,0.08365,39,-0.1181,24,-0.8383,16,-1.4888,32,-0.4321,68,0.79163,94,1.33823,45,0.10045,42,0.00638
ENSG00000223572,CKMT1A,15,-1.7032,39,-0.3086,67,0.57787,28,-0.8039,13,-1.9537,44,-0.1122,64,0.50162,92,1.09716,82,0.89447,37,-0.3946
ENSG00000167004,PDIA3,151,0.87782,57,-0.6858,61,-0.5820,41,-1.1652,73,-0.2942,94,0.10628,125,0.56805,111,0.37284,104,0.25818,76,-0.2464
ENSG00000140264,SERF2,1574,1.66053,365,-0.7578,524,-0.2006,645,0.12686,779,0.43255,526,-0.1941,288,-1.1176,476,-0.3510,490,-0.3048,440,-0.5156
ENSG00000140259,MFAP1,24,-0.2814,21,-0.4703,23,-0.3769,32,0.13973,24,-0.3164,18,-0.7300,37,0.36572,37,0.40200,56,1.07102,24,-0.3297
ENSG00000166734,CASC4,118,0.52466,83,-0.0420,66,-0.4034,68,-0.3631,80,-0.1098,96,0.19015,106,0.34719,78,-0.1447,73,-0.2370,85,0.00216
ENSG00000179523,EIF3J-DT,40,1.37225,11,-0.6585,9,-0.9129,15,-0.2594,10,-0.8342,24,0.54268,5,-1.8054,20,0.19996,27,0.69155,15,-0.2537
ENSG00000104131,EIF3J,92,0.12125,71,-0.2818,62,-0.4992,52,-0.7598,110,0.39572,150,0.91530,85,-0.0011,77,-0.1585,105,0.31962,68,-0.3887
ENSG00000104133,SPG11,12,-0.1569,5,-1.5637,5,-1.4415,19,0.53465,15,0.12051,31,1.32150,16,0.26823,10,-0.4893,8,-0.7439,15,0.12067
ENSG00000166710,B2M,3608,3.39552,138,-2.3147,220,-1.6259,427,-0.6292,688,0.11770,1182,1.01460,259,-1.3833,169,-2.0214,184,-1.8943,78,-3.2823
ENSG00000185880,TRIM69,42,-0.2420,42,-0.2647,47,-0.0786,43,-0.2247,45,-0.1570,45,-0.1354,84,0.85361,33,-0.6224,40,-0.3487,62,0.40438
ENSG00000140263,SORD,11,-0.1752,8,-0.7704,18,0.50792,5,-1.3671,12,-0.0896,14,0.19703,11,-0.1651,18,0.55445,8,-0.7064,17,0.54642
ENSG00000138606,SHF,19,-0.4403,29,0.22939,35,0.52561,19,-0.3932,12,-1.1108,20,-0.3527,29,0.23202,17,-0.5587,27,0.09023,35,0.57011
ENSG00000171766,GATM,160,0.58593,69,-0.7308,81,-0.4933,149,0.46357,248,1.34000,166,0.64417,67,-0.7843,56,-1.0469,51,-1.2025,89,-0.3865
ENSG00000104164,BLOC1S6,95,0.38367,70,-0.1002,63,-0.2703,45,-0.7988,36,-1.1340,52,-0.5604,66,-0.1981,100,0.47050,74,-0.0250,111,0.73433
ENSG00000137872,SEMA6D,11,-0.6538,4,-2.2431,3,-2.6083,18,0.01651,24,0.50069,24,0.47498,13,-0.4396,14,-0.3334,26,0.60209,29,0.88930
ENSG00000104177,MYEF2,36,-0.2535,25,-0.7838,37,-0.1994,30,-0.5446,39,-0.1468,51,0.28107,46,0.12719,40,-0.0843,42,-0.0158,60,0.64288
ENSG00000233932,CTXN2,0,-5.4270,15,0.22315,16,0.34907,16,0.40259,6,-1.0784,3,-1.8875,12,-0.1206,19,0.61904,20,0.71326,16,0.45637
ENSG00000128951,DUT,107,0.53540,47,-0.7361,56,-0.4767,68,-0.1755,74,-0.0590,117,0.69476,49,-0.6855,77,0.01229,109,0.57566,68,-0.2048
ENSG00000255302,EID1,281,-0.1441,269,-0.2116,295,-0.0653,217,-0.5403,186,-0.7795,401,0.42683,301,-0.0354,384,0.35639,458,0.64519,295,-0.0693
ENSG00000138593,SECISBP2L,50,-0.8013,52,-0.7281,59,-0.5309,59,-0.5467,90,0.12019,191,1.38823,75,-0.1741,91,0.14653,69,-0.2989,91,0.15419
ENSG00000166200,COPS2,36,-0.6542,50,-0.1597,57,0.07085,52,-0.0845,35,-0.6909,86,0.72763,41,-0.4598,77,0.54946,68,0.33870,51,-0.1304
ENSG00000104047,DTWD1,6,-1.5059,13,-0.4247,14,-0.3579,19,0.11323,13,-0.4879,15,-0.2337,7,-1.3469,42,1.44018,17,-0.0076,23,0.50697
ENSG00000285410,GABPB1-IT1,14,-0.6701,13,-0.7953,19,-0.2154,23,0.04958,11,-1.0408,21,-0.0699,15,-0.5259,23,0.11259,58,1.65791,21,-0.0413
ENSG00000138592,USP8,74,0.36319,31,-1.0127,48,-0.3245,49,-0.3068,60,0.01129,90,0.66777,78,0.44984,60,0.02265,54,-0.1464,54,-0.1571
ENSG00000138600,SPPL2A,39,1.75194,5,-1.5316,4,-1.8172,14,-0.0052,23,0.81809,29,1.17788,11,-0.3072,6,-1.2988,10,-0.5537,6,-1.2691
ENSG00000183578,TNFAIP8L3,15,-1.1795,30,-0.1136,42,0.43100,31,-0.0497,15,-1.1305,4,-3.0199,40,0.34612,32,-0.0038,28,-0.2028,58,1.12829
ENSG00000186417,GLDN,0,-4.8300,0,-5.1061,0,-4.0760,11,-0.3134,29,1.30688,102,4.39313,0,-7.8283,0,-4.6431,3,-2.0101,0,-4.6625
ENSG00000104093,DMXL2,25,-2.0907,67,-0.6294,51,-1.0435,54,-0.9466,26,-2.0225,104,0.04775,222,1.32316,198,1.11831,87,-0.2326,136,0.55487
ENSG00000104112,SCG3,372,0.34607,168,-0.8944,244,-0.3243,243,-0.3309,238,-0.3636,256,-0.2453,444,0.63804,320,0.10601,498,0.82989,257,-0.2669
ENSG00000140280,LYSMD2,48,-0.7963,74,-0.1341,52,-0.6965,58,-0.5331,32,-1.4096,46,-0.8706,92,0.19347,123,0.66733,149,0.99946,109,0.54531
ENSG00000128872,TMOD2,146,-0.5414,201,-0.0493,331,0.76234,203,-0.0271,115,-0.9036,179,-0.2320,283,0.50204,241,0.24342,229,0.16034,175,-0.2925
ENSG00000138594,TMOD3,81,2.30923,15,-0.5854,17,-0.3824,17,-0.3913,14,-0.7073,17,-0.3684,17,-0.4195,24,0.15778,8,-1.4694,15,-0.5767
ENSG00000166477,LEO1,9,-1.3311,20,-0.1072,18,-0.2125,38,0.92552,20,-0.1164,10,-1.1762,37,0.88346,21,-0.0437,24,0.21575,19,-0.1936
ENSG00000069956,MAPK6,25,-1.1968,48,-0.1943,59,0.13376,35,-0.6884,33,-0.7823,38,-0.5536,70,0.39593,68,0.36067,56,0.04136,84,0.79606
ENSG00000069966,GNB5,54,-0.9280,88,-0.1664,94,-0.0778,61,-0.7264,40,-1.3612,58,-0.8099,190,1.08992,132,0.47203,192,1.10378,86,-0.2323
ENSG00000197535,MYO5A,73,-1.4933,258,0.46075,268,0.52185,150,-0.4038,91,-1.1625,163,-0.2700,341,0.92390,169,-0.2138,223,0.22480,199,0.04091
ENSG00000128989,ARPP19,515,-0.8726,850,-0.0976,1160,0.40089,420,-1.1808,447,-1.0872,509,-0.8902,1152,0.38969,1392,0.70281,509,-0.8909,1496,0.95262
ENSG00000047346,FAM214A,25,0.84257,6,-1.3362,5,-1.4602,10,-0.5479,13,-0.2320,22,0.63986,12,-0.3772,12,-0.2995,16,0.11382,21,0.60955
ENSG00000137766,UNC13C,33,0.30180,41,0.61185,34,0.33576,45,0.79863,27,-0.0474,30,0.14120,24,-0.2115,17,-0.7395,13,-1.1393,20,-0.5664
ENSG00000137876,RSL24D1,88,0.05204,69,-0.3253,86,0.01005,84,-0.0159,67,-0.3851,99,0.23729,94,0.15997,126,0.63034,80,-0.1031,72,-0.2835
ENSG00000260916,CCPG1,81,0.80795,32,-0.6792,30,-0.7524,32,-0.6757,35,-0.5318,98,1.14863,71,0.58681,43,-0.2037,67,0.48790,26,-1.0378
ENSG00000137871,ZNF280D,22,0.37495,11,-0.6510,6,-1.4503,21,0.32652,22,0.40618,20,0.20329,34,1.09777,16,-0.1435,23,0.48590,7,-1.4298
ENSG00000140262,TCF12,7,-1.4322,12,-0.7337,14,-0.5174,23,0.32761,29,0.66713,43,1.35666,8,-1.2084,19,0.01659,36,1.01886,9,-1.2035
ENSG00000255529,POLR2M,41,0.15175,28,-0.4368,30,-0.3505,28,-0.4361,35,-0.0962,82,1.29827,29,-0.4009,32,-0.2239,44,0.26893,31,-0.3333
ENSG00000137845,ADAM10,66,0.64609,25,-0.8462,30,-0.6132,31,-0.5312,30,-0.5990,114,1.60007,43,-0.0488,37,-0.2987,23,-1.0119,44,-0.0101
ENSG00000128923,MINDY2,58,0.44226,44,0.00808,21,-1.1497,46,0.05460,51,0.22066,88,1.14227,67,0.68470,22,-1.0561,35,-0.3741,27,-0.8372
ENSG00000157450,RNF111,5,-2.1942,9,-1.4791,8,-1.5842,21,-0.1769,18,-0.3947,27,0.20497,50,1.23052,25,0.09389,26,0.16862,35,0.72674
ENSG00000137776,SLTM,88,0.44163,46,-0.5685,53,-0.3652,47,-0.5527,90,0.46870,119,0.93406,114,0.85755,43,-0.6890,49,-0.4956,45,-0.6857
ENSG00000157470,FAM81A,26,-1.3715,76,0.27242,59,-0.1364,43,-0.6110,32,-1.0481,49,-0.4232,95,0.63599,88,0.51028,49,-0.4301,94,0.70847
ENSG00000140307,GTF2A2,62,0.28670,57,0.15699,52,-0.0062,45,-0.2097,47,-0.1509,33,-0.6943,39,-0.4226,56,0.11873,81,0.72822,49,-0.1124
ENSG00000140299,BNIP2,41,1.53138,7,-1.3361,12,-0.4952,10,-0.6722,29,0.92573,28,0.90277,14,-0.2766,7,-1.2755,10,-0.6735,11,-0.7005
ENSG00000128915,ICE2,17,0.42182,2,-2.6196,11,-0.2515,8,-0.6888,14,0.07827,25,1.06367,16,0.32716,15,0.18611,16,0.30256,10,-0.4711
