Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000149243,KLHL35,0,-5.4191,2,-3.0058,13,-0.2827,27,0.96051,16,0.05945,13,-0.2286,7,-1.0654,8,-0.8368,29,1.03457,26,1.02730
ENSG00000171533,MAP6,0,-8.1157,32,-1.6870,76,-0.4654,115,0.22896,126,0.36611,98,-0.0318,81,-0.3228,111,0.16913,153,0.68432,165,0.92271
ENSG00000198382,UVRAG,0,-5.5853,36,1.22727,13,-0.4509,11,-0.6620,26,0.67394,5,-1.8097,19,0.18429,22,0.40702,11,-0.6867,24,0.61149
ENSG00000137492,THAP12,0,-6.8433,28,-0.5655,39,-0.0794,56,0.50662,25,-0.7541,41,-0.0122,54,0.43627,66,0.76239,44,0.10827,50,0.33607
ENSG00000179240,GVQW3,0,-5.4282,10,-0.5863,8,-1.0820,22,0.56749,24,0.72568,16,0.13128,2,-2.9282,22,0.61481,3,-2.2756,33,1.50488
ENSG00000078124,ACER3,0,-6.3294,86,1.85880,27,-0.0768,30,0.09252,31,0.13179,19,-0.6493,30,0.10061,18,-0.7167,30,0.09102,22,-0.4429
ENSG00000149260,CAPN5,22,-0.2276,13,-0.9894,17,-0.6831,34,0.45095,19,-0.4682,7,-1.8282,34,0.42315,30,0.23458,18,-0.5627,49,1.18773
ENSG00000149269,PAK1,0,-9.3083,10,-4.6081,145,-0.8228,146,-0.7606,100,-1.3263,261,0.14197,206,-0.2317,206,-0.2283,698,1.82335,474,1.30156
ENSG00000074201,CLNS1A,108,0.56944,77,0.02740,68,-0.1946,71,-0.0974,51,-0.6144,92,0.30589,89,0.25137,66,-0.2053,107,0.54971,56,-0.4985
ENSG00000048649,RSF1,81,0.04911,69,-0.1994,89,0.22385,88,0.18578,88,0.17510,68,-0.2318,59,-0.4372,82,0.06889,95,0.30006,67,-0.2727
ENSG00000151366,NDUFC2,116,-0.9887,197,-0.1895,137,-0.7944,144,-0.6694,158,-0.5224,306,0.51363,305,0.50769,235,0.09227,384,0.89071,271,0.35288
ENSG00000159063,ALG8,33,0.66419,11,-1.0114,14,-0.7133,10,-1.1859,15,-0.5425,30,0.52291,37,0.84044,40,0.98591,4,-2.3974,26,0.32167
ENSG00000188997,KCTD21,6,-1.4464,10,-0.7862,14,-0.3296,9,-0.8389,13,-0.3495,26,0.71177,31,0.96673,41,1.47735,6,-1.5575,15,-0.1472
ENSG00000118369,USP35,6,-1.1526,14,0.02484,12,-0.2686,35,1.50811,39,1.71705,3,-2.1456,2,-2.6067,5,-1.3658,1,-3.5179,18,0.50714
ENSG00000149256,TENM4,0,-6.7618,7,-2.5552,32,-0.3138,55,0.57058,29,-0.4220,40,0.04669,55,0.56263,54,0.51964,25,-0.6900,68,1.03006
ENSG00000182103,FAM181B,1,-4.8822,83,1.51403,41,0.35762,9,-1.9397,24,-0.5158,103,1.91960,32,-0.0320,30,-0.1418,9,-1.9533,13,-1.4716
ENSG00000137509,PRCP,53,0.81608,53,0.80299,18,-0.9028,7,-2.2081,19,-0.8013,90,1.72633,18,-0.8831,28,-0.2016,40,0.35593,20,-0.7860
ENSG00000137502,RAB30,0,-6.7283,42,0.14753,41,0.13850,29,-0.3970,57,0.66763,51,0.47453,60,0.74044,24,-0.6927,18,-1.1030,45,0.30936
ENSG00000165494,PCF11,59,0.78267,52,0.56759,27,-0.5190,31,-0.2304,31,-0.2686,52,0.56037,24,-0.6203,56,0.69876,23,-0.7253,27,-0.4629
ENSG00000137494,ANKRD42,0,-6.1419,1,-4.4621,9,-1.5168,21,-0.2638,20,-0.3554,22,-0.1640,35,0.53817,21,-0.2512,75,1.84294,43,0.98789
ENSG00000137500,CCDC90B,58,0.43255,49,0.17702,32,-0.5142,32,-0.5002,50,0.20479,41,-0.0912,121,1.69955,25,-0.8381,17,-1.4069,34,-0.4036
ENSG00000150672,DLG2,4,-4.7877,100,-0.3619,130,0.04912,107,-0.2613,142,0.19026,118,-0.0989,166,0.43978,175,0.52611,146,0.23367,147,0.27077
ENSG00000171204,TMEM126B,56,0.17581,62,0.34308,34,-0.6527,37,-0.4822,30,-0.7940,69,0.51080,82,0.78848,49,-0.0247,58,0.23887,45,-0.1761
ENSG00000171202,TMEM126A,0,-6.7885,45,0.20919,24,-0.8157,26,-0.6127,39,-0.0031,37,-0.0836,51,0.41786,56,0.55691,79,1.13204,45,0.24269
ENSG00000137504,CREBZF,29,0.30133,35,0.56358,20,-0.3509,28,0.24796,24,0.01237,17,-0.5484,36,0.60419,21,-0.1934,0,-7.4437,31,0.40811
ENSG00000137501,SYTL2,105,0.67907,100,0.59975,56,-0.3568,37,-0.9279,28,-1.3792,38,-0.9171,13,-2.5138,18,-1.9635,133,1.08030,121,1.04270
ENSG00000073921,PICALM,216,1.17915,231,1.29203,59,-0.9618,96,-0.1414,98,-0.1151,86,-0.3105,77,-0.4844,102,-0.0466,52,-1.0881,94,-0.1884
ENSG00000074266,EED,19,-0.3349,17,-0.4662,17,-0.5031,22,-0.0850,44,0.97481,9,-1.3966,24,-0.0078,30,0.36333,23,-0.0609,31,0.45941
ENSG00000149196,HIKESHI,46,-0.2754,60,0.13410,36,-0.7285,44,-0.3549,59,0.09861,72,0.42621,62,0.17036,70,0.36932,79,0.57351,50,-0.1722
ENSG00000151376,ME3,0,-6.1318,5,-2.2868,20,-0.3941,18,-0.4984,16,-0.6339,17,-0.5813,35,0.54385,22,-0.1801,62,1.52183,42,0.93740
ENSG00000150687,PRSS23,248,3.92003,0,-7.9722,12,-1.7223,15,-1.2936,22,-0.7526,3,-3.6332,39,0.15167,10,-1.8880,20,-0.8734,22,-0.7519
ENSG00000166575,TMEM135,29,0.61840,13,-0.5775,15,-0.4147,23,0.24394,4,-2.1168,14,-0.5063,12,-0.7354,25,0.41782,18,-0.0900,32,0.90900
ENSG00000168959,GRM5,0,-8.2304,11,-3.3720,78,-0.5411,124,0.22032,100,-0.1207,53,-1.0858,92,-0.2410,111,0.04065,242,1.33482,203,1.18566
ENSG00000110172,CHORDC1,0,-6.4108,36,0.26665,32,0.07821,33,0.11884,43,0.55548,29,-0.0577,11,-1.5318,28,-0.1153,15,-1.0172,52,1.00973
ENSG00000165323,FAT3,0,-6.7685,4,-3.2685,37,-0.0753,64,0.78587,20,-0.9701,31,-0.3657,19,-1.0610,74,1.04747,64,0.78821,58,0.72856
ENSG00000180773,SLC36A4,0,-5.9585,18,-0.3402,25,0.20668,19,-0.2220,12,-0.9535,16,-0.5145,47,1.24670,15,-0.5307,15,-0.5459,36,0.89992
ENSG00000166012,TAF1D,31,-1.6310,126,0.51390,114,0.40147,84,-0.1329,112,0.32631,53,-0.8385,118,0.41733,137,0.65593,47,-1.0189,78,-0.2510
ENSG00000123901,GPR83,5,-1.9144,0,-7.8458,6,-1.5292,21,0.30049,1,-3.8476,15,-0.2131,7,-1.3765,6,-1.6195,50,1.78281,45,1.91960
ENSG00000166025,AMOTL1,123,2.46565,5,-2.5251,20,-0.6762,31,0.05944,68,1.32359,19,-0.7165,21,-0.5638,21,-0.5857,7,-2.2018,14,-1.1981
ENSG00000150316,CWC15,0,-7.2666,73,0.45103,37,-0.6607,39,-0.5422,31,-0.8789,95,0.87097,86,0.72093,76,0.51466,51,-0.1231,68,0.37398
ENSG00000263465,SRSF8,6,-3.5552,70,-0.0193,59,-0.3218,107,0.66095,82,0.22087,46,-0.6757,114,0.75562,79,0.16258,47,-0.6401,92,0.46398
ENSG00000149218,ENDOD1,61,0.43358,171,2.27388,29,-0.7590,23,-1.0568,39,-0.2511,36,-0.4010,39,-0.2712,33,-0.5226,35,-0.4293,30,-0.7014
ENSG00000149212,SESN3,53,-1.3997,16,-3.1221,89,-0.6635,136,0.04076,156,0.25914,163,0.33133,174,0.43571,121,-0.1391,290,1.29340,151,0.23000
ENSG00000166037,CEP57,49,1.07953,28,0.18192,21,-0.2986,28,0.15894,20,-0.3404,17,-0.5785,14,-0.8900,35,0.51310,7,-1.8879,31,0.35243
ENSG00000087053,MTMR2,46,0.51024,57,0.84256,12,-1.5754,20,-0.8000,27,-0.3567,34,0.01815,35,0.07341,47,0.52676,29,-0.2439,42,0.39029
ENSG00000149231,CCDC82,0,-6.8289,72,0.91586,30,-0.5011,53,0.41175,39,-0.0487,49,0.30691,42,0.06315,62,0.67800,17,-1.3336,46,0.23642
ENSG00000149972,CNTN5,0,-7.6220,0,-7.3132,38,-1.0121,10,-2.8232,3,-4.4754,89,0.36477,94,0.45880,124,0.90428,304,2.60634,74,0.07884
ENSG00000110318,CEP126,0,-6.9665,6,-2.8049,49,0.17537,45,0.02143,27,-0.7429,52,0.24225,42,-0.0959,117,1.60291,41,-0.1241,53,0.29774
ENSG00000110330,BIRC2,16,-1.2160,68,1.02688,30,-0.3069,19,-0.9386,21,-0.7848,20,-0.8758,78,1.27400,27,-0.4374,55,0.66895,33,-0.1262
ENSG00000152558,TMEM123,261,2.43307,202,1.90603,33,-1.1425,13,-2.4295,40,-0.7719,113,0.87168,38,-0.8509,40,-0.7515,6,-3.5100,6,-3.5638
ENSG00000137692,DCUN1D5,0,-6.1848,16,-0.6906,24,-0.1521,28,0.14313,19,-0.4609,33,0.38463,12,-1.0943,32,0.33318,9,-1.5161,56,1.48696
ENSG00000152578,GRIA4,0,-8.4743,32,-2.0988,71,-0.9592,82,-0.6818,28,-2.2934,147,0.21876,186,0.60243,168,0.43853,405,1.97602,172,0.52751
ENSG00000170903,MSANTD4,47,0.67845,32,0.05760,20,-0.7006,36,0.23782,12,-1.3477,44,0.55041,59,1.05507,45,0.59478,6,-2.3270,24,-0.4107
ENSG00000149313,AASDHPPT,31,-2.0309,51,-1.2819,67,-0.9382,181,0.66792,116,-0.0413,107,-0.1605,154,0.41284,175,0.62059,156,0.43352,161,0.53892
ENSG00000152402,GUCY1A2,12,-2.1362,20,-1.4391,49,-0.0778,40,-0.4031,69,0.45463,33,-0.6742,49,-0.0911,103,1.11662,21,-1.3596,88,0.96990
ENSG00000152404,CWF19L2,14,-0.4276,48,1.60190,29,0.84389,11,-0.7638,8,-1.2512,7,-1.3574,14,-0.4091,39,1.22694,0,-7.5504,10,-0.9403
ENSG00000110675,ELMOD1,0,-8.2962,9,-3.6775,78,-0.6109,161,0.56802,113,-0.0006,83,-0.4857,169,0.64272,171,0.66059,119,0.07988,188,0.93230
ENSG00000166266,CUL5,51,0.20697,21,-1.1093,24,-0.9763,61,0.50611,44,-0.0217,48,0.11158,35,-0.3523,49,0.15685,59,0.43109,59,0.48471
ENSG00000075239,ACAT1,81,0.33206,49,-0.4396,65,-0.0174,65,-0.0234,58,-0.1804,49,-0.4408,70,0.10542,66,0.00071,42,-0.6965,89,0.53601
ENSG00000149311,ATM,92,1.93292,58,1.10405,15,-1.1232,20,-0.5704,24,-0.3228,26,-0.1605,30,0.05805,15,-1.0360,19,-0.6204,19,-0.7038
ENSG00000178105,DDX10,0,-5.8093,9,-1.0850,16,-0.3751,23,0.20394,27,0.47033,28,0.55664,9,-1.2112,4,-2.2746,57,1.76841,25,0.37901
ENSG00000185742,C11orf87,0,-7.9085,5,-4.0440,54,-0.7592,60,-0.5616,45,-0.9942,87,0.01558,62,-0.4997,147,0.85940,251,1.81271,134,0.80230
ENSG00000137710,RDX,70,-0.0784,323,2.64508,69,-0.1222,40,-0.9415,45,-0.7561,69,-0.1045,46,-0.7435,84,0.19517,2,-5.1612,35,-1.1929
ENSG00000137714,FDX1,73,1.71929,18,-0.5353,17,-0.6682,23,-0.2224,30,0.18687,21,-0.3138,31,0.24484,22,-0.2591,15,-0.8553,23,-0.1929
ENSG00000137727,ARHGAP20,35,0.79458,3,-2.6107,10,-1.1240,23,0.10505,51,1.43176,31,0.61055,5,-1.9537,11,-1.0362,0,-4.6201,37,1.01693
ENSG00000170145,SIK2,39,-0.5292,38,-0.5664,64,0.26321,66,0.27338,62,0.18202,22,-1.4058,67,0.30801,93,0.84073,3,-4.0225,72,0.47004
ENSG00000086848,ALG9,12,-0.8391,16,-0.3604,14,-0.6101,17,-0.3008,45,1.27872,15,-0.5018,28,0.50588,13,-0.6340,18,-0.1647,27,0.45542
ENSG00000137720,C11orf1,6,-1.7351,19,-0.0189,15,-0.4152,7,-1.3642,28,0.65357,38,1.12562,4,-2.2144,23,0.31548,40,1.24249,15,-0.3205
ENSG00000109846,CRYAB,320,-0.4700,3743,4.81338,113,-2.1289,70,-2.7177,159,-1.5219,259,-0.7936,119,-1.9526,95,-2.2768,69,-2.7581,70,-2.8425
ENSG00000150764,DIXDC1,12,-1.8477,120,1.74674,24,-0.9147,51,0.28310,59,0.52483,19,-1.2471,28,-0.6447,88,1.18305,13,-1.7435,36,-0.2844
ENSG00000150768,DLAT,12,-1.9976,15,-1.6002,41,-0.1788,36,-0.3282,25,-0.9158,29,-0.6637,63,0.52748,58,0.40279,61,0.47851,80,1.06600
ENSG00000150776,NKAPD1,28,0.45254,31,0.62655,18,-0.2254,30,0.56358,17,-0.2984,19,-0.1672,36,0.82843,22,0.05633,1,-4.3757,16,-0.4422
ENSG00000150779,TIMM8B,42,-0.7130,87,0.43186,62,-0.1070,30,-1.1807,23,-1.5965,116,0.90344,101,0.66352,49,-0.4675,86,0.41316,69,0.06464
ENSG00000204370,SDHD,116,1.17532,56,-0.0245,52,-0.1463,23,-1.3470,29,-1.0213,54,-0.0612,67,0.27060,27,-1.0989,104,0.99278,49,-0.2459
ENSG00000150787,PTS,4,-3.8277,42,-0.5437,58,-0.0695,66,0.14068,50,-0.2934,43,-0.5154,117,1.09108,65,0.11343,40,-0.6294,89,0.71865
ENSG00000250303,LINC02762,0,-5.9655,7,-1.6765,15,-0.6567,19,-0.2545,22,-0.0401,31,0.51139,29,0.43835,18,-0.2972,36,0.79373,37,0.93675
ENSG00000149294,NCAM1,2,-7.3252,545,0.75306,248,-0.5405,376,0.14947,387,0.19377,397,0.23443,440,0.40176,346,0.01674,340,-0.0103,388,0.22122
ENSG00000109906,ZBTB16,34,-0.5537,23,-1.1388,47,-0.0523,54,0.15566,21,-1.2281,27,-0.8812,163,2.08349,109,1.33189,0,-7.9453,29,-0.8597
ENSG00000180425,C11orf71,11,-0.6913,32,0.90291,11,-0.7781,11,-0.7176,38,1.19465,24,0.42576,26,0.55889,16,-0.1936,20,0.13867,9,-1.1860
ENSG00000076043,REXO2,0,-5.7905,34,0.88953,21,0.11378,14,-0.4795,1,-3.6871,22,0.19070,39,1.12601,19,-0.0581,28,0.57847,17,-0.1954
ENSG00000182985,CADM1,0,-8.2417,88,-0.3339,69,-0.7471,85,-0.3796,68,-0.7153,315,1.79980,53,-1.0877,100,-0.1295,213,1.09542,122,0.20511
ENSG00000109917,ZPR1,0,-6.4016,28,-0.1428,29,-0.0956,20,-0.6730,31,0.02670,31,0.03773,48,0.70697,34,0.15725,41,0.44839,39,0.40623
ENSG00000160584,SIK3,59,-0.8458,149,0.59800,74,-0.5521,117,0.20673,125,0.31678,74,-0.4964,108,0.08611,101,-0.0286,94,-0.1380,128,0.38875
ENSG00000168092,PAFAH1B2,90,-0.8405,111,-0.5122,132,-0.2738,189,0.31527,117,-0.4405,121,-0.3856,267,0.88034,182,0.25289,50,-1.7033,235,0.75319
ENSG00000149577,SIDT2,0,-6.2130,35,0.44058,17,-0.6714,26,-0.0338,35,0.45886,35,0.46554,24,-0.1218,31,0.27131,53,1.14513,20,-0.4225
ENSG00000149591,TAGLN,3238,7.50972,14,-4.4622,21,-3.9652,30,-3.3654,61,-2.3138,12,-4.6655,9,-5.0251,11,-4.7789,0,-11.479,6,-5.7170
ENSG00000160613,PCSK7,32,0.44739,34,0.53356,19,-0.3964,66,1.65713,30,0.31576,13,-0.9488,11,-1.1177,9,-1.5005,7,-1.8941,26,0.10336
ENSG00000186318,BACE1,0,-7.2543,218,1.79785,49,-0.7130,105,0.52777,105,0.52591,46,-0.7432,57,-0.4166,71,-0.0824,41,-0.9144,81,0.11974
ENSG00000177103,DSCAML1,0,-5.8443,26,0.39159,10,-1.0578,29,0.54877,30,0.60293,4,-2.4255,56,1.67600,30,0.59991,0,-7.6937,25,0.34208
ENSG00000137726,FXYD6,158,-1.5953,236,-0.9990,303,-0.6659,378,-0.2754,405,-0.1687,392,-0.2222,1350,1.86618,629,0.53063,360,-0.3543,452,0.00312
ENSG00000177098,SCN4B,0,-6.2214,5,-2.2927,16,-0.7735,22,-0.3029,31,0.24654,30,0.17533,35,0.42396,35,0.41949,75,1.74812,26,-0.0101
ENSG00000149575,SCN2B,21,-2.4397,20,-2.5231,96,-0.2133,187,0.88542,100,-0.1264,64,-0.8010,96,-0.1913,216,1.13019,74,-0.5808,165,0.76427
ENSG00000110344,UBE4A,31,-0.5845,85,1.02918,31,-0.6144,25,-0.8946,25,-0.8571,63,0.53925,60,0.46689,28,-0.7125,55,0.32884,52,0.25827
ENSG00000167283,ATP5MG,349,0.59946,287,0.28081,156,-0.7157,87,-1.5373,129,-0.9544,382,0.74501,230,-0.0719,288,0.28684,472,1.10582,174,-0.5464
ENSG00000118058,KMT2A,84,0.65716,53,-0.0805,51,-0.1492,63,0.18331,59,0.08235,28,-1.0254,89,0.75828,45,-0.3360,28,-1.0373,59,0.09160
ENSG00000149582,TMEM25,62,-0.5343,26,-1.8307,43,-1.1544,90,0.03569,57,-0.6784,93,0.08481,85,-0.0578,141,0.75490,178,1.14948,119,0.54175
ENSG00000118096,IFT46,2,-3.1736,15,-0.4924,18,-0.2456,23,0.13038,26,0.32757,33,0.74740,5,-2.1784,43,1.16196,29,0.53151,19,-0.1267
ENSG00000095139,ARCN1,90,0.62824,64,0.07320,27,-1.2823,32,-0.9847,76,0.35947,74,0.31047,78,0.38545,37,-0.7617,61,0.00747,82,0.52167
ENSG00000019144,PHLDB1,79,0.54726,356,3.62642,26,-1.2549,19,-1.5818,47,-0.2475,43,-0.3889,24,-1.2913,23,-1.3606,2,-4.6894,12,-2.3610
ENSG00000110367,DDX6,232,0.30450,106,-0.9131,161,-0.2942,235,0.32642,174,-0.1505,143,-0.4572,160,-0.2843,407,1.23933,165,-0.2305,178,-0.1295
ENSG00000278376,AP004609.3,34,0.78040,30,0.61363,30,0.68193,16,-0.4080,33,0.71983,39,1.00901,8,-1.4544,13,-0.7366,1,-4.1153,7,-1.6012
ENSG00000186166,CCDC84,0,-5.6546,23,0.41096,9,-0.9983,28,0.72666,22,0.36845,19,0.13824,41,1.37831,23,0.43442,18,0.04677,9,-1.0842
ENSG00000118181,RPS25,2756,2.32076,1666,1.35694,597,-0.3520,185,-2.0803,369,-1.0579,568,-0.4017,615,-0.2775,315,-1.2939,523,-0.5271,314,-1.3832
ENSG00000196655,TRAPPC4,3,-3.7293,50,0.11846,38,-0.3151,31,-0.6299,40,-0.2368,61,0.44078,92,1.12230,59,0.38032,65,0.54109,39,-0.2959
ENSG00000149428,HYOU1,0,-7.9871,59,-0.6662,60,-0.7054,142,0.71718,55,-0.7661,71,-0.3824,99,0.13766,149,0.79011,160,0.91349,119,0.47312
ENSG00000160695,VPS11,14,-1.2681,22,-0.6041,17,-1.0435,29,-0.2251,17,-1.0097,39,0.26146,64,1.06287,54,0.75384,39,0.23043,43,0.46401
ENSG00000188486,H2AFX,24,-0.9401,71,0.73984,39,-0.2270,61,0.50250,34,-0.4278,46,0.03600,62,0.52219,59,0.45028,9,-2.2990,46,0.03694
ENSG00000172269,DPAGT1,20,0.45080,9,-0.6786,8,-0.8699,16,0.16729,6,-1.4121,25,0.86881,4,-1.8051,16,0.15904,5,-1.5567,29,1.24493
ENSG00000172375,C2CD2L,0,-7.6812,14,-2.4377,52,-0.5839,51,-0.5749,39,-0.9587,95,0.40161,115,0.70983,59,-0.3519,140,1.04812,134,1.11145
ENSG00000172273,HINFP,37,1.25588,16,-0.0853,13,-0.4462,18,0.08860,27,0.70782,7,-1.3443,12,-0.4678,12,-0.4740,2,-2.8509,23,0.55536
ENSG00000110395,CBL,89,1.11911,14,-1.6767,34,-0.4683,63,0.54803,38,-0.2354,20,-1.2203,55,0.34205,81,0.95620,6,-2.9478,51,0.22698
ENSG00000076706,MCAM,644,5.13720,106,0.65925,13,-2.5888,19,-1.9564,23,-1.6668,9,-3.0006,8,-3.2243,2,-4.9890,0,-9.4589,2,-5.0885
ENSG00000173456,RNF26,27,-0.1814,12,-1.4062,19,-0.7719,40,0.44324,22,-0.4663,28,-0.1409,17,-0.8355,75,1.50622,37,0.30208,34,0.18610
ENSG00000036672,USP2,0,-5.7778,36,1.00504,21,0.16461,14,-0.5090,9,-1.2048,24,0.36539,2,-3.0804,12,-0.7051,24,0.36228,34,1.03029
ENSG00000154096,THY1,203,-2.3483,145,-2.8383,637,-0.6942,1507,0.71703,1513,0.72450,614,-0.7002,724,-0.4467,1090,0.19131,848,-0.2029,1834,1.21150
ENSG00000110400,NECTIN1,0,-7.3776,97,0.78887,42,-0.5633,107,0.94100,47,-0.3778,20,-1.6049,36,-0.7649,48,-0.3282,30,-1.0649,123,1.37491
ENSG00000184232,OAF,171,2.60767,18,-1.1671,30,-0.4892,4,-3.2048,14,-1.5546,154,2.37276,20,-1.0565,19,-1.1445,2,-4.2341,8,-2.5170
ENSG00000181264,TLCD5,0,-5.5809,36,1.25011,13,-0.3711,13,-0.3323,8,-1.0126,35,1.17638,24,0.55943,31,1.00031,0,-6.7773,13,-0.3871
ENSG00000196914,ARHGEF12,186,0.63169,45,-1.5365,87,-0.6103,62,-1.0696,108,-0.2350,184,0.61111,173,0.50984,102,-0.3241,169,0.47134,151,0.33031
ENSG00000109929,SC5D,4,-4.7510,109,-0.0322,91,-0.3392,100,-0.1666,88,-0.3614,123,0.15603,106,-0.0803,135,0.29765,153,0.50112,169,0.75090
ENSG00000137642,SORL1,36,-2.5763,169,-0.2620,209,0.07828,354,0.93063,129,-0.6722,128,-0.6823,191,-0.0662,284,0.56142,64,-1.7138,312,0.81115
ENSG00000255248,MIR100HG,81,0.08911,81,0.09650,49,-0.7273,77,0.01161,105,0.51269,109,0.56377,94,0.32782,44,-0.8524,66,-0.2271,81,0.09300
ENSG00000109971,HSPA8,578,0.58144,444,0.15671,286,-0.5711,246,-0.7584,310,-0.4037,718,0.94319,458,0.20746,339,-0.2643,511,0.38137,324,-0.3669
ENSG00000023171,GRAMD1B,0,-7.7854,5,-4.0024,67,-0.2932,84,0.09752,92,0.23063,71,-0.1581,91,0.22420,159,1.14437,94,0.26371,110,0.59119
ENSG00000166257,SCN3B,92,-2.7477,47,-3.7256,409,-0.5826,734,0.37708,1243,1.26044,441,-0.4231,313,-0.9462,584,0.01399,618,0.10366,1029,1.07161
ENSG00000110002,VWA5A,0,-6.1336,6,-1.9704,15,-0.8298,45,0.95769,86,2.12446,18,-0.4678,22,-0.1920,40,0.75847,0,-7.9829,26,0.05389
ENSG00000154144,TBRG1,0,-7.4265,59,-0.0611,55,-0.2064,94,0.66787,98,0.75232,41,-0.6217,40,-0.6533,85,0.52087,29,-1.1544,92,0.71793
ENSG00000110013,SIAE,0,-5.9089,23,0.14330,12,-0.9770,34,0.72663,15,-0.5624,24,0.21770,37,0.86577,32,0.66866,0,-5.5766,33,0.81567
ENSG00000154146,NRGN,359,-1.8887,205,-2.7066,1001,-0.3733,2723,1.28868,3210,1.58504,500,-1.3948,458,-1.5261,690,-0.9118,723,-0.8411,2053,0.91709
ENSG00000149564,ESAM,522,5.83273,4,-3.7833,14,-2.0808,9,-2.4875,16,-1.7214,2,-4.4050,5,-3.2669,22,-1.2470,0,-9.0173,5,-3.5658
ENSG00000165478,HEPACAM,11,-2.9929,321,2.32223,67,-0.4039,40,-1.1549,84,-0.0276,248,1.80804,58,-0.5975,39,-1.1884,29,-1.6198,30,-1.6861
ENSG00000165495,PKNOX2,0,-6.0352,1,-4.2875,28,0.34994,22,-0.0654,23,-0.0201,25,0.11151,32,0.48502,39,0.83745,11,-1.1630,35,0.71833
ENSG00000149557,FEZ1,98,-1.3273,809,2.14733,151,-0.7366,168,-0.5126,178,-0.4238,293,0.35377,224,-0.0726,132,-0.8772,264,0.18516,173,-0.5130
ENSG00000149547,EI24,45,-0.8026,95,0.34766,58,-0.4621,109,0.56005,43,-0.8682,61,-0.3535,96,0.35214,116,0.66615,35,-1.1803,101,0.49039
ENSG00000134910,STT3A,68,1.41312,27,-0.1273,23,-0.3708,16,-0.8980,22,-0.4523,38,0.44797,39,0.45142,38,0.40988,1,-4.2564,26,-0.1569
ENSG00000109832,DDX25,42,0.73170,10,-1.3649,14,-1.0066,24,-0.1642,34,0.40037,50,1.02147,23,-0.2286,16,-0.7911,26,-0.0189,32,0.33990
ENSG00000197798,FAM118B,6,-1.5249,26,0.60794,6,-1.6774,12,-0.6042,26,0.62791,38,1.22412,20,0.15096,16,-0.1364,20,0.16812,18,0.06787
ENSG00000182934,SRPRA,0,-6.2392,23,-0.2619,22,-0.2940,39,0.61111,15,-0.9172,40,0.62737,33,0.31187,20,-0.4725,35,0.42333,36,0.54200
ENSG00000110074,FOXRED1,0,-6.5941,15,-1.2606,25,-0.5528,55,0.74385,21,-0.7218,27,-0.3825,53,0.68216,63,0.97875,11,-1.7092,60,1.00682
ENSG00000149571,KIRREL3,0,-7.2743,20,-1.5178,25,-1.2852,44,-0.3381,6,-3.2717,69,0.33520,81,0.60421,76,0.49295,168,1.88289,76,0.55878
ENSG00000134909,ARHGAP32,0,-7.2577,4,-3.8681,55,0.01346,47,-0.2237,36,-0.6568,42,-0.4146,42,-0.4209,54,-0.0146,116,1.23067,103,1.18569
ENSG00000084234,APLP2,368,0.14499,122,-1.5365,204,-0.8232,257,-0.4141,235,-0.5538,387,0.22654,563,0.83726,520,0.70384,445,0.45061,361,0.12630
ENSG00000196323,ZBTB44,0,-7.5295,70,0.07622,54,-0.3529,107,0.77661,84,0.37184,50,-0.4406,76,0.21647,62,-0.0896,90,0.48019,74,0.20254
ENSG00000134917,ADAMTS8,31,0.06403,13,-1.2880,14,-1.2420,12,-1.3549,9,-1.7338,15,-1.0761,15,-1.0082,14,-1.1293,135,2.67395,45,0.71227
ENSG00000120451,SNX19,0,-6.2497,88,1.77989,21,-0.5857,23,-0.4301,34,0.16599,44,0.56971,50,0.79299,23,-0.4076,21,-0.5592,20,-0.6894
ENSG00000182667,NTM,0,-8.3626,183,0.70349,120,0.02290,202,0.86824,243,1.18310,140,0.26246,99,-0.2692,65,-0.9134,61,-1.0073,93,-0.4118
ENSG00000183715,OPCML,0,-7.4390,42,-1.4180,82,-0.4440,220,1.17773,155,0.58707,82,-0.4173,84,-0.3716,129,0.29109,117,0.12968,147,0.56016
ENSG00000080854,IGSF9B,0,-6.1041,20,-0.2832,19,-0.4426,20,-0.2688,18,-0.4194,12,-1.0391,18,-0.4747,33,0.46224,77,1.94442,28,0.25627
ENSG00000166086,JAM3,126,1.21093,267,2.67620,32,-1.0251,28,-1.1578,50,-0.2776,26,-1.2659,19,-1.6852,17,-1.8942,46,-0.4038,39,-0.7217
ENSG00000151502,VPS26B,14,-2.7681,46,-1.0543,81,-0.2037,100,0.13389,91,-0.0164,115,0.35519,76,-0.2845,129,0.53756,102,0.16872,133,0.66561
ENSG00000151500,THYN1,38,-0.1932,32,-0.4560,23,-1.0044,29,-0.5840,21,-1.0618,53,0.33991,67,0.70732,64,0.63256,93,1.26518,36,-0.3049
